"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Iowa","quantile",0.6,1.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Iowa","quantile",0.65,1.95
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Iowa","quantile",0.7,2.1
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Iowa","quantile",0.75,2.25
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Iowa","quantile",0.8,2.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Iowa","quantile",0.85,2.55
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Iowa","quantile",0.9,2.7
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Iowa","quantile",0.95,2.85
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Iowa","quantile",0.975,2.925
2023-10-14,"wk inc flu hosp	",3,"2023-11-14","Iowa","quantile",0.99,2.97
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.01,0.03
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.025,0.075
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.05,0.15
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.1,0.3
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.15,0.45
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.2,0.6
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.25,0.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.3,0.9
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.35,1.05
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.4,1.2
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.45,1.35
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.5,1.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.55,1.65
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.6,1.8
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.65,1.95
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.7,2.1
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.75,2.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.8,2.4
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.85,2.55
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.9,2.7
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.95,2.85
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.975,2.925
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Iowa","quantile",0.99,2.97
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.01,0.02
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.025,0.05
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.05,0.1
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.1,0.2
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.15,0.3
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.2,0.4
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.25,0.5
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.3,0.6
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.35,0.7
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.4,0.8
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.45,0.9
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.5,1
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.55,1.1
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.6,1.2
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.65,1.3
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.7,1.4
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.75,1.5
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.8,1.6
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.85,1.7
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.9,1.8
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.95,1.9
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Idaho","quantile",0.975,1.95
2023-10-14,"wk inc flu hosp	",1,"2023-10-31","Idaho","quantile",0.99,1.98
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.01,0.03
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.025,0.075
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.05,0.15
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.1,0.3
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.15,0.45
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.2,0.6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.25,0.75
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.3,0.9
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.35,1.05
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.4,1.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.45,1.35
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.5,1.5
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.55,1.65
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.6,1.8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.65,1.95
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.7,2.1
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.75,2.25
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.8,2.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.85,2.55
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.9,2.7
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.95,2.85
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Idaho","quantile",0.975,2.925
2023-10-14,"wk inc flu hosp	",2,"2023-11-07","Idaho","quantile",0.99,2.97
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.01,0.03
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.025,0.075
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.05,0.15
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.1,0.3
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.15,0.45
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.2,0.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.25,0.75
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.3,0.9
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.35,1.05
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.4,1.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.45,1.35
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.5,1.5
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.55,1.65
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.6,1.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.65,1.95
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.7,2.1
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.75,2.25
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.8,2.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.85,2.55
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.9,2.7
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.95,2.85
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Idaho","quantile",0.975,2.925
2023-10-14,"wk inc flu hosp	",3,"2023-11-14","Idaho","quantile",0.99,2.97
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.01,0.03
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.025,0.075
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.05,0.15
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.1,0.3
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.15,0.45
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.2,0.6
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.25,0.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.3,0.9
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.35,1.05
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.4,1.2
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.45,1.35
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.5,1.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.55,1.65
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.6,1.8
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.65,1.95
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.7,2.1
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.75,2.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.8,2.4
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.85,2.55
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.9,2.7
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.95,2.85
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.975,2.925
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Idaho","quantile",0.99,2.97
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.01,0.22
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.025,0.55
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.05,1.1
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.1,2.2
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.15,3.3
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.2,4.4
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.25,5.5
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.3,6.6
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.35,7.7
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.4,8.8
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.45,9.9
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.5,11
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.55,12.1
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.6,13.2
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.65,14.3
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.7,15.4
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.75,16.5
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.8,17.6
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.85,18.7
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.9,19.8
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.95,20.9
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Illinois","quantile",0.975,21.45
2023-10-14,"wk inc flu hosp	",1,"2023-10-31","Illinois","quantile",0.99,21.78
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.01,0.16
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.025,0.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.05,0.8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.1,1.6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.15,2.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.2,3.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.25,4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.3,4.8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.35,5.6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.4,6.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.45,7.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.5,8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.55,8.8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.6,9.6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.65,10.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.7,11.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.75,12
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.8,12.8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.85,13.6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.9,14.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.95,15.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Illinois","quantile",0.975,15.6
2023-10-14,"wk inc flu hosp	",2,"2023-11-07","Illinois","quantile",0.99,15.84
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.01,0.16
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.025,0.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.05,0.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.1,1.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.15,2.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.2,3.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.25,4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.3,4.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.35,5.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.4,6.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.45,7.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.5,8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.55,8.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.6,9.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.65,10.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.7,11.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.75,12
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.8,12.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.85,13.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.9,14.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.95,15.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Illinois","quantile",0.975,15.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-14","Illinois","quantile",0.99,15.84
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.01,0.16
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.025,0.4
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.05,0.8
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.1,1.6
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.15,2.4
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.2,3.2
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.25,4
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.3,4.8
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.35,5.6
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.4,6.4
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.45,7.2
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.5,8
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.55,8.8
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.6,9.6
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.65,10.4
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.7,11.2
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.75,12
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.8,12.8
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.85,13.6
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.9,14.4
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.95,15.2
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.975,15.6
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Illinois","quantile",0.99,15.84
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.01,0.27
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.025,0.675
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.05,1.35
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.1,2.7
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.15,4.05
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.2,5.4
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.25,6.75
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.3,8.1
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.35,9.45
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.4,10.8
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.45,12.15
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.5,13.5
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.55,14.85
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.6,16.2
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.65,17.55
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.7,18.9
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.75,20.25
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.8,21.6
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.85,22.95
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.9,24.3
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.95,25.65
2023-10-14,"wk inc flu hosp	",1,"2023-10-24","Indiana","quantile",0.975,26.325
2023-10-14,"wk inc flu hosp	",1,"2023-10-31","Indiana","quantile",0.99,26.73
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.01,0.16
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.025,0.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.05,0.8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.1,1.6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.15,2.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.2,3.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.25,4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.3,4.8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.35,5.6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.4,6.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.45,7.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.5,8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.55,8.8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.6,9.6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.65,10.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.7,11.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.75,12
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.8,12.8
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.85,13.6
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.9,14.4
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.95,15.2
2023-10-14,"wk inc flu hosp	",2,"2023-10-31","Indiana","quantile",0.975,15.6
2023-10-14,"wk inc flu hosp	",2,"2023-11-07","Indiana","quantile",0.99,15.84
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.01,0.16
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.025,0.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.05,0.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.1,1.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.15,2.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.2,3.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.25,4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.3,4.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.35,5.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.4,6.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.45,7.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.5,8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.55,8.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.6,9.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.65,10.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.7,11.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.75,12
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.8,12.8
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.85,13.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.9,14.4
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.95,15.2
2023-10-14,"wk inc flu hosp	",3,"2023-11-07","Indiana","quantile",0.975,15.6
2023-10-14,"wk inc flu hosp	",3,"2023-11-14","Indiana","quantile",0.99,15.84
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.01,0.15
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.025,0.375
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.05,0.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.1,1.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.15,2.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.2,3
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.25,3.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.3,4.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.35,5.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.4,6
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.45,6.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.5,7.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.55,8.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.6,9
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.65,9.75
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.7,10.5
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.75,11.25
2023-10-14,"wk inc flu hosp	",4,"2023-11-14","Indiana","quantile",0.8,12
