location,output_type_id,reference_date,target,horizon,target_end_date,output_type,value
19,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
19,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,28
20,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
20,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
20,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
20,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
20,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
20,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
20,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
20,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
20,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
20,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
20,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
20,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
20,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,16
20,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
20,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
20,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,20
20,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
20,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,25
20,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,27
20,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,31
20,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,37
20,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,43
20,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,50
21,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
21,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
21,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
21,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
21,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
21,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
21,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
21,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
21,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
21,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
21,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
21,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,23
21,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
21,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,25
21,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,28
21,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,32
21,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,36
21,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,41
21,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,47
21,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,55
21,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,69
21,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,83
21,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,100
22,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,20
22,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,26
22,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,32
22,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,40
22,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,46
22,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,51
22,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,55
22,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,59
22,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,64
22,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,68
22,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,72
22,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,78
22,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,80
22,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,84
22,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,89
22,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,94
22,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,100
22,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,106
22,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,114
22,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,125
22,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,141
22,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,156
22,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,174
23,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
23,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
23,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
23,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
23,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
23,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
23,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
23,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
23,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
23,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
23,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
23,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
23,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
23,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
23,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
23,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
23,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
23,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
23,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
23,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
23,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
23,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
23,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
24,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
24,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
24,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
24,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
24,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
24,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
24,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
24,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
24,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
24,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
24,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
24,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,21
24,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,20
24,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
24,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,25
24,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,27
24,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,30
24,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,33
24,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,37
24,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,43
24,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,51
24,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,60
24,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,70
25,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
25,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
25,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
25,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,14
25,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,18
25,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
25,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,25
25,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,28
25,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,32
25,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,35
25,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,38
25,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,49
25,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,45
25,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,49
25,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,54
25,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,58
25,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,63
25,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,70
25,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,77
25,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,87
25,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,103
25,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,118
25,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,137
26,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
26,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
26,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
26,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,16
26,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,20
26,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,23
26,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,26
26,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,29
26,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,33
26,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,37
26,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,40
26,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,54
26,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,49
26,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,54
26,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,59
26,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,65
26,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,72
26,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,80
26,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,90
26,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,104
26,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,126
26,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,148
26,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,175
27,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
27,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
27,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
27,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
27,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
27,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
27,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
27,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
27,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
27,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
27,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
27,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,18
27,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
27,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,21
27,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,23
27,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,26
27,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,29
27,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,33
27,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,37
27,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,44
27,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,54
27,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,63
27,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,76
28,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
28,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
28,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
28,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
28,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
28,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
28,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
28,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
28,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
28,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,14
28,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
28,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,18
28,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,18
28,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,20
28,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
28,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,24
28,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,27
28,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,30
28,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,33
28,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,38
28,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,45
28,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,53
28,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,62
29,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
29,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
29,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
29,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
29,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
29,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,20
29,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,23
29,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,27
29,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,30
29,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,33
29,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,37
29,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,46
29,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,44
29,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,48
29,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,52
29,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,57
29,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,62
29,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,69
29,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,77
29,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,87
29,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,104
29,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,120
29,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,140
30,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
30,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
30,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
30,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
30,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
30,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
30,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
30,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
30,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
30,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
30,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
30,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
30,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
30,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
30,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
30,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
30,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
30,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
30,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
30,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
30,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
30,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
30,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
31,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
31,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
31,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,0
31,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
31,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
31,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
31,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
31,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
31,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
31,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
31,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
31,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
31,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
31,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
31,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
31,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
31,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
31,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
31,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
31,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
31,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
31,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,16
31,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
32,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
32,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,11
32,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,14
32,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,20
32,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,24
32,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,27
32,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,30
32,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,34
32,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,37
32,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,40
32,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,43
32,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,48
32,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,49
32,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,52
32,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,56
32,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,60
32,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,65
32,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,70
32,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,76
32,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,84
32,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,98
32,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,110
32,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,125
33,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
33,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
33,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
33,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
33,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
33,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
33,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
33,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
33,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
33,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
33,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
33,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
33,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
33,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
33,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,14
33,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
33,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
33,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,18
33,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,20
33,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,23
33,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,27
33,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,31
33,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,35
34,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,1
34,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,2
34,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
34,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
34,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
34,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,6
34,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
34,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,8
34,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,9
34,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
34,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
34,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
34,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
34,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
34,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
34,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,22
34,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,25
34,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,29
34,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,34
34,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,41
34,0.95,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,52
34,0.975,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,64
34,0.99,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,79
35,0.01,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,3
35,0.025,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,4
35,0.05,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,5
35,0.1,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,7
35,0.15,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,10
35,0.2,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,12
35,0.25,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,13
35,0.3,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,15
35,0.35,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,17
35,0.4,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,19
35,0.45,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,21
35,0.5,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,26
35,0.55,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,25
35,0.6,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,28
35,0.65,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,30
35,0.7,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,33
35,0.75,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,36
35,0.8,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,40
35,0.85,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,44
35,0.9,2024-11-30,wk inc flu hosp,0,2024-11-30,quantile,51
