date,location,location_name,value,weekly_rate
2023-04-29,36,New York,37,0.18822629277124553
2023-04-29,39,Ohio,19,0.16171172026119338
2023-04-29,40,Oklahoma,21,0.5248338900737917
2023-04-29,41,Oregon,5,0.11796166953510126
2023-04-29,42,Pennsylvania,80,0.6168424513442385
2023-04-29,72,Puerto Rico,36,1.1173916106858643
2023-04-29,44,Rhode Island,1,0.09171030548702758
2023-04-29,45,South Carolina,27,0.5146740235823638
2023-04-29,46,South Dakota,3,0.33095852207162385
2023-04-29,47,Tennessee,18,0.25602341305665355
2023-04-29,48,Texas,110,0.36771343650636934
2023-04-29,US,US,906,0.27272721854305715
2023-04-29,49,Utah,0,0
2023-04-29,51,Virginia,31,0.36114263666278107
2023-04-29,50,Vermont,2,0.30916201635467067
2023-04-29,53,Washington,14,0.18097596199711627
2023-04-29,55,Wisconsin,0,0
2023-04-29,54,West Virginia,5,0.28169379096179836
2023-04-29,56,Wyoming,1,0.17283604945185047
2023-04-22,02,Alaska,1,0.14056275705414195
2023-04-22,01,Alabama,20,0.39496202242673356
2023-04-22,05,Arkansas,8,0.2629954258520559
2023-04-22,04,Arizona,37,0.5040172902450314
2023-04-22,06,California,37,0.09514857720346553
2023-04-22,08,Colorado,12,0.20676294008630286
2023-04-22,09,Connecticut,8,0.22092801364451412
2023-04-22,11,District of Columbia,3,0.4487148805820131
2023-04-22,10,Delaware,0,0
2023-04-22,12,Florida,152,0.6851830782138287
2023-04-22,13,Georgia,44,0.40532620745295406
2023-04-22,15,Hawaii,2,0.14296160694564672
2023-04-22,19,Iowa,0,0
2023-04-22,16,Idaho,3,0.1549970266403723
2023-04-22,17,Illinois,25,0.1989955342218192
2023-04-22,18,Indiana,10,0.14637128745696135
2023-04-22,20,Kansas,2,0.06857649931372069
2023-04-22,21,Kentucky,12,0.26700017955762073
2023-04-22,22,Louisiana,25,0.546439248851494
2023-04-22,25,Massachusetts,9,0.12896454936490692
2023-04-22,24,Maryland,10,0.16304888368581785
2023-04-22,23,Maine,5,0.3611299901844869
2023-04-22,26,Michigan,8,0.07974422041302522
2023-04-22,27,Minnesota,8,0.13994459593446953
2023-04-22,29,Missouri,19,0.30821455041960166
2023-04-22,28,Mississippi,33,1.1273167640543094
2023-04-22,30,Montana,2,0.17864113051253033
2023-04-22,37,North Carolina,13,0.12268129984045768
2023-04-22,38,North Dakota,3,0.388570333173156
2023-04-22,31,Nebraska,7,0.35686883286048215
2023-04-22,33,New Hampshire,1,0.07170041844364204
2023-04-22,34,New Jersey,35,0.37820922685713426
2023-04-22,35,New Mexico,8,0.3809380504257221
2023-04-22,32,Nevada,0,0
2023-04-22,36,New York,47,0.2390982637905011
2023-04-22,39,Ohio,18,0.15320057708955162
2023-04-22,40,Oklahoma,15,0.37488135005270834
2023-04-22,41,Oregon,1,0.023592333907020254
2023-04-22,42,Pennsylvania,82,0.6322635126278444
2023-04-22,72,Puerto Rico,33,1.024275643128709
2023-04-22,44,Rhode Island,1,0.09171030548702758
2023-04-22,45,South Carolina,21,0.4003020183418385
2023-04-22,46,South Dakota,4,0.44127802942883176
2023-04-22,47,Tennessee,22,0.312917504847021
2023-04-22,48,Texas,102,0.3409706411240879
2023-04-22,US,US,986,0.29680909214509305
2023-04-22,49,Utah,6,0.17771259016692545
2023-04-22,51,Virginia,45,0.5242393112846823
2023-04-22,50,Vermont,0,0
2023-04-22,53,Washington,18,0.23268337971057806
2023-04-22,55,Wisconsin,5,0.08487491644064477
2023-04-22,54,West Virginia,4,0.2253550327694387
2023-04-22,56,Wyoming,0,0
2023-04-15,02,Alaska,2,0.2811255141082839
2023-04-15,01,Alabama,16,0.31596961794138684
2023-04-15,05,Arkansas,17,0.5588652799356187
2023-04-15,04,Arizona,47,0.6402381795004453
2023-04-15,06,California,34,0.08743382770048184
2023-04-15,08,Colorado,18,0.31014441012945426
2023-04-15,09,Connecticut,11,0.3037760187612069
2023-04-15,11,District of Columbia,3,0.4487148805820131
2023-04-15,10,Delaware,0,0
2023-04-15,12,Florida,130,0.5860118432091956
2023-04-15,13,Georgia,29,0.2671468185485379
2023-04-15,15,Hawaii,1,0.07148080347282336
2023-04-15,19,Iowa,5,0.1562390632655714
2023-04-15,16,Idaho,2,0.10333135109358152
2023-04-15,17,Illinois,35,0.2785937479105469
2023-04-15,18,Indiana,17,0.2488311886768343
2023-04-15,20,Kansas,8,0.27430599725488275
2023-04-15,21,Kentucky,14,0.3115002094838909
2023-04-15,22,Louisiana,14,0.30600597935683665
2023-04-15,25,Massachusetts,10,0.14329394373878546
2023-04-15,24,Maryland,13,0.2119635487915632
2023-04-15,23,Maine,0,0
2023-04-15,26,Michigan,16,0.15948844082605043
2023-04-15,27,Minnesota,12,0.20991689390170432
2023-04-15,29,Missouri,18,0.29199273197646475
2023-04-15,28,Mississippi,16,0.5465778249960288
2023-04-15,30,Montana,0,0
2023-04-15,37,North Carolina,25,0.2359255766162648
2023-04-15,38,North Dakota,5,0.6476172219552601
2023-04-15,31,Nebraska,6,0.3058875710232704
2023-04-15,33,New Hampshire,0,0
2023-04-15,34,New Jersey,45,0.48626900595917266
2023-04-15,35,New Mexico,4,0.19046902521286105
2023-04-15,32,Nevada,8,0.25272157443013654
2023-04-15,36,New York,75,0.3815397826444166
2023-04-15,39,Ohio,25,0.2127785792910439
2023-04-15,40,Oklahoma,19,0.47484971006676385
2023-04-15,41,Oregon,3,0.07077700172106076
2023-04-15,42,Pennsylvania,66,0.5088950223589968
2023-04-15,72,Puerto Rico,34,1.055314298981094
2023-04-15,44,Rhode Island,1,0.09171030548702758
2023-04-15,45,South Carolina,22,0.41936401921525934
2023-04-15,46,South Dakota,4,0.44127802942883176
2023-04-15,47,Tennessee,25,0.3555880736897966
2023-04-15,48,Texas,114,0.38108483419751005
2023-04-15,US,US,1055,0.3175797081268491
2023-04-15,49,Utah,3,0.08885629508346272
2023-04-15,51,Virginia,35,0.40774168655475285
2023-04-15,50,Vermont,1,0.15458100817733533
2023-04-15,53,Washington,27,0.3490250695658671
2023-04-15,55,Wisconsin,10,0.16974983288128953
2023-04-15,54,West Virginia,7,0.3943713073465177
2023-04-15,56,Wyoming,3,0.5185081483555514
2023-04-08,02,Alaska,2,0.2811255141082839
2023-04-08,01,Alabama,17,0.3357177190627235
2023-04-08,05,Arkansas,16,0.5259908517041118
2023-04-08,04,Arizona,42,0.5721277348727384
2023-04-08,06,California,45,0.11572124254475538
2023-04-08,08,Colorado,7,0.12061171505034333
2023-04-08,09,Connecticut,22,0.6075520375224138
2023-04-08,11,District of Columbia,4,0.5982865074426842
2023-04-08,10,Delaware,0,0
2023-04-08,12,Florida,185,0.8339399307207783
2023-04-08,13,Georgia,49,0.4513860037544261
2023-04-08,15,Hawaii,3,0.21444241041847006
2023-04-08,19,Iowa,2,0.06249562530622856
2023-04-08,16,Idaho,5,0.2583283777339538
2023-04-08,17,Illinois,25,0.1989955342218192
2023-04-08,18,Indiana,18,0.2634683174225304
2023-04-08,20,Kansas,5,0.1714412482843017
2023-04-08,21,Kentucky,19,0.4227502842995662
2023-04-08,22,Louisiana,18,0.3934362591730757
2023-04-08,25,Massachusetts,11,0.157623338112664
2023-04-08,24,Maryland,12,0.1956586604229814
2023-04-08,23,Maine,3,0.2166779941106921
2023-04-08,26,Michigan,25,0.2492006887907038
2023-04-08,27,Minnesota,12,0.20991689390170432
2023-04-08,29,Missouri,29,0.470432734850971
2023-04-08,28,Mississippi,26,0.8881889656185468
2023-04-08,30,Montana,0,0
2023-04-08,37,North Carolina,22,0.20761450742231302
2023-04-08,38,North Dakota,7,0.906664110737364
2023-04-08,31,Nebraska,3,0.1529437855116352
2023-04-08,33,New Hampshire,6,0.4302025106618522
2023-04-08,34,New Jersey,39,0.4214331384979496
2023-04-08,35,New Mexico,1,0.04761725630321526
2023-04-08,32,Nevada,4,0.12636078721506827
2023-04-08,36,New York,78,0.39680137395019327
2023-04-08,39,Ohio,13,0.11064486123134283
2023-04-08,40,Oklahoma,23,0.5748180700808194
2023-04-08,41,Oregon,5,0.11796166953510126
2023-04-08,42,Pennsylvania,65,0.5011844917171938
2023-04-08,72,Puerto Rico,33,1.024275643128709
2023-04-08,44,Rhode Island,0,0
2023-04-08,45,South Carolina,24,0.4574880209621011
2023-04-08,46,South Dakota,13,1.4341535956437033
2023-04-08,47,Tennessee,29,0.4124821654801641
2023-04-08,48,Texas,128,0.4278847261165025
2023-04-08,US,US,1200,0.36122810403053923
2023-04-08,49,Utah,6,0.17771259016692545
2023-04-08,51,Virginia,54,0.6290871735416187
2023-04-08,50,Vermont,0,0
2023-04-08,53,Washington,26,0.33609821513750165
2023-04-08,55,Wisconsin,10,0.16974983288128953
2023-04-08,54,West Virginia,7,0.3943713073465177
2023-04-08,56,Wyoming,2,0.34567209890370093
2023-04-01,02,Alaska,1,0.14056275705414195
2023-04-01,01,Alabama,27,0.5331987302760903
2023-04-01,05,Arkansas,27,0.8876095622506885
2023-04-01,04,Arizona,26,0.3541743120640761
2023-04-01,06,California,29,0.07457591186217569
2023-04-01,08,Colorado,6,0.10338147004315143
2023-04-01,09,Connecticut,12,0.3313920204667712
2023-04-01,11,District of Columbia,10,1.4957162686067105
2023-04-01,10,Delaware,2,0.19706918705018958
2023-04-01,12,Florida,165,0.7437842625347483
2023-04-01,13,Georgia,54,0.49744580005589817
2023-04-01,15,Hawaii,7,0.5003656243097635
2023-04-01,19,Iowa,4,0.12499125061245712
2023-04-01,16,Idaho,3,0.1549970266403723
2023-04-01,17,Illinois,28,0.22287499832843752
2023-04-01,18,Indiana,39,0.5708480210821493
2023-04-01,20,Kansas,9,0.3085942469117431
2023-04-01,21,Kentucky,16,0.356000239410161
2023-04-01,22,Louisiana,27,0.5901543887596135
2023-04-01,25,Massachusetts,13,0.1862821268604211
2023-04-01,24,Maryland,10,0.16304888368581785
2023-04-01,23,Maine,4,0.2889039921475895
2023-04-01,26,Michigan,17,0.1694564683776786
2023-04-01,27,Minnesota,10,0.17493074491808694
2023-04-01,29,Missouri,29,0.470432734850971
2023-04-01,28,Mississippi,19,0.6490611671827842
2023-04-01,30,Montana,1,0.08932056525626517
2023-04-01,37,North Carolina,12,0.11324427677580709
2023-04-01,38,North Dakota,0,0
2023-04-01,31,Nebraska,10,0.5098126183721173
2023-04-01,33,New Hampshire,9,0.6453037659927784
2023-04-01,34,New Jersey,39,0.4214331384979496
2023-04-01,35,New Mexico,9,0.4285553067289373
2023-04-01,32,Nevada,4,0.12636078721506827
2023-04-01,36,New York,75,0.3815397826444166
2023-04-01,39,Ohio,33,0.280867724664178
2023-04-01,40,Oklahoma,20,0.49984180007027773
2023-04-01,41,Oregon,4,0.09436933562808102
2023-04-01,42,Pennsylvania,105,0.809605717389313
2023-04-01,72,Puerto Rico,42,1.303623545800175
2023-04-01,44,Rhode Island,0,0
2023-04-01,45,South Carolina,20,0.3812400174684176
2023-04-01,46,South Dakota,12,1.3238340882864954
2023-04-01,47,Tennessee,45,0.6400585326416339
2023-04-01,48,Texas,143,0.4780274674582802
2023-04-01,US,US,1275,0.38380486053244794
2023-04-01,49,Utah,3,0.08885629508346272
2023-04-01,51,Virginia,49,0.570838361176654
2023-04-01,50,Vermont,0,0
2023-04-01,53,Washington,32,0.41365934170769436
2023-04-01,55,Wisconsin,4,0.06789993315251582
2023-04-01,54,West Virginia,9,0.507048823731237
2023-04-01,56,Wyoming,1,0.17283604945185047
2023-03-25,02,Alaska,3,0.4216882711624259
2023-03-25,01,Alabama,20,0.39496202242673356
2023-03-25,05,Arkansas,18,0.5917397081671257
2023-03-25,04,Arizona,37,0.5040172902450314
2023-03-25,06,California,36,0.09257699403580431
2023-03-25,08,Colorado,10,0.17230245007191905
2023-03-25,09,Connecticut,13,0.35900802217233546
2023-03-25,11,District of Columbia,3,0.4487148805820131
2023-03-25,10,Delaware,2,0.19706918705018958
2023-03-25,12,Florida,158,0.7122297786696378
2023-03-25,13,Georgia,62,0.5711414741382534
2023-03-25,15,Hawaii,1,0.07148080347282336
2023-03-25,19,Iowa,7,0.21873468857179998
2023-03-25,16,Idaho,3,0.1549970266403723
2023-03-25,17,Illinois,30,0.23879464106618306
2023-03-25,18,Indiana,21,0.30737970365961886
2023-03-25,20,Kansas,6,0.20572949794116205
2023-03-25,21,Kentucky,14,0.3115002094838909
2023-03-25,22,Louisiana,24,0.5245816788974342
2023-03-25,25,Massachusetts,19,0.2722584931036924
2023-03-25,24,Maryland,21,0.3424026557402175
2023-03-25,23,Maine,1,0.07222599803689737
2023-03-25,26,Michigan,21,0.2093285785841912
2023-03-25,27,Minnesota,4,0.06997229796723477
2023-03-25,29,Missouri,32,0.5190981901803817
2023-03-25,28,Mississippi,16,0.5465778249960288
2023-03-25,30,Montana,1,0.08932056525626517
2023-03-25,37,North Carolina,20,0.18874046129301184
2023-03-25,38,North Dakota,0,0
2023-03-25,31,Nebraska,9,0.4588313565349056
2023-03-25,33,New Hampshire,9,0.6453037659927784
2023-03-25,34,New Jersey,44,0.4754630280489688
2023-03-25,35,New Mexico,3,0.1428517689096458
2023-03-25,32,Nevada,8,0.25272157443013654
2023-03-25,36,New York,72,0.36627819133864
2023-03-25,39,Ohio,29,0.24682315197761093
2023-03-25,40,Oklahoma,23,0.5748180700808194
2023-03-25,41,Oregon,3,0.07077700172106076
2023-03-25,42,Pennsylvania,154,1.187421718837659
2023-03-25,72,Puerto Rico,25,0.7759663963096279
2023-03-25,44,Rhode Island,2,0.18342061097405515
2023-03-25,45,South Carolina,24,0.4574880209621011
2023-03-25,46,South Dakota,20,2.206390147144159
2023-03-25,47,Tennessee,31,0.4409292113753478
2023-03-25,48,Texas,131,0.43791327438485805
2023-03-25,US,US,1300,0.39133044603308414
2023-03-25,49,Utah,3,0.08885629508346272
2023-03-25,51,Virginia,50,0.5824881236496469
2023-03-25,50,Vermont,4,0.6183240327093413
2023-03-25,53,Washington,28,0.36195192399423254
2023-03-25,55,Wisconsin,9,0.15277484959316057
2023-03-25,54,West Virginia,16,0.9014201310777548
2023-03-25,56,Wyoming,0,0
2023-03-18,02,Alaska,1,0.14056275705414195
2023-03-18,01,Alabama,22,0.4344582246694069
2023-03-18,05,Arkansas,15,0.49311642347260476
2023-03-18,04,Arizona,55,0.7492148909047764
2023-03-18,06,California,60,0.15429499005967384
2023-03-18,08,Colorado,12,0.20676294008630286
2023-03-18,09,Connecticut,10,0.27616001705564264
2023-03-18,11,District of Columbia,2,0.2991432537213421
2023-03-18,10,Delaware,0,0
2023-03-18,12,Florida,211,0.9511422993626174
2023-03-18,13,Georgia,53,0.4882338407956038
2023-03-18,15,Hawaii,4,0.28592321389129344
2023-03-18,19,Iowa,7,0.21873468857179998
2023-03-18,16,Idaho,6,0.3099940532807446
2023-03-18,17,Illinois,12,0.09551785642647322
2023-03-18,18,Indiana,35,0.5122995060993647
2023-03-18,20,Kansas,8,0.27430599725488275
2023-03-18,21,Kentucky,26,0.5785003890415116
2023-03-18,22,Louisiana,21,0.45900896903525495
2023-03-18,25,Massachusetts,20,0.2865878874775709
2023-03-18,24,Maryland,12,0.1956586604229814
2023-03-18,23,Maine,5,0.3611299901844869
2023-03-18,26,Michigan,33,0.32894490920372904
2023-03-18,27,Minnesota,6,0.10495844695085216
2023-03-18,29,Missouri,24,0.3893236426352863
2023-03-18,28,Mississippi,22,0.7515445093695395
2023-03-18,30,Montana,2,0.17864113051253033
2023-03-18,37,North Carolina,32,0.3019847380688189
2023-03-18,38,North Dakota,11,1.4247578883015721
2023-03-18,31,Nebraska,11,0.5607938802093291
2023-03-18,33,New Hampshire,10,0.7170041844364203
2023-03-18,34,New Jersey,22,0.2377315140244844
2023-03-18,35,New Mexico,3,0.1428517689096458
2023-03-18,32,Nevada,6,0.1895411808226024
2023-03-18,36,New York,67,0.3408422058290122
2023-03-18,39,Ohio,34,0.28937886783581973
2023-03-18,40,Oklahoma,29,0.7247706101019028
2023-03-18,41,Oregon,9,0.21233100516318226
2023-03-18,42,Pennsylvania,163,1.256816494613886
2023-03-18,72,Puerto Rico,11,0.3414252143762363
2023-03-18,44,Rhode Island,1,0.09171030548702758
2023-03-18,45,South Carolina,21,0.4003020183418385
2023-03-18,46,South Dakota,15,1.6547926103581192
2023-03-18,47,Tennessee,29,0.4124821654801641
2023-03-18,48,Texas,158,0.5281702088000578
2023-03-18,US,US,1425,0.42895837353626537
2023-03-18,49,Utah,3,0.08885629508346272
2023-03-18,51,Virginia,60,0.6989857483795763
2023-03-18,50,Vermont,2,0.30916201635467067
2023-03-18,53,Washington,28,0.36195192399423254
2023-03-18,55,Wisconsin,6,0.10184989972877372
2023-03-18,54,West Virginia,8,0.4507100655388774
2023-03-18,56,Wyoming,2,0.34567209890370093
2023-03-11,02,Alaska,4,0.5622510282165678
2023-03-11,01,Alabama,17,0.3357177190627235
2023-03-11,05,Arkansas,23,0.7561118493246606
2023-03-11,04,Arizona,43,0.5857498237982798
2023-03-11,06,California,47,0.12086440888007785
2023-03-11,08,Colorado,9,0.15507220506472713
2023-03-11,09,Connecticut,19,0.524704032405721
2023-03-11,11,District of Columbia,2,0.2991432537213421
2023-03-11,10,Delaware,1,0.09853459352509479
2023-03-11,12,Florida,180,0.8114010136742709
2023-03-11,13,Georgia,51,0.46980992227501495
2023-03-11,15,Hawaii,3,0.21444241041847006
2023-03-11,19,Iowa,12,0.37497375183737136
2023-03-11,16,Idaho,4,0.20666270218716304
2023-03-11,17,Illinois,16,0.1273571419019643
2023-03-11,18,Indiana,32,0.46838811986227635
2023-03-11,20,Kansas,6,0.20572949794116205
2023-03-11,21,Kentucky,15,0.33375022444702596
2023-03-11,22,Louisiana,22,0.4808665389893147
2023-03-11,25,Massachusetts,18,0.25792909872981384
2023-03-11,24,Maryland,16,0.26087821389730853
2023-03-11,23,Maine,0,0
2023-03-11,26,Michigan,36,0.3588489918586135
2023-03-11,27,Minnesota,5,0.08746537245904347
2023-03-11,29,Missouri,35,0.5677636455097925
2023-03-11,28,Mississippi,32,1.0931556499920576
2023-03-11,30,Montana,3,0.2679616957687955
2023-03-11,37,North Carolina,25,0.2359255766162648
2023-03-11,38,North Dakota,5,0.6476172219552601
2023-03-11,31,Nebraska,14,0.7137376657209643
2023-03-11,33,New Hampshire,4,0.28680167377456817
2023-03-11,34,New Jersey,22,0.2377315140244844
2023-03-11,35,New Mexico,5,0.2380862815160763
2023-03-11,32,Nevada,3,0.0947705904113012
2023-03-11,36,New York,56,0.2848830377078311
2023-03-11,39,Ohio,26,0.22128972246268566
2023-03-11,40,Oklahoma,19,0.47484971006676385
2023-03-11,41,Oregon,6,0.14155400344212152
2023-03-11,42,Pennsylvania,177,1.3647639235991276
2023-03-11,72,Puerto Rico,16,0.4966184936381619
2023-03-11,44,Rhode Island,0,0
2023-03-11,45,South Carolina,31,0.5909220270760472
2023-03-11,46,South Dakota,13,1.4341535956437033
2023-03-11,47,Tennessee,27,0.3840351195849804
2023-03-11,48,Texas,157,0.5248273593772727
2023-03-11,US,US,1372,0.4130041322749165
2023-03-11,49,Utah,7,0.20733135519474635
2023-03-11,51,Virginia,40,0.4659904989197175
2023-03-11,50,Vermont,5,0.7729050408866767
2023-03-11,53,Washington,47,0.607562158133176
2023-03-11,55,Wisconsin,10,0.16974983288128953
2023-03-11,54,West Virginia,4,0.2253550327694387
2023-03-11,56,Wyoming,2,0.34567209890370093
2023-03-04,02,Alaska,2,0.2811255141082839
2023-03-04,01,Alabama,16,0.31596961794138684
2023-03-04,05,Arkansas,33,1.0848561316397305
2023-03-04,04,Arizona,50,0.6811044462770695
2023-03-04,06,California,62,0.1594381563949963
2023-03-04,08,Colorado,19,0.3273746551366462
2023-03-04,09,Connecticut,10,0.27616001705564264
2023-03-04,11,District of Columbia,4,0.5982865074426842
2023-03-04,10,Delaware,5,0.49267296762547397
2023-03-04,12,Florida,178,0.8023854468556678
2023-03-04,13,Georgia,54,0.49744580005589817
2023-03-04,15,Hawaii,1,0.07148080347282336
2023-03-04,19,Iowa,6,0.18748687591868568
2023-03-04,16,Idaho,3,0.1549970266403723
2023-03-04,17,Illinois,24,0.19103571285294643
2023-03-04,18,Indiana,45,0.6586707935563261
2023-03-04,20,Kansas,4,0.13715299862744137
2023-03-04,21,Kentucky,12,0.26700017955762073
2023-03-04,22,Louisiana,25,0.546439248851494
2023-03-04,25,Massachusetts,15,0.21494091560817818
2023-03-04,24,Maryland,13,0.2119635487915632
2023-03-04,23,Maine,4,0.2889039921475895
2023-03-04,26,Michigan,51,0.5083694051330357
2023-03-04,27,Minnesota,8,0.13994459593446953
2023-03-04,29,Missouri,39,0.6326509192823403
2023-03-04,28,Mississippi,34,1.1614778781165611
2023-03-04,30,Montana,6,0.535923391537591
2023-03-04,37,North Carolina,34,0.3208587841981201
2023-03-04,38,North Dakota,5,0.6476172219552601
2023-03-04,31,Nebraska,6,0.3058875710232704
2023-03-04,33,New Hampshire,2,0.14340083688728408
2023-03-04,34,New Jersey,31,0.3349853152163189
2023-03-04,35,New Mexico,16,0.7618761008514442
2023-03-04,32,Nevada,4,0.12636078721506827
2023-03-04,36,New York,49,0.2492726579943522
2023-03-04,39,Ohio,23,0.1957562929477604
2023-03-04,40,Oklahoma,32,0.7997468801124444
2023-03-04,41,Oregon,5,0.11796166953510126
2023-03-04,42,Pennsylvania,169,1.3030796784647038
2023-03-04,72,Puerto Rico,22,0.6828504287524726
2023-03-04,44,Rhode Island,1,0.09171030548702758
2023-03-04,45,South Carolina,29,0.5527980253292055
2023-03-04,46,South Dakota,7,0.7722365515004557
2023-03-04,47,Tennessee,41,0.5831644408512665
2023-03-04,48,Texas,159,0.531513058222843
2023-03-04,US,US,1494,0.44972898951802137
2023-03-04,49,Utah,3,0.08885629508346272
2023-03-04,51,Virginia,57,0.6640364609605974
2023-03-04,50,Vermont,1,0.15458100817733533
2023-03-04,53,Washington,58,0.749757556845196
2023-03-04,55,Wisconsin,7,0.11882488301690267
2023-03-04,54,West Virginia,9,0.507048823731237
2023-03-04,56,Wyoming,1,0.17283604945185047
2023-02-25,02,Alaska,5,0.7028137852707098
2023-02-25,01,Alabama,31,0.612191134761437
2023-02-25,05,Arkansas,30,0.9862328469452095
2023-02-25,04,Arizona,45,0.6129940016493626
2023-02-25,06,California,79,0.20315507024523724
2023-02-25,08,Colorado,13,0.22399318509349475
2023-02-25,09,Connecticut,17,0.4694720289945925
2023-02-25,11,District of Columbia,4,0.5982865074426842
2023-02-25,10,Delaware,0,0
2023-02-25,12,Florida,215,0.9691734329998235
2023-02-25,13,Georgia,60,0.5527175556176647
2023-02-25,15,Hawaii,5,0.35740401736411676
2023-02-25,19,Iowa,11,0.3437259391842571
2023-02-25,16,Idaho,3,0.1549970266403723
2023-02-25,17,Illinois,32,0.2547142838039286
2023-02-25,18,Indiana,42,0.6147594073192377
2023-02-25,20,Kansas,9,0.3085942469117431
2023-02-25,21,Kentucky,11,0.2447501645944857
2023-02-25,22,Louisiana,22,0.4808665389893147
2023-02-25,25,Massachusetts,21,0.30091728185144945
2023-02-25,24,Maryland,26,0.4239270975831264
2023-02-25,23,Maine,0,0
2023-02-25,26,Michigan,55,0.5482415153395483
2023-02-25,27,Minnesota,6,0.10495844695085216
2023-02-25,29,Missouri,36,0.5839854639529295
2023-02-25,28,Mississippi,32,1.0931556499920576
2023-02-25,30,Montana,3,0.2679616957687955
2023-02-25,37,North Carolina,28,0.26423664581021655
2023-02-25,38,North Dakota,9,1.165710999519468
2023-02-25,31,Nebraska,9,0.4588313565349056
2023-02-25,33,New Hampshire,2,0.14340083688728408
2023-02-25,34,New Jersey,41,0.4430450943183573
2023-02-25,35,New Mexico,11,0.5237898193353678
2023-02-25,32,Nevada,3,0.0947705904113012
2023-02-25,36,New York,55,0.2797958406059055
2023-02-25,39,Ohio,24,0.20426743611940215
2023-02-25,40,Oklahoma,33,0.8247389701159583
2023-02-25,41,Oregon,6,0.14155400344212152
2023-02-25,42,Pennsylvania,166,1.279948086539295
2023-02-25,72,Puerto Rico,32,0.9932369872763238
2023-02-25,44,Rhode Island,2,0.18342061097405515
2023-02-25,45,South Carolina,41,0.781542035810256
2023-02-25,46,South Dakota,4,0.44127802942883176
2023-02-25,47,Tennessee,43,0.6116114867464502
2023-02-25,48,Texas,208,0.6953126799393166
2023-02-25,US,US,1655,0.4981937601421187
2023-02-25,49,Utah,4,0.11847506011128363
2023-02-25,51,Virginia,61,0.7106355108525693
2023-02-25,50,Vermont,2,0.30916201635467067
2023-02-25,53,Washington,38,0.491220468277887
2023-02-25,55,Wisconsin,6,0.10184989972877372
2023-02-25,54,West Virginia,14,0.7887426146930354
2023-02-25,56,Wyoming,0,0
2023-02-18,02,Alaska,2,0.2811255141082839
2023-02-18,01,Alabama,30,0.5924430336401003
2023-02-18,05,Arkansas,25,0.8218607057876746
2023-02-18,04,Arizona,38,0.5176393791705728
2023-02-18,06,California,73,0.18772557123926983
2023-02-18,08,Colorado,17,0.29291416512226237
2023-02-18,09,Connecticut,14,0.38662402387789974
2023-02-18,11,District of Columbia,5,0.7478581343033552
2023-02-18,10,Delaware,1,0.09853459352509479
2023-02-18,12,Florida,236,1.0638368845951551
2023-02-18,13,Georgia,75,0.6908969445220808
2023-02-18,15,Hawaii,4,0.28592321389129344
2023-02-18,19,Iowa,9,0.28123031387802855
2023-02-18,16,Idaho,8,0.4133254043743261
2023-02-18,17,Illinois,28,0.22287499832843752
2023-02-18,18,Indiana,33,0.48302524860797247
2023-02-18,20,Kansas,3,0.10286474897058102
2023-02-18,21,Kentucky,22,0.4895003291889714
2023-02-18,22,Louisiana,33,0.721299808483972
2023-02-18,25,Massachusetts,40,0.5731757749551418
2023-02-18,24,Maryland,26,0.4239270975831264
2023-02-18,23,Maine,4,0.2889039921475895
2023-02-18,26,Michigan,60,0.5980816530976891
2023-02-18,27,Minnesota,10,0.17493074491808694
2023-02-18,29,Missouri,42,0.6813163746117511
2023-02-18,28,Mississippi,28,0.9565111937430504
2023-02-18,30,Montana,6,0.535923391537591
2023-02-18,37,North Carolina,47,0.4435400840385778
2023-02-18,38,North Dakota,10,1.2952344439105201
2023-02-18,31,Nebraska,6,0.3058875710232704
2023-02-18,33,New Hampshire,4,0.28680167377456817
2023-02-18,34,New Jersey,53,0.5727168292408034
2023-02-18,35,New Mexico,3,0.1428517689096458
2023-02-18,32,Nevada,12,0.3790823616452048
2023-02-18,36,New York,87,0.44258614786752326
2023-02-18,39,Ohio,47,0.40002372906716255
2023-02-18,40,Oklahoma,45,1.124644050158125
2023-02-18,41,Oregon,4,0.09436933562808102
2023-02-18,42,Pennsylvania,197,1.5189745364351872
2023-02-18,72,Puerto Rico,44,1.3657008575049452
2023-02-18,44,Rhode Island,2,0.18342061097405515
2023-02-18,45,South Carolina,43,0.8196660375570979
2023-02-18,46,South Dakota,13,1.4341535956437033
2023-02-18,47,Tennessee,48,0.6827291014844096
2023-02-18,48,Texas,244,0.8156552591595829
2023-02-18,US,US,1896,0.570740404368252
2023-02-18,49,Utah,3,0.08885629508346272
2023-02-18,51,Virginia,57,0.6640364609605974
2023-02-18,50,Vermont,2,0.30916201635467067
2023-02-18,53,Washington,31,0.4007324872793289
2023-02-18,55,Wisconsin,11,0.1867248161694185
2023-02-18,54,West Virginia,9,0.507048823731237
2023-02-18,56,Wyoming,2,0.34567209890370093
2023-02-11,02,Alaska,1,0.14056275705414195
2023-02-11,01,Alabama,29,0.5726949325187637
2023-02-11,05,Arkansas,33,1.0848561316397305
2023-02-11,04,Arizona,62,0.8445695133835661
2023-02-11,06,California,93,0.23915723459249447
2023-02-11,08,Colorado,27,0.4652166151941814
2023-02-11,09,Connecticut,15,0.41424002558346396
2023-02-11,11,District of Columbia,5,0.7478581343033552
2023-02-11,10,Delaware,2,0.19706918705018958
