"date","location_name","value","location"
"2025-01-18","Wisconsin",0.0635,"55"
"2025-01-18","Wyoming",0,"56"
"2025-01-18","Alabama",0.0666,"01"
"2025-01-18","Arizona",0.0496,"04"
"2025-01-18","Arkansas",0.0411,"05"
"2025-01-18","Delaware",0.051,"10"
"2025-01-18","Georgia",0.0546,"13"
"2025-01-18","Hawaii",0.0713,"15"
"2025-01-18","Illinois",0.0621,"17"
"2025-01-18","Kansas",0.0348,"20"
"2025-01-18","Mississippi",0.0631,"28"
"2025-01-18","New Hampshire",0.0542,"33"
"2025-01-18","New Jersey",0.0822,"34"
"2025-01-18","New York",0.0548,"36"
"2025-01-18","Oregon",0.0354,"41"
"2025-01-18","South Dakota",0.0591,"46"
"2025-01-18","Washington",0.0414,"53"
"2025-01-18","Alaska",0.0311,"02"
"2025-01-18","Colorado",0.0401,"08"
"2025-01-18","Indiana",0.0447,"18"
"2025-01-18","Louisiana",0.0535,"22"
"2025-01-18","Maine",0.0283,"23"
"2025-01-18","Massachusetts",0.0562,"25"
"2025-01-18","North Carolina",0.0792,"37"
"2025-01-18","Rhode Island",0.0384,"44"
"2025-01-18","Tennessee",0.0447,"47"
"2025-01-18","Texas",0.0666,"48"
"2025-01-18","US",0.0545,"US"
"2025-01-18","Virginia",0.0425,"51"
"2025-01-18","California",0.0519,"06"
"2025-01-18","Connecticut",0.0588,"09"
"2025-01-18","Idaho",0.0343,"16"
"2025-01-18","Maryland",0.0455,"24"
"2025-01-18","Minnesota",0.097,"27"
"2025-01-18","Montana",0.0347,"30"
"2025-01-18","Nevada",0.0349,"32"
"2025-01-18","New Mexico",0.0525,"35"
"2025-01-18","Ohio",0.0388,"39"
"2025-01-18","South Carolina",0.0834,"45"
"2025-01-18","Vermont",0.0421,"50"
"2025-01-11","Arkansas",0.0266,"05"
"2025-01-11","California",0.0474,"06"
"2025-01-11","Colorado",0.0415,"08"
"2025-01-11","Connecticut",0.0374,"09"
"2025-01-11","Florida",0.0483,"12"
"2025-01-11","Georgia",0.0405,"13"
"2025-01-11","Kentucky",0.0477,"21"
"2025-01-11","Maryland",0.0376,"24"
"2025-01-11","Mississippi",0.0445,"28"
"2025-01-11","New Mexico",0.0578,"35"
"2025-01-11","North Dakota",0.0301,"38"
"2025-01-11","Ohio",0.0285,"39"
"2025-01-11","US",0.0439,"US"
"2025-01-11","Utah",0.0503,"49"
"2025-01-11","Alaska",0.0329,"02"
"2025-01-11","Arizona",0.0615,"04"
"2025-01-11","Idaho",0.0344,"16"
"2025-01-11","Illinois",0.0512,"17"
"2025-01-11","Iowa",0.0362,"19"
"2025-01-11","Kansas",0.034,"20"
"2025-01-11","Maine",0.0225,"23"
"2025-01-11","Michigan",0.0318,"26"
"2025-01-11","Minnesota",0.0826,"27"
"2025-01-11","Montana",0.0259,"30"
"2025-01-11","Nebraska",0.0309,"31"
"2025-01-11","Pennsylvania",0.034,"42"
"2025-01-11","Rhode Island",0.0288,"44"
"2025-01-11","South Carolina",0.0465,"45"
"2025-01-11","South Dakota",0.0361,"46"
"2025-01-11","Tennessee",0.0458,"47"
"2025-01-11","Texas",0.0496,"48"
"2025-01-11","Vermont",0.0273,"50"
"2025-01-11","Hawaii",0.072,"15"
"2025-01-11","North Carolina",0.0572,"37"
"2025-01-11","Oregon",0.0409,"41"
"2025-01-11","Virginia",0.0373,"51"
"2025-01-11","Washington",0.0397,"53"
"2025-01-11","Wyoming",0,"56"
"2025-01-11","Alabama",0.0579,"01"
"2025-01-11","Delaware",0.045,"10"
"2025-01-11","District of Columbia",0.0336,"11"
"2025-01-11","Indiana",0.0381,"18"
"2025-01-11","Louisiana",0.041,"22"
"2025-01-11","Massachusetts",0.0371,"25"
"2025-01-11","Nevada",0.0396,"32"
"2025-01-11","New Hampshire",0.0426,"33"
"2025-01-11","New Jersey",0.0611,"34"
"2025-01-11","New York",0.0434,"36"
"2025-01-11","Oklahoma",0.0399,"40"
"2025-01-11","West Virginia",0.0312,"54"
"2025-01-11","Wisconsin",0.0395,"55"
"2025-01-04","Alabama",0.0776,"01"
"2025-01-04","Alaska",0.0421,"02"
"2025-01-04","Arkansas",0.0275,"05"
"2025-01-04","Connecticut",0.0363,"09"
"2025-01-04","Kansas",0.0512,"20"
"2025-01-04","Kentucky",0.0581,"21"
"2025-01-04","Minnesota",0.0734,"27"
"2025-01-04","Nevada",0.0451,"32"
"2025-01-04","North Carolina",0.0596,"37"
"2025-01-04","Pennsylvania",0.0411,"42"
"2025-01-04","Arizona",0.0839,"04"
"2025-01-04","Georgia",0.048,"13"
"2025-01-04","Maryland",0.0368,"24"
"2025-01-04","Mississippi",0.0521,"28"
"2025-01-04","New York",0.0465,"36"
"2025-01-04","Oregon",0.061,"41"
"2025-01-04","South Dakota",0.0372,"46"
"2025-01-04","Utah",0.0751,"49"
"2025-01-04","Vermont",0.0272,"50"
"2025-01-04","Virginia",0.0445,"51"
"2025-01-04","Wisconsin",0.031,"55"
"2025-01-04","California",0.0569,"06"
"2025-01-04","Florida",0.0548,"12"
"2025-01-04","Hawaii",0.0783,"15"
"2025-01-04","Illinois",0.0581,"17"
"2025-01-04","Iowa",0.0349,"19"
"2025-01-04","Louisiana",0.065,"22"
"2025-01-04","Maine",0.0209,"23"
"2025-01-04","Michigan",0.033,"26"
"2025-01-04","Montana",0.0313,"30"
"2025-01-04","New Hampshire",0.0443,"33"
"2025-01-04","New Jersey",0.058,"34"
"2025-01-04","New Mexico",0.075,"35"
"2025-01-04","North Dakota",0.0272,"38"
"2025-01-04","South Carolina",0.0445,"45"
"2025-01-04","Tennessee",0.0601,"47"
"2025-01-04","Texas",0.0553,"48"
"2025-01-04","US",0.0499,"US"
"2025-01-04","Washington",0.0473,"53"
"2025-01-04","West Virginia",0.0342,"54"
"2025-01-04","Wyoming",0,"56"
"2025-01-04","Colorado",0.0478,"08"
"2025-01-04","Delaware",0.0458,"10"
"2025-01-04","District of Columbia",0.0359,"11"
"2025-01-04","Idaho",0.0531,"16"
"2025-01-04","Indiana",0.0482,"18"
"2025-01-04","Massachusetts",0.0374,"25"
"2025-01-04","Nebraska",0.0306,"31"
"2025-01-04","Ohio",0.0332,"39"
"2025-01-04","Oklahoma",0.0387,"40"
"2025-01-04","Rhode Island",0.0273,"44"
"2024-12-28","California",0.0663,"06"
"2024-12-28","Connecticut",0.0274,"09"
"2024-12-28","Hawaii",0.0636,"15"
"2024-12-28","Indiana",0.0569,"18"
"2024-12-28","Kansas",0.0599,"20"
"2024-12-28","Louisiana",0.0935,"22"
"2024-12-28","Michigan",0.0328,"26"
"2024-12-28","Nebraska",0.0387,"31"
"2024-12-28","Ohio",0.0326,"39"
"2024-12-28","Rhode Island",0.0191,"44"
"2024-12-28","South Carolina",0.0432,"45"
"2024-12-28","Tennessee",0.0803,"47"
"2024-12-28","Texas",0.0662,"48"
"2024-12-28","Virginia",0.0423,"51"
"2024-12-28","West Virginia",0.0285,"54"
"2024-12-28","Wyoming",0,"56"
"2024-12-28","Colorado",0.0456,"08"
"2024-12-28","Delaware",0.0462,"10"
"2024-12-28","Florida",0.0635,"12"
"2024-12-28","Idaho",0.0718,"16"
"2024-12-28","Kentucky",0.0679,"21"
"2024-12-28","New Jersey",0.051,"34"
"2024-12-28","New York",0.0392,"36"
"2024-12-28","North Carolina",0.0541,"37"
"2024-12-28","South Dakota",0.0344,"46"
"2024-12-28","US",0.0544,"US"
"2024-12-28","Washington",0.0521,"53"
"2024-12-28","Wisconsin",0.0277,"55"
"2024-12-28","Alaska",0.0418,"02"
"2024-12-28","Georgia",0.0563,"13"
"2024-12-28","Maryland",0.0333,"24"
"2024-12-28","Massachusetts",0.0302,"25"
"2024-12-28","Minnesota",0.0648,"27"
"2024-12-28","North Dakota",0.0267,"38"
"2024-12-28","Oklahoma",0.0427,"40"
"2024-12-28","Oregon",0.0857,"41"
"2024-12-28","Utah",0.0859,"49"
"2024-12-28","Alabama",0.1046,"01"
"2024-12-28","Arizona",0.095,"04"
"2024-12-28","Arkansas",0.033,"05"
"2024-12-28","District of Columbia",0.0264,"11"
"2024-12-28","Illinois",0.0633,"17"
"2024-12-28","Iowa",0.0324,"19"
"2024-12-28","Maine",0.015,"23"
"2024-12-28","Mississippi",0.0719,"28"
"2024-12-28","Montana",0.0347,"30"
"2024-12-28","Nevada",0.0548,"32"
"2024-12-28","New Hampshire",0.0433,"33"
"2024-12-28","New Mexico",0.0752,"35"
"2024-12-28","Pennsylvania",0.0393,"42"
"2024-12-28","Vermont",0.018,"50"
"2024-12-21","Arkansas",0.0178,"05"
"2024-12-21","Connecticut",0.0117,"09"
"2024-12-21","Florida",0.0459,"12"
"2024-12-21","Iowa",0.0138,"19"
"2024-12-21","Massachusetts",0.0144,"25"
"2024-12-21","Michigan",0.0134,"26"
"2024-12-21","Nebraska",0.0192,"31"
"2024-12-21","New Mexico",0.043,"35"
"2024-12-21","Washington",0.0344,"53"
"2024-12-21","Wyoming",0,"56"
"2024-12-21","Alabama",0.0762,"01"
"2024-12-21","Alaska",0.0285,"02"
"2024-12-21","Hawaii",0.0414,"15"
"2024-12-21","Kentucky",0.0297,"21"
"2024-12-21","Maine",0.0051,"23"
"2024-12-21","Minnesota",0.0304,"27"
"2024-12-21","Mississippi",0.0448,"28"
"2024-12-21","Montana",0.0147,"30"
"2024-12-21","New Jersey",0.0258,"34"
"2024-12-21","New York",0.0184,"36"
"2024-12-21","North Dakota",0.0106,"38"
"2024-12-21","Oregon",0.0675,"41"
"2024-12-21","Pennsylvania",0.0181,"42"
"2024-12-21","California",0.0442,"06"
"2024-12-21","Colorado",0.0246,"08"
"2024-12-21","Illinois",0.0303,"17"
"2024-12-21","Indiana",0.0269,"18"
"2024-12-21","Kansas",0.0328,"20"
"2024-12-21","Louisiana",0.0721,"22"
"2024-12-21","Maryland",0.0155,"24"
"2024-12-21","Nevada",0.0389,"32"
"2024-12-21","New Hampshire",0.0287,"33"
"2024-12-21","US",0.0324,"US"
"2024-12-21","Utah",0.049,"49"
"2024-12-21","Virginia",0.0225,"51"
"2024-12-21","Wisconsin",0.0137,"55"
"2024-12-21","Arizona",0.0691,"04"
"2024-12-21","Delaware",0.019,"10"
"2024-12-21","District of Columbia",0.0116,"11"
"2024-12-21","Georgia",0.0307,"13"
"2024-12-21","Idaho",0.0487,"16"
"2024-12-21","North Carolina",0.0325,"37"
"2024-12-21","Ohio",0.0141,"39"
"2024-12-21","Oklahoma",0.0185,"40"
"2024-12-21","Rhode Island",0.0105,"44"
"2024-12-21","South Carolina",0.0239,"45"
"2024-12-21","South Dakota",0.0189,"46"
"2024-12-21","Tennessee",0.052,"47"
"2024-12-21","Texas",0.0419,"48"
"2024-12-21","Vermont",0.0064,"50"
"2024-12-21","West Virginia",0.0111,"54"
"2024-12-14","Alabama",0.0416,"01"
"2024-12-14","Arizona",0.0436,"04"
"2024-12-14","District of Columbia",0.0077,"11"
"2024-12-14","Georgia",0.0145,"13"
"2024-12-14","Indiana",0.0139,"18"
"2024-12-14","Mississippi",0.0226,"28"
"2024-12-14","New Jersey",0.014,"34"
"2024-12-14","North Dakota",0.0044,"38"
"2024-12-14","Pennsylvania",0.0087,"42"
"2024-12-14","Virginia",0.0135,"51"
"2024-12-14","Wisconsin",0.0062,"55"
"2024-12-14","Wyoming",0,"56"
"2024-12-14","Alaska",0.0226,"02"
"2024-12-14","Arkansas",0.013,"05"
"2024-12-14","Colorado",0.0128,"08"
"2024-12-14","Connecticut",0.0063,"09"
"2024-12-14","Kansas",0.0157,"20"
"2024-12-14","Maine",0.0015,"23"
"2024-12-14","Minnesota",0.0134,"27"
"2024-12-14","New Mexico",0.0186,"35"
"2024-12-14","New York",0.0105,"36"
"2024-12-14","Oregon",0.0392,"41"
"2024-12-14","Rhode Island",0.0083,"44"
"2024-12-14","Tennessee",0.0262,"47"
"2024-12-14","Utah",0.0264,"49"
"2024-12-14","Washington",0.0182,"53"
"2024-12-14","Illinois",0.0145,"17"
"2024-12-14","Iowa",0.0062,"19"
"2024-12-14","Louisiana",0.0436,"22"
"2024-12-14","Massachusetts",0.0089,"25"
"2024-12-14","Nevada",0.0245,"32"
"2024-12-14","New Hampshire",0.0107,"33"
"2024-12-14","North Carolina",0.0216,"37"
"2024-12-14","Ohio",0.0064,"39"
"2024-12-14","Oklahoma",0.0099,"40"
"2024-12-14","South Carolina",0.0128,"45"
"2024-12-14","US",0.018,"US"
"2024-12-14","Vermont",0.0028,"50"
"2024-12-14","West Virginia",0.0051,"54"
"2024-12-14","California",0.0251,"06"
"2024-12-14","Delaware",0.0147,"10"
"2024-12-14","Florida",0.0282,"12"
"2024-12-14","Hawaii",0.025,"15"
"2024-12-14","Idaho",0.027,"16"
"2024-12-14","Kentucky",0.0131,"21"
"2024-12-14","Maryland",0.0073,"24"
"2024-12-14","Michigan",0.0076,"26"
"2024-12-14","Montana",0.0075,"30"
"2024-12-14","Nebraska",0.0092,"31"
"2024-12-14","South Dakota",0.0098,"46"
"2024-12-14","Texas",0.0241,"48"
"2024-12-07","Colorado",0.0087,"08"
"2024-12-07","Connecticut",0.003,"09"
"2024-12-07","Florida",0.0191,"12"
"2024-12-07","Kansas",0.0073,"20"
"2024-12-07","Massachusetts",0.006,"25"
"2024-12-07","Minnesota",0.0077,"27"
"2024-12-07","New York",0.0052,"36"
"2024-12-07","North Dakota",0.0015,"38"
"2024-12-07","US",0.0107,"US"
"2024-12-07","Virginia",0.0071,"51"
"2024-12-07","Washington",0.0107,"53"
"2024-12-07","West Virginia",0.0026,"54"
"2024-12-07","Wyoming",0,"56"
"2024-12-07","Alaska",0.0213,"02"
"2024-12-07","Arkansas",0.0054,"05"
"2024-12-07","Iowa",0.0041,"19"
"2024-12-07","Michigan",0.0043,"26"
"2024-12-07","North Carolina",0.0144,"37"
"2024-12-07","Ohio",0.0034,"39"
"2024-12-07","Oregon",0.0186,"41"
"2024-12-07","South Carolina",0.0058,"45"
"2024-12-07","Vermont",0.0013,"50"
"2024-12-07","Alabama",0.0164,"01"
"2024-12-07","District of Columbia",0.0037,"11"
"2024-12-07","Hawaii",0.0205,"15"
"2024-12-07","Illinois",0.0065,"17"
"2024-12-07","Louisiana",0.024,"22"
"2024-12-07","Maine",0.0013,"23"
"2024-12-07","Maryland",0.0044,"24"
"2024-12-07","Nebraska",0.0047,"31"
"2024-12-07","Nevada",0.0181,"32"
"2024-12-07","New Hampshire",0.0057,"33"
"2024-12-07","New Jersey",0.0078,"34"
"2024-12-07","Rhode Island",0.0037,"44"
"2024-12-07","Texas",0.014,"48"
"2024-12-07","Utah",0.0161,"49"
"2024-12-07","Wisconsin",0.0042,"55"
"2024-12-07","Arizona",0.0344,"04"
"2024-12-07","California",0.0167,"06"
"2024-12-07","Delaware",0.0069,"10"
"2024-12-07","Georgia",0.0054,"13"
"2024-12-07","Idaho",0.0193,"16"
"2024-12-07","Indiana",0.0067,"18"
"2024-12-07","Kentucky",0.0068,"21"
"2024-12-07","Mississippi",0.0108,"28"
"2024-12-07","Montana",0.0033,"30"
"2024-12-07","New Mexico",0.0123,"35"
"2024-12-07","Oklahoma",0.0064,"40"
"2024-12-07","Pennsylvania",0.0057,"42"
"2024-12-07","South Dakota",0.0037,"46"
"2024-12-07","Tennessee",0.0109,"47"
"2024-11-30","California",0.0138,"06"
"2024-11-30","Massachusetts",0.0039,"25"
"2024-11-30","New York",0.0034,"36"
"2024-11-30","South Carolina",0.0038,"45"
"2024-11-30","Vermont",7e-04,"50"
"2024-11-30","Wisconsin",0.002,"55"
"2024-11-30","Wyoming",0,"56"
"2024-11-30","Delaware",0.0036,"10"
"2024-11-30","District of Columbia",0.002,"11"
"2024-11-30","Indiana",0.004,"18"
"2024-11-30","Kentucky",0.0039,"21"
"2024-11-30","Maryland",0.003,"24"
"2024-11-30","Nebraska",0.0016,"31"
"2024-11-30","New Mexico",0.0117,"35"
"2024-11-30","North Dakota",0.0019,"38"
"2024-11-30","Oklahoma",0.003,"40"
"2024-11-30","South Dakota",0.0047,"46"
"2024-11-30","Tennessee",0.0078,"47"
"2024-11-30","Texas",0.0132,"48"
"2024-11-30","Washington",0.0083,"53"
"2024-11-30","Alaska",0.0189,"02"
"2024-11-30","Colorado",0.0069,"08"
"2024-11-30","Florida",0.0205,"12"
"2024-11-30","Hawaii",0.0133,"15"
"2024-11-30","Illinois",0.0042,"17"
"2024-11-30","Kansas",0.006,"20"
"2024-11-30","Michigan",0.0028,"26"
"2024-11-30","Mississippi",0.0088,"28"
"2024-11-30","Montana",0.003,"30"
"2024-11-30","Nevada",0.0142,"32"
"2024-11-30","New Jersey",0.0044,"34"
"2024-11-30","Rhode Island",0.0019,"44"
"2024-11-30","Utah",0.01,"49"
"2024-11-30","Virginia",0.0044,"51"
"2024-11-30","West Virginia",0.0022,"54"
"2024-11-30","Alabama",0.0141,"01"
"2024-11-30","Arizona",0.0347,"04"
"2024-11-30","Arkansas",0.0041,"05"
"2024-11-30","Connecticut",0.0021,"09"
"2024-11-30","Georgia",0.004,"13"
"2024-11-30","Idaho",0.0138,"16"
"2024-11-30","Iowa",0.0028,"19"
"2024-11-30","Louisiana",0.0239,"22"
"2024-11-30","Maine",8e-04,"23"
"2024-11-30","Minnesota",0.0056,"27"
"2024-11-30","New Hampshire",0.0057,"33"
"2024-11-30","North Carolina",0.0123,"37"
"2024-11-30","Ohio",0.0023,"39"
"2024-11-30","Oregon",0.0103,"41"
"2024-11-30","Pennsylvania",0.0036,"42"
"2024-11-30","US",0.0089,"US"
"2024-11-23","Alabama",0.0091,"01"
"2024-11-23","Arizona",0.022,"04"
"2024-11-23","California",0.0082,"06"
"2024-11-23","District of Columbia",0.002,"11"
"2024-11-23","Idaho",0.0106,"16"
"2024-11-23","Massachusetts",0.0033,"25"
"2024-11-23","Minnesota",0.0032,"27"
"2024-11-23","Mississippi",0.0069,"28"
"2024-11-23","North Carolina",0.0106,"37"
"2024-11-23","Ohio",0.0017,"39"
"2024-11-23","Oklahoma",0.0025,"40"
"2024-11-23","Wisconsin",0.0019,"55"
"2024-11-23","Delaware",0.0024,"10"
"2024-11-23","Florida",0.0154,"12"
"2024-11-23","Kansas",0.0032,"20"
"2024-11-23","Kentucky",0.0032,"21"
"2024-11-23","Louisiana",0.015,"22"
"2024-11-23","Maryland",0.0023,"24"
"2024-11-23","Nevada",0.0114,"32"
"2024-11-23","New Jersey",0.0031,"34"
"2024-11-23","New Mexico",0.0064,"35"
"2024-11-23","North Dakota",0.0016,"38"
"2024-11-23","Texas",0.0092,"48"
"2024-11-23","Virginia",0.0029,"51"
"2024-11-23","Alaska",0.0134,"02"
"2024-11-23","Arkansas",0.0029,"05"
"2024-11-23","Colorado",0.0042,"08"
"2024-11-23","Iowa",0.0018,"19"
"2024-11-23","Michigan",0.0021,"26"
"2024-11-23","Montana",0.0017,"30"
"2024-11-23","New Hampshire",0.0058,"33"
"2024-11-23","Pennsylvania",0.0026,"42"
"2024-11-23","Rhode Island",0.0014,"44"
"2024-11-23","South Carolina",0.0025,"45"
"2024-11-23","Tennessee",0.0052,"47"
"2024-11-23","US",0.0062,"US"
"2024-11-23","West Virginia",7e-04,"54"
"2024-11-23","Connecticut",0.0016,"09"
"2024-11-23","Georgia",0.0034,"13"
"2024-11-23","Hawaii",0.0103,"15"
"2024-11-23","Illinois",0.0031,"17"
"2024-11-23","Indiana",0.0029,"18"
"2024-11-23","Maine",6e-04,"23"
"2024-11-23","Nebraska",0.001,"31"
"2024-11-23","New York",0.0021,"36"
"2024-11-23","Oregon",0.0071,"41"
"2024-11-23","South Dakota",0.002,"46"
"2024-11-23","Utah",0.0052,"49"
"2024-11-23","Vermont",3e-04,"50"
"2024-11-23","Washington",0.0053,"53"
"2024-11-23","Wyoming",0,"56"
"2024-11-16","Delaware",0.0017,"10"
"2024-11-16","Maine",3e-04,"23"
"2024-11-16","Mississippi",0.0075,"28"
"2024-11-16","New Jersey",0.0024,"34"
"2024-11-16","New Mexico",0.0056,"35"
"2024-11-16","South Dakota",0.0011,"46"
"2024-11-16","Tennessee",0.0044,"47"
"2024-11-16","Wisconsin",0.0015,"55"
"2024-11-16","Wyoming",0,"56"
"2024-11-16","Arizona",0.0166,"04"
"2024-11-16","District of Columbia",0.002,"11"
"2024-11-16","Georgia",0.0026,"13"
"2024-11-16","Kentucky",0.0027,"21"
"2024-11-16","Pennsylvania",0.0018,"42"
"2024-11-16","US",0.0051,"US"
"2024-11-16","Utah",0.0032,"49"
"2024-11-16","Vermont",0.0012,"50"
"2024-11-16","Arkansas",0.0027,"05"
"2024-11-16","Colorado",0.004,"08"
"2024-11-16","Idaho",0.0036,"16"
"2024-11-16","Illinois",0.0022,"17"
"2024-11-16","Iowa",0.0012,"19"
"2024-11-16","Kansas",0.0021,"20"
"2024-11-16","Louisiana",0.0118,"22"
"2024-11-16","Michigan",0.0017,"26"
"2024-11-16","Nebraska",0.001,"31"
"2024-11-16","North Carolina",0.0095,"37"
"2024-11-16","North Dakota",0.001,"38"
"2024-11-16","Ohio",0.0017,"39"
"2024-11-16","Oklahoma",0.0019,"40"
"2024-11-16","Oregon",0.0049,"41"
"2024-11-16","Virginia",0.0021,"51"
"2024-11-16","West Virginia",0.0014,"54"
"2024-11-16","Alabama",0.0089,"01"
"2024-11-16","Alaska",0.0081,"02"
"2024-11-16","California",0.005,"06"
"2024-11-16","Connecticut",0.0012,"09"
"2024-11-16","Florida",0.0146,"12"
"2024-11-16","Hawaii",0.0091,"15"
"2024-11-16","Indiana",0.0027,"18"
"2024-11-16","Maryland",0.0018,"24"
"2024-11-16","Massachusetts",0.0017,"25"
"2024-11-16","Minnesota",0.0033,"27"
"2024-11-16","Montana",6e-04,"30"
"2024-11-16","Nevada",0.0087,"32"
"2024-11-16","New Hampshire",0.003,"33"
"2024-11-16","New York",0.0013,"36"
"2024-11-16","Rhode Island",0.0014,"44"
"2024-11-16","South Carolina",0.0025,"45"
"2024-11-16","Texas",0.0074,"48"
"2024-11-16","Washington",0.0035,"53"
"2024-11-09","Arizona",0.0112,"04"
"2024-11-09","Delaware",0.0013,"10"
"2024-11-09","Maine",7e-04,"23"
"2024-11-09","Michigan",0.0016,"26"
"2024-11-09","Montana",9e-04,"30"
"2024-11-09","New York",0.0011,"36"
"2024-11-09","North Carolina",0.009,"37"
"2024-11-09","North Dakota",0.0011,"38"
"2024-11-09","Utah",0.0021,"49"
"2024-11-09","Virginia",0.0023,"51"
"2024-11-09","Washington",0.0028,"53"
"2024-11-09","Wyoming",0,"56"
"2024-11-09","Alaska",0.0071,"02"
"2024-11-09","District of Columbia",0.0015,"11"
"2024-11-09","Florida",0.0129,"12"
"2024-11-09","Georgia",0.0022,"13"
"2024-11-09","Idaho",0.003,"16"
"2024-11-09","Kentucky",0.0025,"21"
"2024-11-09","Maryland",0.0017,"24"
"2024-11-09","Nebraska",0.001,"31"
"2024-11-09","Nevada",0.0063,"32"
"2024-11-09","New Jersey",0.002,"34"
"2024-11-09","Ohio",0.0015,"39"
"2024-11-09","Oklahoma",0.0015,"40"
"2024-11-09","Pennsylvania",0.0019,"42"
"2024-11-09","Tennessee",0.0035,"47"
"2024-11-09","Alabama",0.0073,"01"
"2024-11-09","California",0.003,"06"
"2024-11-09","Hawaii",0.007,"15"
"2024-11-09","Kansas",0.0013,"20"
"2024-11-09","Louisiana",0.0105,"22"
"2024-11-09","Massachusetts",0.0015,"25"
"2024-11-09","Minnesota",0.003,"27"
"2024-11-09","Mississippi",0.0072,"28"
"2024-11-09","New Hampshire",0.0028,"33"
"2024-11-09","Oregon",0.0028,"41"
"2024-11-09","South Carolina",0.0024,"45"
"2024-11-09","South Dakota",4e-04,"46"
"2024-11-09","Texas",0.0061,"48"
"2024-11-09","Arkansas",0.0018,"05"
"2024-11-09","Colorado",0.0033,"08"
"2024-11-09","Connecticut",0.0012,"09"
"2024-11-09","Illinois",0.0023,"17"
"2024-11-09","Indiana",0.0017,"18"
"2024-11-09","Iowa",7e-04,"19"
"2024-11-09","New Mexico",0.0038,"35"
"2024-11-09","Rhode Island",0.0015,"44"
"2024-11-09","US",0.0042,"US"
"2024-11-09","Vermont",0,"50"
"2024-11-09","West Virginia",0.0018,"54"
"2024-11-09","Wisconsin",9e-04,"55"
"2024-11-02","Georgia",0.0018,"13"
"2024-11-02","Maryland",0.0014,"24"
"2024-11-02","Montana",4e-04,"30"
"2024-11-02","Nebraska",0.001,"31"
"2024-11-02","New Jersey",0.0019,"34"
"2024-11-02","New Mexico",0.0021,"35"
"2024-11-02","New York",9e-04,"36"
"2024-11-02","North Carolina",0.0088,"37"
"2024-11-02","North Dakota",6e-04,"38"
"2024-11-02","Oklahoma",0.0017,"40"
"2024-11-02","South Dakota",7e-04,"46"
"2024-11-02","Wisconsin",0.0013,"55"
"2024-11-02","Alabama",0.0058,"01"
"2024-11-02","Colorado",0.0029,"08"
"2024-11-02","Delaware",3e-04,"10"
"2024-11-02","Florida",0.0101,"12"
"2024-11-02","Indiana",0.0015,"18"
"2024-11-02","Mississippi",0.0054,"28"
"2024-11-02","New Hampshire",0.0018,"33"
"2024-11-02","Rhode Island",0.0012,"44"
"2024-11-02","Texas",0.0051,"48"
"2024-11-02","Washington",0.0022,"53"
"2024-11-02","Alaska",0.0086,"02"
"2024-11-02","Arkansas",0.0026,"05"
"2024-11-02","Connecticut",0.0012,"09"
"2024-11-02","Illinois",0.0018,"17"
"2024-11-02","Louisiana",0.007,"22"
"2024-11-02","Massachusetts",0.0015,"25"
"2024-11-02","Minnesota",0.0017,"27"
"2024-11-02","Nevada",0.0038,"32"
"2024-11-02","South Carolina",0.0021,"45"
"2024-11-02","Tennessee",0.0038,"47"
"2024-11-02","US",0.0034,"US"
"2024-11-02","Virginia",0.0023,"51"
"2024-11-02","West Virginia",0.0013,"54"
"2024-11-02","Arizona",0.0066,"04"
"2024-11-02","California",0.0024,"06"
"2024-11-02","District of Columbia",0.0022,"11"
"2024-11-02","Hawaii",0.011,"15"
"2024-11-02","Idaho",0.0024,"16"
"2024-11-02","Iowa",7e-04,"19"
"2024-11-02","Kansas",0.0016,"20"
"2024-11-02","Kentucky",0.0024,"21"
"2024-11-02","Maine",4e-04,"23"
"2024-11-02","Michigan",0.0015,"26"
"2024-11-02","Ohio",0.0013,"39"
"2024-11-02","Oregon",0.0016,"41"
"2024-11-02","Pennsylvania",0.0015,"42"
"2024-11-02","Utah",0.0017,"49"
"2024-11-02","Vermont",7e-04,"50"
"2024-11-02","Wyoming",0,"56"
"2024-10-26","Alabama",0.0037,"01"
"2024-10-26","Alaska",0.0077,"02"
"2024-10-26","Arizona",0.0058,"04"
"2024-10-26","Georgia",0.0016,"13"
"2024-10-26","Iowa",4e-04,"19"
"2024-10-26","Kansas",8e-04,"20"
"2024-10-26","Massachusetts",0.0013,"25"
"2024-10-26","North Carolina",0.0087,"37"
"2024-10-26","Oregon",0.0011,"41"
"2024-10-26","Rhode Island",5e-04,"44"
"2024-10-26","South Carolina",0.0018,"45"
"2024-10-26","South Dakota",9e-04,"46"
"2024-10-26","Utah",0.0014,"49"
"2024-10-26","Virginia",0.0026,"51"
"2024-10-26","Wyoming",0,"56"
"2024-10-26","Arkansas",0.0022,"05"
"2024-10-26","Connecticut",0.0012,"09"
"2024-10-26","Florida",0.0079,"12"
"2024-10-26","Louisiana",0.0045,"22"
"2024-10-26","Maryland",0.0014,"24"
"2024-10-26","New Jersey",0.0016,"34"
"2024-10-26","North Dakota",8e-04,"38"
"2024-10-26","US",0.0028,"US"
"2024-10-26","West Virginia",0.0021,"54"
"2024-10-26","Colorado",0.0024,"08"
"2024-10-26","District of Columbia",0.0014,"11"
"2024-10-26","Hawaii",0.0062,"15"
"2024-10-26","Idaho",9e-04,"16"
"2024-10-26","Indiana",0.0011,"18"
