"as_of","target","target_end_date","location","horizon","output_type","output_type_id","oracle_value"
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"41",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"42",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",1,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",2,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",3,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"44",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"45",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",1,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",2,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",3,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"46",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"47",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"48",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"49",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",0,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",1,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",2,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",3,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"50",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",1,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",2,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",3,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"51",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",0,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"53",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"54",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",2,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",2,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",3,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",3,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"55",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"56",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"72",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",0,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",2,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",2,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",2,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",2,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",2,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",3,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",3,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",3,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",3,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2024-12-28,"US",3,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-01-04,"01",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-01-04,"01",0,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2025-01-04,"01",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-01-04,"01",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2025-01-04,"01",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2025-01-04,"01",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2025-01-04,"01",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2025-01-04,"01",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2025-01-04,"01",1,"pmf","large_increase",1
2025-05-24,"wk flu hosp rate change",2025-01-04,"01",1,"pmf","stable",0
