"as_of","target","target_end_date","location","location_name","observation","weekly_rate"
2025-01-25,"wk inc flu hosp",2024-12-14,"19","Iowa",23,0.71718027168036
2025-01-25,"wk inc flu hosp",2024-12-14,"20","Kansas",88,2.9926415026325
2025-01-25,"wk inc flu hosp",2024-12-14,"21","Kentucky",79,1.74541122551287
2025-01-25,"wk inc flu hosp",2024-12-14,"22","Louisiana",252,5.50970330903598
2025-01-25,"wk inc flu hosp",2024-12-14,"23","Maine",2,0.143295011470766
2025-01-25,"wk inc flu hosp",2024-12-14,"24","Maryland",73,1.18118141765394
2025-01-25,"wk inc flu hosp",2024-12-14,"25","Massachusetts",126,1.79964032902567
2025-01-25,"wk inc flu hosp",2024-12-14,"26","Michigan",170,1.69368914487727
2025-01-25,"wk inc flu hosp",2024-12-14,"27","Minnesota",92,1.60336986518622
2025-01-25,"wk inc flu hosp",2024-12-14,"28","Mississippi",61,2.07504872962795
2025-01-25,"wk inc flu hosp",2024-12-14,"29","Missouri",81,1.30726211541478
2025-01-25,"wk inc flu hosp",2024-12-14,"30","Montana",6,0.529655406192731
2025-01-25,"wk inc flu hosp",2024-12-14,"31","Nebraska",19,0.960382211901764
2025-01-25,"wk inc flu hosp",2024-12-14,"32","Nevada",113,3.5376885932397
2025-01-25,"wk inc flu hosp",2024-12-14,"33","New Hampshire",21,1.49780250974641
2025-01-25,"wk inc flu hosp",2024-12-14,"34","New Jersey",174,1.87281215984646
2025-01-25,"wk inc flu hosp",2024-12-14,"35","New Mexico",108,5.10790206638286
2025-01-25,"wk inc flu hosp",2024-12-14,"36","New York",426,2.17666597721879
2025-01-25,"wk inc flu hosp",2024-12-14,"37","North Carolina",173,1.59660508231699
2025-01-25,"wk inc flu hosp",2024-12-14,"38","North Dakota",0,0
2025-01-25,"wk inc flu hosp",2024-12-14,"39","Ohio",151,1.28118812805263
2025-01-25,"wk inc flu hosp",2024-12-14,"40","Oklahoma",57,1.40607979034117
2025-01-25,"wk inc flu hosp",2024-12-14,"41","Oregon",197,4.65351619211038
2025-01-25,"wk inc flu hosp",2024-12-14,"42","Pennsylvania",267,2.0599176819862
2025-01-25,"wk inc flu hosp",2024-12-14,"44","Rhode Island",28,2.55483310552738
2025-01-25,"wk inc flu hosp",2024-12-14,"45","South Carolina",77,1.43294336803103
2025-01-25,"wk inc flu hosp",2024-12-14,"46","South Dakota",8,0.870210308076204
2025-01-25,"wk inc flu hosp",2024-12-14,"47","Tennessee",215,3.01691337768149
2025-01-25,"wk inc flu hosp",2024-12-14,"48","Texas",708,2.32106026819851
2025-01-25,"wk inc flu hosp",2024-12-14,"49","Utah",87,2.54554625959773
2025-01-25,"wk inc flu hosp",2024-12-14,"50","Vermont",8,1.23558993241323
2025-01-25,"wk inc flu hosp",2024-12-14,"51","Virginia",140,1.60629705159587
2025-01-25,"wk inc flu hosp",2024-12-14,"53","Washington",181,2.31668731632893
2025-01-25,"wk inc flu hosp",2024-12-14,"54","West Virginia",21,1.18639308818686
2025-01-25,"wk inc flu hosp",2024-12-14,"55","Wisconsin",66,1.11657084176753
2025-01-25,"wk inc flu hosp",2024-12-14,"56","Wyoming",31,5.30770113191007
2025-01-25,"wk inc flu hosp",2024-12-14,"72","Puerto Rico",338,10.5437486020955
2025-01-25,"wk inc flu hosp",2024-12-14,"US","US",8552,2.55348452029881
2025-01-25,"wk inc flu hosp",2024-12-21,"01","Alabama",437,8.55442375287464
2025-01-25,"wk inc flu hosp",2024-12-21,"02","Alaska",18,2.45430225550377
2025-01-25,"wk inc flu hosp",2024-12-21,"04","Arizona",687,9.24462654400065
2025-01-25,"wk inc flu hosp",2024-12-21,"05","Arkansas",58,1.89064755330648
2025-01-25,"wk inc flu hosp",2024-12-21,"06","California",2434,6.24660065202295
2025-01-25,"wk inc flu hosp",2024-12-21,"08","Colorado",179,3.04545555081062
2025-01-25,"wk inc flu hosp",2024-12-21,"09","Connecticut",41,1.13348092545124
2025-01-25,"wk inc flu hosp",2024-12-21,"10","Delaware",43,4.16711083545727
2025-01-25,"wk inc flu hosp",2024-12-21,"11","District of Columbia",19,2.79834809093748
2025-01-25,"wk inc flu hosp",2024-12-21,"12","Florida",1251,5.53277236653082
2025-01-25,"wk inc flu hosp",2024-12-21,"13","Georgia",388,3.5179255989563
2025-01-25,"wk inc flu hosp",2024-12-21,"15","Hawaii",42,2.9265478302435
2025-01-25,"wk inc flu hosp",2024-12-21,"16","Idaho",185,9.41607124861177
2025-01-25,"wk inc flu hosp",2024-12-21,"17","Illinois",488,3.88854257663278
2025-01-25,"wk inc flu hosp",2024-12-21,"18","Indiana",275,4.00746174804899
2025-01-25,"wk inc flu hosp",2024-12-21,"19","Iowa",42,1.30963353959022
2025-01-25,"wk inc flu hosp",2024-12-21,"20","Kansas",120,4.08087477631705
2025-01-25,"wk inc flu hosp",2024-12-21,"21","Kentucky",193,4.2641059053669
2025-01-25,"wk inc flu hosp",2024-12-21,"22","Louisiana",417,9.11724714233335
2025-01-25,"wk inc flu hosp",2024-12-21,"23","Maine",10,0.716475057353828
2025-01-25,"wk inc flu hosp",2024-12-21,"24","Maryland",131,2.11965432483104
2025-01-25,"wk inc flu hosp",2024-12-21,"25","Massachusetts",137,1.95675178632156
2025-01-25,"wk inc flu hosp",2024-12-21,"26","Michigan",187,1.863058059365
2025-01-25,"wk inc flu hosp",2024-12-21,"27","Minnesota",227,3.95614086301383
2025-01-25,"wk inc flu hosp",2024-12-21,"28","Mississippi",94,3.19761607516439
2025-01-25,"wk inc flu hosp",2024-12-21,"29","Missouri",242,3.90564730778244
2025-01-25,"wk inc flu hosp",2024-12-21,"30","Montana",27,2.38344932786729
2025-01-25,"wk inc flu hosp",2024-12-21,"31","Nebraska",78,3.94262171201777
2025-01-25,"wk inc flu hosp",2024-12-21,"32","Nevada",208,6.51185156985714
2025-01-25,"wk inc flu hosp",2024-12-21,"33","New Hampshire",16,1.1411828645687
2025-01-25,"wk inc flu hosp",2024-12-21,"34","New Jersey",335,3.60570157211818
2025-01-25,"wk inc flu hosp",2024-12-21,"35","New Mexico",207,9.79014562723382
2025-01-25,"wk inc flu hosp",2024-12-21,"36","New York",740,3.78106296512184
2025-01-25,"wk inc flu hosp",2024-12-21,"37","North Carolina",292,2.6948478846044
2025-01-25,"wk inc flu hosp",2024-12-21,"38","North Dakota",8,1.02050448639285
2025-01-25,"wk inc flu hosp",2024-12-21,"39","Ohio",298,2.52843749774625
2025-01-25,"wk inc flu hosp",2024-12-21,"40","Oklahoma",104,2.5654789157102
2025-01-25,"wk inc flu hosp",2024-12-21,"41","Oregon",386,9.11805710738378
2025-01-25,"wk inc flu hosp",2024-12-21,"42","Pennsylvania",365,2.81599233679762
2025-01-25,"wk inc flu hosp",2024-12-21,"44","Rhode Island",23,2.09861290811178
2025-01-25,"wk inc flu hosp",2024-12-21,"45","South Carolina",160,2.97754466084371
2025-01-25,"wk inc flu hosp",2024-12-21,"46","South Dakota",13,1.41409175062383
2025-01-25,"wk inc flu hosp",2024-12-21,"47","Tennessee",372,5.21996175115123
2025-01-25,"wk inc flu hosp",2024-12-21,"48","Texas",1167,3.82581544207297
2025-01-25,"wk inc flu hosp",2024-12-21,"49","Utah",163,4.7692418426946
2025-01-25,"wk inc flu hosp",2024-12-21,"50","Vermont",8,1.23558993241323
2025-01-25,"wk inc flu hosp",2024-12-21,"51","Virginia",192,2.20292167076005
2025-01-25,"wk inc flu hosp",2024-12-21,"53","Washington",415,5.31174163688678
2025-01-25,"wk inc flu hosp",2024-12-21,"54","West Virginia",37,2.09031163156732
2025-01-25,"wk inc flu hosp",2024-12-21,"55","Wisconsin",113,1.91170462302623
2025-01-25,"wk inc flu hosp",2024-12-21,"56","Wyoming",14,2.39702631763681
2025-01-25,"wk inc flu hosp",2024-12-21,"72","Puerto Rico",285,8.89043891005091
2025-01-25,"wk inc flu hosp",2024-12-21,"US","US",14371,4.29094083737303
2025-01-25,"wk inc flu hosp",2024-12-28,"01","Alabama",667,13.0567520438613
2025-01-25,"wk inc flu hosp",2024-12-28,"02","Alaska",19,2.59065238080954
2025-01-25,"wk inc flu hosp",2024-12-28,"04","Arizona",1137,15.3000587780622
2025-01-25,"wk inc flu hosp",2024-12-28,"05","Arkansas",125,4.07467145109156
2025-01-25,"wk inc flu hosp",2024-12-28,"06","California",3452,8.85918876367429
2025-01-25,"wk inc flu hosp",2024-12-28,"08","Colorado",475,8.08151612645276
2025-01-25,"wk inc flu hosp",2024-12-28,"09","Connecticut",148,4.09158968211666
2025-01-25,"wk inc flu hosp",2024-12-28,"10","Delaware",96,9.30331721404413
2025-01-25,"wk inc flu hosp",2024-12-28,"11","District of Columbia",33,4.86028878952298
2025-01-25,"wk inc flu hosp",2024-12-28,"12","Florida",2056,9.09302956481804
2025-01-25,"wk inc flu hosp",2024-12-28,"13","Georgia",773,7.00865074225057
2025-01-25,"wk inc flu hosp",2024-12-28,"15","Hawaii",57,3.9717434839019
2025-01-25,"wk inc flu hosp",2024-12-28,"16","Idaho",333,16.9489282475012
2025-01-25,"wk inc flu hosp",2024-12-28,"17","Illinois",1137,9.05998547055628
2025-01-25,"wk inc flu hosp",2024-12-28,"18","Indiana",586,8.53953667038802
2025-01-25,"wk inc flu hosp",2024-12-28,"19","Iowa",116,3.61708310934442
2025-01-25,"wk inc flu hosp",2024-12-28,"20","Kansas",224,7.61763291579183
2025-01-25,"wk inc flu hosp",2024-12-28,"21","Kentucky",477,10.5387487920208
2025-01-25,"wk inc flu hosp",2024-12-28,"22","Louisiana",591,12.9215660938106
2025-01-25,"wk inc flu hosp",2024-12-28,"23","Maine",30,2.14942517206148
2025-01-25,"wk inc flu hosp",2024-12-28,"24","Maryland",178,2.88014099099179
2025-01-25,"wk inc flu hosp",2024-12-28,"25","Massachusetts",256,3.65641209706803
2025-01-25,"wk inc flu hosp",2024-12-28,"26","Michigan",441,4.3936288993581
2025-01-25,"wk inc flu hosp",2024-12-28,"27","Minnesota",544,9.4807957245794
2025-01-25,"wk inc flu hosp",2024-12-28,"28","Mississippi",212,7.21164476526436
2025-01-25,"wk inc flu hosp",2024-12-28,"29","Missouri",601,9.69956211560845
2025-01-25,"wk inc flu hosp",2024-12-28,"30","Montana",60,5.29655406192731
2025-01-25,"wk inc flu hosp",2024-12-28,"31","Nebraska",131,6.62158261890164
2025-01-25,"wk inc flu hosp",2024-12-28,"32","Nevada",255,7.98327956881524
2025-01-25,"wk inc flu hosp",2024-12-28,"33","New Hampshire",42,2.99560501949283
2025-01-25,"wk inc flu hosp",2024-12-28,"34","New Jersey",723,7.78185742281027
2025-01-25,"wk inc flu hosp",2024-12-28,"35","New Mexico",232,10.9725303648224
2025-01-25,"wk inc flu hosp",2024-12-28,"36","New York",1540,7.8686986030914
2025-01-25,"wk inc flu hosp",2024-12-28,"37","North Carolina",608,5.61119011588861
2025-01-25,"wk inc flu hosp",2024-12-28,"38","North Dakota",22,2.80638733758033
2025-01-25,"wk inc flu hosp",2024-12-28,"39","Ohio",698,5.92231333364727
2025-01-25,"wk inc flu hosp",2024-12-28,"40","Oklahoma",283,6.98106281871142
2025-01-25,"wk inc flu hosp",2024-12-28,"41","Oregon",549,12.968428372937
2025-01-25,"wk inc flu hosp",2024-12-28,"42","Pennsylvania",1005,7.75362273556605
2025-01-25,"wk inc flu hosp",2024-12-28,"44","Rhode Island",45,4.10598177674043
2025-01-25,"wk inc flu hosp",2024-12-28,"45","South Carolina",327,6.08535690059932
2025-01-25,"wk inc flu hosp",2024-12-28,"46","South Dakota",33,3.58961752081434
2025-01-25,"wk inc flu hosp",2024-12-28,"47","Tennessee",747,10.4820199680376
2025-01-25,"wk inc flu hosp",2024-12-28,"48","Texas",2038,6.68124410535109
2025-01-25,"wk inc flu hosp",2024-12-28,"49","Utah",287,8.3973767414316
2025-01-25,"wk inc flu hosp",2024-12-28,"50","Vermont",19,2.93452608948142
2025-01-25,"wk inc flu hosp",2024-12-28,"51","Virginia",363,4.16489878378071
2025-01-25,"wk inc flu hosp",2024-12-28,"53","Washington",539,6.89886443923368
2025-01-25,"wk inc flu hosp",2024-12-28,"54","West Virginia",102,5.76248071405045
2025-01-25,"wk inc flu hosp",2024-12-28,"55","Wisconsin",253,4.28018822677554
2025-01-25,"wk inc flu hosp",2024-12-28,"56","Wyoming",90,15.4094548990938
2025-01-25,"wk inc flu hosp",2024-12-28,"72","Puerto Rico",22,0.686279494810947
2025-01-25,"wk inc flu hosp",2024-12-28,"US","US",25781,7.6977764754237
2025-01-25,"wk inc flu hosp",2025-01-04,"01","Alabama",690,13.50698487296
2025-01-25,"wk inc flu hosp",2025-01-04,"02","Alaska",62,8.45370776895744
2025-01-25,"wk inc flu hosp",2025-01-04,"04","Arizona",1268,17.0628623839779
2025-01-25,"wk inc flu hosp",2025-01-04,"05","Arkansas",208,6.78025329461635
2025-01-25,"wk inc flu hosp",2025-01-04,"06","California",3812,9.7830902569891
2025-01-25,"wk inc flu hosp",2025-01-04,"08","Colorado",760,12.9304258023244
2025-01-25,"wk inc flu hosp",2025-01-04,"09","Connecticut",290,8.01730410685021
2025-01-25,"wk inc flu hosp",2025-01-04,"10","Delaware",185,17.9282675478975
2025-01-25,"wk inc flu hosp",2025-01-04,"11","District of Columbia",96,14.1390219331578
2025-01-25,"wk inc flu hosp",2025-01-04,"12","Florida",2618,11.578575583995
2025-01-25,"wk inc flu hosp",2025-01-04,"13","Georgia",1102,9.99163404652021
2025-01-25,"wk inc flu hosp",2025-01-04,"15","Hawaii",124,8.64028407024272
2025-01-25,"wk inc flu hosp",2025-01-04,"16","Idaho",238,12.113648417133
2025-01-25,"wk inc flu hosp",2025-01-04,"17","Illinois",1552,12.3668403256846
2025-01-25,"wk inc flu hosp",2025-01-04,"18","Indiana",806,11.7455060688272
2025-01-25,"wk inc flu hosp",2025-01-04,"19","Iowa",166,5.17617065647564
2025-01-25,"wk inc flu hosp",2025-01-04,"20","Kansas",350,11.9025514309247
2025-01-25,"wk inc flu hosp",2025-01-04,"21","Kentucky",650,14.3609784377642
2025-01-25,"wk inc flu hosp",2025-01-04,"22","Louisiana",607,13.2713885261303
2025-01-25,"wk inc flu hosp",2025-01-04,"23","Maine",88,6.30498050471369
2025-01-25,"wk inc flu hosp",2025-01-04,"24","Maryland",407,6.58549091760483
2025-01-25,"wk inc flu hosp",2025-01-04,"25","Massachusetts",520,7.42708707216943
2025-01-25,"wk inc flu hosp",2025-01-04,"26","Michigan",564,5.61906281006342
2025-01-25,"wk inc flu hosp",2025-01-04,"27","Minnesota",949,16.5391087180622
2025-01-25,"wk inc flu hosp",2025-01-04,"28","Mississippi",269,9.15062472573639
2025-01-25,"wk inc flu hosp",2025-01-04,"29","Missouri",815,13.1533163464574
2025-01-25,"wk inc flu hosp",2025-01-04,"30","Montana",69,6.09103717121641
2025-01-25,"wk inc flu hosp",2025-01-04,"31","Nebraska",187,9.45218282240157
2025-01-25,"wk inc flu hosp",2025-01-04,"32","Nevada",387,12.1158007573784
2025-01-25,"wk inc flu hosp",2025-01-04,"33","New Hampshire",97,6.91842111644773
2025-01-25,"wk inc flu hosp",2025-01-04,"34","New Jersey",1350,14.5304391712225
2025-01-25,"wk inc flu hosp",2025-01-04,"35","New Mexico",304,14.3777984090777
2025-01-25,"wk inc flu hosp",2025-01-04,"36","New York",2502,12.7840804577498
2025-01-25,"wk inc flu hosp",2025-01-04,"37","North Carolina",915,8.44447196716789
2025-01-25,"wk inc flu hosp",2025-01-04,"38","North Dakota",56,7.14353140474994
2025-01-25,"wk inc flu hosp",2025-01-04,"39","Ohio",1299,11.0216117770885
2025-01-25,"wk inc flu hosp",2025-01-04,"40","Oklahoma",400,9.8672265988854
2025-01-25,"wk inc flu hosp",2025-01-04,"41","Oregon",536,12.661343548077
2025-01-25,"wk inc flu hosp",2025-01-04,"42","Pennsylvania",1670,12.8841293217864
2025-01-25,"wk inc flu hosp",2025-01-04,"44","Rhode Island",88,8.02947547451463
2025-01-25,"wk inc flu hosp",2025-01-04,"45","South Carolina",509,9.47231395230904
2025-01-25,"wk inc flu hosp",2025-01-04,"46","South Dakota",45,4.89493298292865
2025-01-25,"wk inc flu hosp",2025-01-04,"47","Tennessee",1058,14.8460202492419
2025-01-25,"wk inc flu hosp",2025-01-04,"48","Texas",2512,8.23517428490772
2025-01-25,"wk inc flu hosp",2025-01-04,"49","Utah",387,11.3232919823485
2025-01-25,"wk inc flu hosp",2025-01-04,"50","Vermont",33,5.09680847120458
2025-01-25,"wk inc flu hosp",2025-01-04,"51","Virginia",644,7.38896643734099
2025-01-25,"wk inc flu hosp",2025-01-04,"53","Washington",498,6.37408996426414
2025-01-25,"wk inc flu hosp",2025-01-04,"54","West Virginia",198,11.1859919743332
2025-01-25,"wk inc flu hosp",2025-01-04,"55","Wisconsin",389,6.58100087041772
2025-01-25,"wk inc flu hosp",2025-01-04,"56","Wyoming",121,20.7171560310038
2025-01-25,"wk inc flu hosp",2025-01-04,"72","Puerto Rico",926,28.8861278270426
2025-01-25,"wk inc flu hosp",2025-01-04,"US","US",36379,10.8621624607051
2025-01-25,"wk inc flu hosp",2025-01-11,"01","Alabama",477,9.3374373686984
2025-01-25,"wk inc flu hosp",2025-01-11,"02","Alaska",39,5.31765488692484
2025-01-25,"wk inc flu hosp",2025-01-11,"04","Arizona",865,11.6398864054739
2025-01-25,"wk inc flu hosp",2025-01-11,"05","Arkansas",157,5.11778734257099
2025-01-25,"wk inc flu hosp",2025-01-11,"06","California",3020,7.75050697169651
2025-01-25,"wk inc flu hosp",2025-01-11,"08","Colorado",499,8.48984536231563
2025-01-25,"wk inc flu hosp",2025-01-11,"09","Connecticut",277,7.65790771585347
2025-01-25,"wk inc flu hosp",2025-01-11,"10","Delaware",74,7.17130701915902
2025-01-25,"wk inc flu hosp",2025-01-11,"11","District of Columbia",44,6.48038505269731
2025-01-25,"wk inc flu hosp",2025-01-11,"12","Florida",2408,10.6498128366157
2025-01-25,"wk inc flu hosp",2025-01-11,"13","Georgia",819,7.42572439573508
2025-01-25,"wk inc flu hosp",2025-01-11,"15","Hawaii",98,6.82861160390151
2025-01-25,"wk inc flu hosp",2025-01-11,"16","Idaho",143,7.27836858676477
2025-01-25,"wk inc flu hosp",2025-01-11,"17","Illinois",1376,10.9644151341121
2025-01-25,"wk inc flu hosp",2025-01-11,"18","Indiana",502,7.31543926371124
2025-01-25,"wk inc flu hosp",2025-01-11,"19","Iowa",261,8.13843699602495
2025-01-25,"wk inc flu hosp",2025-01-11,"20","Kansas",234,7.95770581381825
2025-01-25,"wk inc flu hosp",2025-01-11,"21","Kentucky",427,9.434058142962
2025-01-25,"wk inc flu hosp",2025-01-11,"22","Louisiana",461,10.0792588312126
2025-01-25,"wk inc flu hosp",2025-01-11,"23","Maine",92,6.59157052765522
2025-01-25,"wk inc flu hosp",2025-01-11,"24","Maryland",366,5.92208765563481
2025-01-25,"wk inc flu hosp",2025-01-11,"25","Massachusetts",585,8.35547295619061
2025-01-25,"wk inc flu hosp",2025-01-11,"26","Michigan",449,4.47333191794056
2025-01-25,"wk inc flu hosp",2025-01-11,"27","Minnesota",895,15.5980003189312
2025-01-25,"wk inc flu hosp",2025-01-11,"28","Mississippi",216,7.3477135344203
2025-01-25,"wk inc flu hosp",2025-01-11,"29","Missouri",631,10.1837332694658
2025-01-25,"wk inc flu hosp",2025-01-11,"30","Montana",65,5.73793356708792
2025-01-25,"wk inc flu hosp",2025-01-11,"31","Nebraska",170,8.59289347491052
2025-01-25,"wk inc flu hosp",2025-01-11,"32","Nevada",260,8.13981446232143
2025-01-25,"wk inc flu hosp",2025-01-11,"33","New Hampshire",69,4.92135110345251
2025-01-25,"wk inc flu hosp",2025-01-11,"34","New Jersey",1074,11.5597716073281
2025-01-25,"wk inc flu hosp",2025-01-11,"35","New Mexico",246,11.6346658178721
2025-01-25,"wk inc flu hosp",2025-01-11,"36","New York",2226,11.3738461626503
2025-01-25,"wk inc flu hosp",2025-01-11,"37","North Carolina",829,7.65078389156523
2025-01-25,"wk inc flu hosp",2025-01-11,"38","North Dakota",38,4.84739631036603
2025-01-25,"wk inc flu hosp",2025-01-11,"39","Ohio",982,8.33196517713699
2025-01-25,"wk inc flu hosp",2025-01-11,"40","Oklahoma",285,7.03039895170585
2025-01-25,"wk inc flu hosp",2025-01-11,"41","Oregon",319,7.53538916387416
2025-01-25,"wk inc flu hosp",2025-01-11,"42","Pennsylvania",1587,12.2437803794461
2025-01-25,"wk inc flu hosp",2025-01-11,"44","Rhode Island",69,6.29583872433533
2025-01-25,"wk inc flu hosp",2025-01-11,"45","South Carolina",430,8.00215127601746
2025-01-25,"wk inc flu hosp",2025-01-11,"46","South Dakota",47,5.1124855599477
2025-01-25,"wk inc flu hosp",2025-01-11,"47","Tennessee",679,9.5278334113755
2025-01-25,"wk inc flu hosp",2025-01-11,"48","Texas",2009,6.58617242769889
2025-01-25,"wk inc flu hosp",2025-01-11,"49","Utah",256,7.49034301674735
2025-01-25,"wk inc flu hosp",2025-01-11,"50","Vermont",35,5.40570595430788
2025-01-25,"wk inc flu hosp",2025-01-11,"51","Virginia",457,5.24341251842365
2025-01-25,"wk inc flu hosp",2025-01-11,"53","Washington",538,6.88606506179539
2025-01-25,"wk inc flu hosp",2025-01-11,"54","West Virginia",144,8.13526689042417
2025-01-25,"wk inc flu hosp",2025-01-11,"55","Wisconsin",388,6.56408313039094
2025-01-25,"wk inc flu hosp",2025-01-11,"56","Wyoming",62,10.6154022638201
2025-01-25,"wk inc flu hosp",2025-01-11,"72","Puerto Rico",1131,35.281004937781
2025-01-25,"wk inc flu hosp",2025-01-11,"US","US",29811,8.90106723978341
2025-01-25,"wk inc flu hosp",2025-01-18,"01","Alabama",490,9.59191679384113
2025-01-25,"wk inc flu hosp",2025-01-18,"02","Alaska",32,4.36320400978448
2025-01-25,"wk inc flu hosp",2025-01-18,"04","Arizona",616,8.2892139026265
2025-01-25,"wk inc flu hosp",2025-01-18,"05","Arkansas",216,7.04103226748621
2025-01-25,"wk inc flu hosp",2025-01-18,"06","California",3345,8.58458470871683
2025-01-25,"wk inc flu hosp",2025-01-18,"08","Colorado",441,7.50304970898035
2025-01-25,"wk inc flu hosp",2025-01-18,"09","Connecticut",289,7.98965823061969
2025-01-25,"wk inc flu hosp",2025-01-18,"10","Delaware",66,6.39603058465534
2025-01-25,"wk inc flu hosp",2025-01-18,"11","District of Columbia",58,8.54232575128282
2025-01-25,"wk inc flu hosp",2025-01-18,"12","Florida",2658,11.755482773972
2025-01-25,"wk inc flu hosp",2025-01-18,"13","Georgia",944,8.55907671498646
2025-01-25,"wk inc flu hosp",2025-01-18,"15","Hawaii",91,6.34085363219426
2025-01-25,"wk inc flu hosp",2025-01-18,"16","Idaho",130,6.6166987152407
2025-01-25,"wk inc flu hosp",2025-01-18,"17","Illinois",1286,10.2472658884216
2025-01-25,"wk inc flu hosp",2025-01-18,"18","Indiana",530,7.7234717326035
2025-01-25,"wk inc flu hosp",2025-01-18,"19","Iowa",236,7.35889322245934
2025-01-25,"wk inc flu hosp",2025-01-18,"20","Kansas",200,6.80145796052842
2025-01-25,"wk inc flu hosp",2025-01-18,"21","Kentucky",385,8.50611799775262
2025-01-25,"wk inc flu hosp",2025-01-18,"22","Louisiana",487,10.6477202837322
2025-01-25,"wk inc flu hosp",2025-01-18,"23","Maine",86,6.16168549324292
2025-01-25,"wk inc flu hosp",2025-01-18,"24","Maryland",459,7.4268804205912
2025-01-25,"wk inc flu hosp",2025-01-18,"25","Massachusetts",720,10.2836590230038
2025-01-25,"wk inc flu hosp",2025-01-18,"26","Michigan",502,5.00136441604936
2025-01-25,"wk inc flu hosp",2025-01-18,"27","Minnesota",922,16.0685545184967
2025-01-25,"wk inc flu hosp",2025-01-18,"28","Mississippi",222,7.55181668815419
2025-01-25,"wk inc flu hosp",2025-01-18,"29","Missouri",480,7.74673846171723
2025-01-25,"wk inc flu hosp",2025-01-18,"30","Montana",79,6.97379618153763
2025-01-25,"wk inc flu hosp",2025-01-18,"31","Nebraska",125,6.3183040256695
2025-01-25,"wk inc flu hosp",2025-01-18,"32","Nevada",189,5.91701897453365
2025-01-25,"wk inc flu hosp",2025-01-18,"33","New Hampshire",74,5.27797074863022
2025-01-25,"wk inc flu hosp",2025-01-18,"34","New Jersey",1239,13.3357141726998
2025-01-25,"wk inc flu hosp",2025-01-18,"35","New Mexico",245,11.5873704283685
2025-01-25,"wk inc flu hosp",2025-01-18,"36","New York",2546,13.0089004178381
2025-01-25,"wk inc flu hosp",2025-01-18,"37","North Carolina",1100,10.1518242228248
2025-01-25,"wk inc flu hosp",2025-01-18,"38","North Dakota",61,7.78134670874547
2025-01-25,"wk inc flu hosp",2025-01-18,"39","Ohio",1130,9.58769923642036
2025-01-25,"wk inc flu hosp",2025-01-18,"40","Oklahoma",384,9.47253753492998
2025-01-25,"wk inc flu hosp",2025-01-18,"41","Oregon",284,6.70862232771242
2025-01-25,"wk inc flu hosp",2025-01-18,"42","Pennsylvania",2476,19.1024576052354
2025-01-25,"wk inc flu hosp",2025-01-18,"44","Rhode Island",107,9.76311222469392
2025-01-25,"wk inc flu hosp",2025-01-18,"45","South Carolina",585,10.8866476662098
2025-01-25,"wk inc flu hosp",2025-01-18,"46","South Dakota",53,5.76514329100485
2025-01-25,"wk inc flu hosp",2025-01-18,"47","Tennessee",565,7.92816771344206
2025-01-25,"wk inc flu hosp",2025-01-18,"48","Texas",2408,7.89422757884466
2025-01-25,"wk inc flu hosp",2025-01-18,"49","Utah",180,5.26664743365048
2025-01-25,"wk inc flu hosp",2025-01-18,"50","Vermont",39,6.0235009205145
2025-01-25,"wk inc flu hosp",2025-01-18,"51","Virginia",472,5.41551577395178
2025-01-25,"wk inc flu hosp",2025-01-18,"53","Washington",502,6.42528747401726
2025-01-25,"wk inc flu hosp",2025-01-18,"54","West Virginia",133,7.5138228918501
2025-01-25,"wk inc flu hosp",2025-01-18,"55","Wisconsin",557,9.4231811949169
2025-01-25,"wk inc flu hosp",2025-01-18,"56","Wyoming",86,14.7245902369118
2025-01-25,"wk inc flu hosp",2025-01-18,"72","Puerto Rico",365,11.3860007093634
2025-01-25,"wk inc flu hosp",2025-01-18,"US","US",31875,9.51734320445796
2025-01-25,"wk inc flu hosp",2025-01-25,"01","Alabama",628,12.2933137684331
2025-01-25,"wk inc flu hosp",2025-01-25,"02","Alaska",24,3.27240300733836
2025-01-25,"wk inc flu hosp",2025-01-25,"04","Arizona",577,7.76440977567449
2025-01-25,"wk inc flu hosp",2025-01-25,"05","Arkansas",276,8.99687456401015
2025-01-25,"wk inc flu hosp",2025-01-25,"06","California",3712,9.52645095329054
2025-01-25,"wk inc flu hosp",2025-01-25,"08","Colorado",362,6.15896597426505
2025-01-25,"wk inc flu hosp",2025-01-25,"09","Connecticut",387,10.6989541012104
2025-01-25,"wk inc flu hosp",2025-01-25,"10","Delaware",80,7.75276434503678
2025-01-25,"wk inc flu hosp",2025-01-25,"11","District of Columbia",183,26.952510560082
2025-01-25,"wk inc flu hosp",2025-01-25,"12","Florida",2393,10.5834726403743
2025-01-25,"wk inc flu hosp",2025-01-25,"13","Georgia",1061,9.61989448580576
2025-01-25,"wk inc flu hosp",2025-01-25,"15","Hawaii",81,5.64405652975533
2025-01-25,"wk inc flu hosp",2025-01-25,"16","Idaho",94,4.78438214794328
2025-01-25,"wk inc flu hosp",2025-01-25,"17","Illinois",1624,12.9405597222369
2025-01-25,"wk inc flu hosp",2025-01-25,"18","Indiana",671,9.77820666523952
2025-01-25,"wk inc flu hosp",2025-01-25,"19","Iowa",284,8.85561726770531
2025-01-25,"wk inc flu hosp",2025-01-25,"20","Kansas",142,4.82903515197518
2025-01-25,"wk inc flu hosp",2025-01-25,"21","Kentucky",362,7.99796029918558
