location,reference_date,horizon,target,output_type,output_type_id,target_end_date,value
16,2026-01-24,2,wk inc flu hosp,quantile,0.99,2026-02-07,56.0
16,2026-01-24,3,wk inc flu hosp,quantile,0.99,2026-02-14,34.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.01,2026-01-17,473.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.01,2026-01-24,230.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.01,2026-01-31,91.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.01,2026-02-07,31.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.01,2026-02-14,10.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.025,2026-01-17,493.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.025,2026-01-24,247.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.025,2026-01-31,108.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.025,2026-02-07,40.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.025,2026-02-14,13.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.05,2026-01-17,522.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.05,2026-01-24,270.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.05,2026-01-31,120.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.05,2026-02-07,46.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.05,2026-02-14,17.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.1,2026-01-17,560.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.1,2026-01-24,296.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.1,2026-01-31,137.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.1,2026-02-07,58.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.1,2026-02-14,22.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.15,2026-01-17,605.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.15,2026-01-24,323.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.15,2026-01-31,152.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.15,2026-02-07,67.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.15,2026-02-14,28.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.2,2026-01-17,647.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.2,2026-01-24,346.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.2,2026-01-31,166.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.2,2026-02-07,77.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.2,2026-02-14,32.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.25,2026-01-17,674.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.25,2026-01-24,375.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.25,2026-01-31,184.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.25,2026-02-07,87.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.25,2026-02-14,38.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.3,2026-01-17,697.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.3,2026-01-24,406.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.3,2026-01-31,205.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.3,2026-02-07,97.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.3,2026-02-14,43.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.35,2026-01-17,721.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.35,2026-01-24,432.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.35,2026-01-31,223.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.35,2026-02-07,109.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.35,2026-02-14,48.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.4,2026-01-17,742.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.4,2026-01-24,452.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.4,2026-01-31,241.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.4,2026-02-07,118.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.4,2026-02-14,54.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.45,2026-01-17,769.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.45,2026-01-24,469.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.45,2026-01-31,255.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.45,2026-02-07,127.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.45,2026-02-14,61.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.5,2026-01-17,788.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.5,2026-01-24,489.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.5,2026-01-31,274.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.5,2026-02-07,139.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.5,2026-02-14,66.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.55,2026-01-17,810.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.55,2026-01-24,513.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.55,2026-01-31,292.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.55,2026-02-07,148.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.55,2026-02-14,73.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.6,2026-01-17,830.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.6,2026-01-24,537.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.6,2026-01-31,307.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.6,2026-02-07,159.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.6,2026-02-14,77.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.65,2026-01-17,854.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.65,2026-01-24,558.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.65,2026-01-31,321.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.65,2026-02-07,170.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.65,2026-02-14,83.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.7,2026-01-17,879.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.7,2026-01-24,576.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.7,2026-01-31,334.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.7,2026-02-07,181.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.7,2026-02-14,91.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.75,2026-01-17,904.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.75,2026-01-24,595.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.75,2026-01-31,358.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.75,2026-02-07,194.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.75,2026-02-14,102.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.8,2026-01-17,946.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.8,2026-01-24,616.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.8,2026-01-31,379.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.8,2026-02-07,210.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.8,2026-02-14,112.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.85,2026-01-17,1000.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.85,2026-01-24,648.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.85,2026-01-31,402.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.85,2026-02-07,230.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.85,2026-02-14,124.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.9,2026-01-17,1046.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.9,2026-01-24,691.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.9,2026-01-31,428.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.9,2026-02-07,260.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.9,2026-02-14,145.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.95,2026-01-17,1100.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.95,2026-01-24,750.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.95,2026-01-31,482.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.95,2026-02-07,306.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.95,2026-02-14,182.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.975,2026-01-17,1139.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.975,2026-01-24,790.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.975,2026-01-31,523.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.975,2026-02-07,334.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.975,2026-02-14,203.0
17,2026-01-24,-1,wk inc flu hosp,quantile,0.99,2026-01-17,1179.0
17,2026-01-24,0,wk inc flu hosp,quantile,0.99,2026-01-24,847.0
17,2026-01-24,1,wk inc flu hosp,quantile,0.99,2026-01-31,573.0
17,2026-01-24,2,wk inc flu hosp,quantile,0.99,2026-02-07,366.0
17,2026-01-24,3,wk inc flu hosp,quantile,0.99,2026-02-14,223.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.01,2026-01-17,226.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.01,2026-01-24,105.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.01,2026-01-31,41.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.01,2026-02-07,17.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.01,2026-02-14,5.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.025,2026-01-17,238.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.025,2026-01-24,115.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.025,2026-01-31,51.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.025,2026-02-07,20.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.025,2026-02-14,7.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.05,2026-01-17,255.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.05,2026-01-24,128.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.05,2026-01-31,55.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.05,2026-02-07,23.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.05,2026-02-14,8.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.1,2026-01-17,281.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.1,2026-01-24,144.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.1,2026-01-31,66.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.1,2026-02-07,28.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.1,2026-02-14,11.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.15,2026-01-17,293.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.15,2026-01-24,155.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.15,2026-01-31,74.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.15,2026-02-07,32.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.15,2026-02-14,13.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.2,2026-01-17,309.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.2,2026-01-24,168.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.2,2026-01-31,82.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.2,2026-02-07,36.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.2,2026-02-14,15.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.25,2026-01-17,323.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.25,2026-01-24,179.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.25,2026-01-31,90.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.25,2026-02-07,42.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.25,2026-02-14,17.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.3,2026-01-17,341.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.3,2026-01-24,195.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.3,2026-01-31,99.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.3,2026-02-07,47.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.3,2026-02-14,20.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.35,2026-01-17,359.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.35,2026-01-24,211.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.35,2026-01-31,109.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.35,2026-02-07,51.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.35,2026-02-14,23.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.4,2026-01-17,377.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.4,2026-01-24,224.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.4,2026-01-31,116.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.4,2026-02-07,56.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.4,2026-02-14,25.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.45,2026-01-17,394.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.45,2026-01-24,235.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.45,2026-01-31,124.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.45,2026-02-07,61.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.45,2026-02-14,28.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.5,2026-01-17,408.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.5,2026-01-24,248.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.5,2026-01-31,133.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.5,2026-02-07,66.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.5,2026-02-14,30.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.55,2026-01-17,423.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.55,2026-01-24,262.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.55,2026-01-31,139.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.55,2026-02-07,71.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.55,2026-02-14,33.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.6,2026-01-17,440.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.6,2026-01-24,273.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.6,2026-01-31,146.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.6,2026-02-07,77.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.6,2026-02-14,36.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.65,2026-01-17,455.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.65,2026-01-24,284.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.65,2026-01-31,154.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.65,2026-02-07,82.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.65,2026-02-14,39.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.7,2026-01-17,472.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.7,2026-01-24,295.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.7,2026-01-31,163.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.7,2026-02-07,87.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.7,2026-02-14,42.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.75,2026-01-17,483.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.75,2026-01-24,305.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.75,2026-01-31,172.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.75,2026-02-07,93.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.75,2026-02-14,45.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.8,2026-01-17,499.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.8,2026-01-24,317.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.8,2026-01-31,186.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.8,2026-02-07,99.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.8,2026-02-14,49.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.85,2026-01-17,521.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.85,2026-01-24,335.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.85,2026-01-31,201.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.85,2026-02-07,109.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.85,2026-02-14,56.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.9,2026-01-17,543.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.9,2026-01-24,356.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.9,2026-01-31,218.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.9,2026-02-07,129.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.9,2026-02-14,66.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.95,2026-01-17,580.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.95,2026-01-24,402.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.95,2026-01-31,249.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.95,2026-02-07,147.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.95,2026-02-14,80.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.975,2026-01-17,607.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.975,2026-01-24,428.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.975,2026-01-31,270.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.975,2026-02-07,161.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.975,2026-02-14,91.0
18,2026-01-24,-1,wk inc flu hosp,quantile,0.99,2026-01-17,633.0
18,2026-01-24,0,wk inc flu hosp,quantile,0.99,2026-01-24,453.0
18,2026-01-24,1,wk inc flu hosp,quantile,0.99,2026-01-31,288.0
18,2026-01-24,2,wk inc flu hosp,quantile,0.99,2026-02-07,175.0
18,2026-01-24,3,wk inc flu hosp,quantile,0.99,2026-02-14,100.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.01,2026-01-17,155.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.01,2026-01-24,90.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.01,2026-01-31,41.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.01,2026-02-07,18.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.01,2026-02-14,6.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.025,2026-01-17,170.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.025,2026-01-24,99.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.025,2026-01-31,48.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.025,2026-02-07,20.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.025,2026-02-14,8.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.05,2026-01-17,177.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.05,2026-01-24,108.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.05,2026-01-31,54.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.05,2026-02-07,24.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.05,2026-02-14,11.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.1,2026-01-17,190.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.1,2026-01-24,119.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.1,2026-01-31,64.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.1,2026-02-07,29.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.1,2026-02-14,13.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.15,2026-01-17,199.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.15,2026-01-24,130.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.15,2026-01-31,71.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.15,2026-02-07,34.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.15,2026-02-14,15.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.2,2026-01-17,206.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.2,2026-01-24,137.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.2,2026-01-31,76.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.2,2026-02-07,38.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.2,2026-02-14,17.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.25,2026-01-17,214.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.25,2026-01-24,143.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.25,2026-01-31,82.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.25,2026-02-07,42.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.25,2026-02-14,19.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.3,2026-01-17,219.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.3,2026-01-24,151.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.3,2026-01-31,88.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.3,2026-02-07,46.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.3,2026-02-14,21.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.35,2026-01-17,227.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.35,2026-01-24,158.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.35,2026-01-31,92.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.35,2026-02-07,50.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.35,2026-02-14,24.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.4,2026-01-17,233.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.4,2026-01-24,164.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.4,2026-01-31,98.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.4,2026-02-07,53.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.4,2026-02-14,26.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.45,2026-01-17,240.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.45,2026-01-24,169.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.45,2026-01-31,103.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.45,2026-02-07,57.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.45,2026-02-14,28.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.5,2026-01-17,246.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.5,2026-01-24,176.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.5,2026-01-31,108.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.5,2026-02-07,61.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.5,2026-02-14,31.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.55,2026-01-17,252.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.55,2026-01-24,183.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.55,2026-01-31,115.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.55,2026-02-07,65.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.55,2026-02-14,34.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.6,2026-01-17,258.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.6,2026-01-24,191.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.6,2026-01-31,123.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.6,2026-02-07,70.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.6,2026-02-14,36.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.65,2026-01-17,264.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.65,2026-01-24,199.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.65,2026-01-31,130.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.65,2026-02-07,76.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.65,2026-02-14,40.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.7,2026-01-17,271.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.7,2026-01-24,206.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.7,2026-01-31,137.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.7,2026-02-07,82.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.7,2026-02-14,44.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.75,2026-01-17,278.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.75,2026-01-24,215.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.75,2026-01-31,145.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.75,2026-02-07,88.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.75,2026-02-14,50.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.8,2026-01-17,284.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.8,2026-01-24,226.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.8,2026-01-31,155.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.8,2026-02-07,97.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.8,2026-02-14,56.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.85,2026-01-17,295.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.85,2026-01-24,235.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.85,2026-01-31,166.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.85,2026-02-07,105.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.85,2026-02-14,62.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.9,2026-01-17,303.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.9,2026-01-24,246.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.9,2026-01-31,177.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.9,2026-02-07,117.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.9,2026-02-14,69.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.95,2026-01-17,315.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.95,2026-01-24,259.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.95,2026-01-31,193.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.95,2026-02-07,131.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.95,2026-02-14,81.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.975,2026-01-17,326.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.975,2026-01-24,269.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.975,2026-01-31,202.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.975,2026-02-07,141.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.975,2026-02-14,88.0
19,2026-01-24,-1,wk inc flu hosp,quantile,0.99,2026-01-17,334.0
19,2026-01-24,0,wk inc flu hosp,quantile,0.99,2026-01-24,281.0
19,2026-01-24,1,wk inc flu hosp,quantile,0.99,2026-01-31,215.0
19,2026-01-24,2,wk inc flu hosp,quantile,0.99,2026-02-07,156.0
19,2026-01-24,3,wk inc flu hosp,quantile,0.99,2026-02-14,102.0
