"as_of","target","target_end_date","location","location_name","observation","weekly_rate"
2025-03-22,"wk inc flu hosp",2024-11-16,"12","Florida",375,1.65850490603442
2025-03-22,"wk inc flu hosp",2024-11-16,"13","Georgia",44,0.398940016376488
2025-03-22,"wk inc flu hosp",2024-11-16,"15","Hawaii",15,1.04519565365839
2025-03-22,"wk inc flu hosp",2024-11-16,"16","Idaho",12,0.610772189099142
2025-03-22,"wk inc flu hosp",2024-11-16,"17","Illinois",34,0.270923048371956
2025-03-22,"wk inc flu hosp",2024-11-16,"18","Indiana",26,0.378887292542813
2025-03-22,"wk inc flu hosp",2024-11-16,"19","Iowa",5,0.155908754713122
2025-03-22,"wk inc flu hosp",2024-11-16,"20","Kansas",11,0.374080187829063
2025-03-22,"wk inc flu hosp",2024-11-16,"21","Kentucky",18,0.397688633661161
2025-03-22,"wk inc flu hosp",2024-11-16,"22","Louisiana",84,1.83656776967866
2025-03-22,"wk inc flu hosp",2024-11-16,"23","Maine",0,0
2025-03-22,"wk inc flu hosp",2024-11-16,"24","Maryland",11,0.177986241016347
2025-03-22,"wk inc flu hosp",2024-11-16,"25","Massachusetts",16,0.228525756066752
2025-03-22,"wk inc flu hosp",2024-11-16,"26","Michigan",46,0.458292356849144
2025-03-22,"wk inc flu hosp",2024-11-16,"27","Minnesota",8,0.139423466537932
2025-03-22,"wk inc flu hosp",2024-11-16,"28","Mississippi",24,0.816412614935588
2025-03-22,"wk inc flu hosp",2024-11-16,"29","Missouri",29,0.468032115395416
2025-03-22,"wk inc flu hosp",2024-11-16,"30","Montana",4,0.353103604128487
2025-03-22,"wk inc flu hosp",2024-11-16,"31","Nebraska",6,0.303278593232136
2025-03-22,"wk inc flu hosp",2024-11-16,"32","Nevada",43,1.34620008415316
2025-03-22,"wk inc flu hosp",2024-11-16,"33","New Hampshire",6,0.427943574213261
2025-03-22,"wk inc flu hosp",2024-11-16,"34","New Jersey",37,0.398241666174246
2025-03-22,"wk inc flu hosp",2024-11-16,"35","New Mexico",21,0.993203179574446
2025-03-22,"wk inc flu hosp",2024-11-16,"36","New York",63,0.321901306490103
2025-03-22,"wk inc flu hosp",2024-11-16,"37","North Carolina",38,0.350699382243038
2025-03-22,"wk inc flu hosp",2024-11-16,"38","North Dakota",1,0.127563060799106
2025-03-22,"wk inc flu hosp",2024-11-16,"39","Ohio",40,0.339387583590101
2025-03-22,"wk inc flu hosp",2024-11-16,"40","Oklahoma",13,0.320684864463775
2025-03-22,"wk inc flu hosp",2024-11-16,"41","Oregon",35,0.826766836161742
2025-03-22,"wk inc flu hosp",2024-11-16,"42","Pennsylvania",111,0.8563702722864
2025-03-22,"wk inc flu hosp",2024-11-16,"44","Rhode Island",0,0
2025-03-22,"wk inc flu hosp",2024-11-16,"45","South Carolina",13,0.241925503693551
2025-03-22,"wk inc flu hosp",2024-11-16,"46","South Dakota",0,0
2025-03-22,"wk inc flu hosp",2024-11-16,"47","Tennessee",94,1.31902259303284
2025-03-22,"wk inc flu hosp",2024-11-16,"48","Texas",223,0.731068417808289
2025-03-22,"wk inc flu hosp",2024-11-16,"49","Utah",10,0.292591524091693
2025-03-22,"wk inc flu hosp",2024-11-16,"50","Vermont",3,0.463346224654962
2025-03-22,"wk inc flu hosp",2024-11-16,"51","Virginia",26,0.29831230958209
2025-03-22,"wk inc flu hosp",2024-11-16,"53","Washington",22,0.281586303642191
2025-03-22,"wk inc flu hosp",2024-11-16,"54","West Virginia",4,0.225979635845116
2025-03-22,"wk inc flu hosp",2024-11-16,"55","Wisconsin",6,0.101506440160685
2025-03-22,"wk inc flu hosp",2024-11-16,"56","Wyoming",4,0.684864662181945
2025-03-22,"wk inc flu hosp",2024-11-16,"72","Puerto Rico",204,6.36368258824696
2025-03-22,"wk inc flu hosp",2024-11-16,"US","US",2535,0.756908706613362
2025-03-22,"wk inc flu hosp",2024-11-23,"01","Alabama",50,0.978767019779707
2025-03-22,"wk inc flu hosp",2024-11-23,"02","Alaska",5,0.681750626528826
2025-03-22,"wk inc flu hosp",2024-11-23,"04","Arizona",475,6.39184513595387
2025-03-22,"wk inc flu hosp",2024-11-23,"05","Arkansas",8,0.26077897286986
2025-03-22,"wk inc flu hosp",2024-11-23,"06","California",479,1.2293022647161
2025-03-22,"wk inc flu hosp",2024-11-23,"08","Colorado",31,0.527425262989549
2025-03-22,"wk inc flu hosp",2024-11-23,"09","Connecticut",4,0.110583504922072
2025-03-22,"wk inc flu hosp",2024-11-23,"10","Delaware",7,0.678366880190718
2025-03-22,"wk inc flu hosp",2024-11-23,"11","District of Columbia",8,1.17825182776315
2025-03-22,"wk inc flu hosp",2024-11-23,"12","Florida",423,1.87079353400682
2025-03-22,"wk inc flu hosp",2024-11-23,"13","Georgia",47,0.426140472038521
2025-03-22,"wk inc flu hosp",2024-11-23,"15","Hawaii",8,0.557437681951143
2025-03-22,"wk inc flu hosp",2024-11-23,"16","Idaho",31,1.57782815517278
2025-03-22,"wk inc flu hosp",2024-11-23,"17","Illinois",86,0.685275945882006
2025-03-22,"wk inc flu hosp",2024-11-23,"18","Indiana",32,0.466322821591155
2025-03-22,"wk inc flu hosp",2024-11-23,"19","Iowa",4,0.124727003770497
2025-03-22,"wk inc flu hosp",2024-11-23,"20","Kansas",17,0.578123926644916
2025-03-22,"wk inc flu hosp",2024-11-23,"21","Kentucky",20,0.441876259623513
2025-03-22,"wk inc flu hosp",2024-11-23,"22","Louisiana",78,1.70538435755876
2025-03-22,"wk inc flu hosp",2024-11-23,"23","Maine",0,0
2025-03-22,"wk inc flu hosp",2024-11-23,"24","Maryland",16,0.258889077841959
2025-03-22,"wk inc flu hosp",2024-11-23,"25","Massachusetts",45,0.64272868893774
2025-03-22,"wk inc flu hosp",2024-11-23,"26","Michigan",56,0.557921130077219
2025-03-22,"wk inc flu hosp",2024-11-23,"27","Minnesota",11,0.191707266489657
2025-03-22,"wk inc flu hosp",2024-11-23,"28","Mississippi",35,1.1906017301144
2025-03-22,"wk inc flu hosp",2024-11-23,"29","Missouri",40,0.645561538476436
2025-03-22,"wk inc flu hosp",2024-11-23,"30","Montana",1,0.0882759010321218
2025-03-22,"wk inc flu hosp",2024-11-23,"31","Nebraska",4,0.202185728821424
2025-03-22,"wk inc flu hosp",2024-11-23,"32","Nevada",47,1.4714279989581
2025-03-22,"wk inc flu hosp",2024-11-23,"33","New Hampshire",11,0.784563219390979
2025-03-22,"wk inc flu hosp",2024-11-23,"34","New Jersey",47,0.505874548924042
2025-03-22,"wk inc flu hosp",2024-11-23,"35","New Mexico",28,1.32427090609926
2025-03-22,"wk inc flu hosp",2024-11-23,"36","New York",103,0.52628308838858
2025-03-22,"wk inc flu hosp",2024-11-23,"37","North Carolina",31,0.286096864461426
2025-03-22,"wk inc flu hosp",2024-11-23,"38","North Dakota",3,0.382689182397318
2025-03-22,"wk inc flu hosp",2024-11-23,"39","Ohio",40,0.339387583590101
2025-03-22,"wk inc flu hosp",2024-11-23,"40","Oklahoma",14,0.345352930960989
2025-03-22,"wk inc flu hosp",2024-11-23,"41","Oregon",62,1.46455839548651
2025-03-22,"wk inc flu hosp",2024-11-23,"42","Pennsylvania",134,1.03381636474214
2025-03-22,"wk inc flu hosp",2024-11-23,"44","Rhode Island",2,0.182488078966242
2025-03-22,"wk inc flu hosp",2024-11-23,"45","South Carolina",12,0.223315849563278
2025-03-22,"wk inc flu hosp",2024-11-23,"46","South Dakota",0,0
2025-03-22,"wk inc flu hosp",2024-11-23,"47","Tennessee",58,0.813865004211751
2025-03-22,"wk inc flu hosp",2024-11-23,"48","Texas",273,0.894985103415529
2025-03-22,"wk inc flu hosp",2024-11-23,"49","Utah",20,0.585183048183387
2025-03-22,"wk inc flu hosp",2024-11-23,"50","Vermont",0,0
2025-03-22,"wk inc flu hosp",2024-11-23,"51","Virginia",35,0.401574262898967
2025-03-22,"wk inc flu hosp",2024-11-23,"53","Washington",29,0.371181945710161
2025-03-22,"wk inc flu hosp",2024-11-23,"54","West Virginia",4,0.225979635845116
2025-03-22,"wk inc flu hosp",2024-11-23,"55","Wisconsin",18,0.304519320482054
2025-03-22,"wk inc flu hosp",2024-11-23,"56","Wyoming",8,1.36972932436389
2025-03-22,"wk inc flu hosp",2024-11-23,"72","Puerto Rico",96,2.99467415917504
2025-03-22,"wk inc flu hosp",2024-11-23,"US","US",3099,0.925309696960477
2025-03-22,"wk inc flu hosp",2024-11-30,"01","Alabama",65,1.27239712571362
2025-03-22,"wk inc flu hosp",2024-11-30,"02","Alaska",9,1.22715112775189
2025-03-22,"wk inc flu hosp",2024-11-30,"04","Arizona",541,7.27997519694957
2025-03-22,"wk inc flu hosp",2024-11-30,"05","Arkansas",12,0.391168459304789
2025-03-22,"wk inc flu hosp",2024-11-30,"06","California",693,1.77851037463102
2025-03-22,"wk inc flu hosp",2024-11-30,"08","Colorado",67,1.13991911678386
2025-03-22,"wk inc flu hosp",2024-11-30,"09","Connecticut",10,0.27645876230518
2025-03-22,"wk inc flu hosp",2024-11-30,"10","Delaware",5,0.484547771564799
2025-03-22,"wk inc flu hosp",2024-11-30,"11","District of Columbia",6,0.883688870822361
2025-03-22,"wk inc flu hosp",2024-11-30,"12","Florida",605,2.6757212484022
2025-03-22,"wk inc flu hosp",2024-11-30,"13","Georgia",56,0.507741839024621
2025-03-22,"wk inc flu hosp",2024-11-30,"15","Hawaii",14,0.975515943414501
2025-03-22,"wk inc flu hosp",2024-11-30,"16","Idaho",63,3.20655399277049
2025-03-22,"wk inc flu hosp",2024-11-30,"17","Illinois",83,0.661370971025656
2025-03-22,"wk inc flu hosp",2024-11-30,"18","Indiana",41,0.597476115163667
2025-03-22,"wk inc flu hosp",2024-11-30,"19","Iowa",4,0.124727003770497
2025-03-22,"wk inc flu hosp",2024-11-30,"20","Kansas",20,0.680145796052842
2025-03-22,"wk inc flu hosp",2024-11-30,"21","Kentucky",24,0.530251511548215
2025-03-22,"wk inc flu hosp",2024-11-30,"22","Louisiana",141,3.08281018481775
2025-03-22,"wk inc flu hosp",2024-11-30,"23","Maine",2,0.143295011470766
2025-03-22,"wk inc flu hosp",2024-11-30,"24","Maryland",21,0.339791914667571
2025-03-22,"wk inc flu hosp",2024-11-30,"25","Massachusetts",63,0.899820164512835
2025-03-22,"wk inc flu hosp",2024-11-30,"26","Michigan",65,0.647587025982487
2025-03-22,"wk inc flu hosp",2024-11-30,"27","Minnesota",18,0.313702799710348
2025-03-22,"wk inc flu hosp",2024-11-30,"28","Mississippi",28,0.95248138409152
2025-03-22,"wk inc flu hosp",2024-11-30,"29","Missouri",41,0.661700576938347
2025-03-22,"wk inc flu hosp",2024-11-30,"30","Montana",2,0.176551802064244
2025-03-22,"wk inc flu hosp",2024-11-30,"31","Nebraska",11,0.556010754258916
2025-03-22,"wk inc flu hosp",2024-11-30,"32","Nevada",61,1.90972570077541
2025-03-22,"wk inc flu hosp",2024-11-30,"33","New Hampshire",14,0.99853500649761
2025-03-22,"wk inc flu hosp",2024-11-30,"34","New Jersey",67,0.721140314423635
2025-03-22,"wk inc flu hosp",2024-11-30,"35","New Mexico",55,2.60124642269498
2025-03-22,"wk inc flu hosp",2024-11-30,"36","New York",145,0.740883959381982
2025-03-22,"wk inc flu hosp",2024-11-30,"37","North Carolina",43,0.396844037801333
2025-03-22,"wk inc flu hosp",2024-11-30,"38","North Dakota",1,0.127563060799106
2025-03-22,"wk inc flu hosp",2024-11-30,"39","Ohio",55,0.466657927436389
2025-03-22,"wk inc flu hosp",2024-11-30,"40","Oklahoma",40,0.98672265988854
2025-03-22,"wk inc flu hosp",2024-11-30,"41","Oregon",80,1.8897527683697
2025-03-22,"wk inc flu hosp",2024-11-30,"42","Pennsylvania",115,0.887230462278703
2025-03-22,"wk inc flu hosp",2024-11-30,"44","Rhode Island",6,0.547464236898725
2025-03-22,"wk inc flu hosp",2024-11-30,"45","South Carolina",18,0.334973774344917
2025-03-22,"wk inc flu hosp",2024-11-30,"46","South Dakota",5,0.543881442547628
2025-03-22,"wk inc flu hosp",2024-11-30,"47","Tennessee",60,0.841929314701812
2025-03-22,"wk inc flu hosp",2024-11-30,"48","Texas",403,1.32116848599435
2025-03-22,"wk inc flu hosp",2024-11-30,"49","Utah",20,0.585183048183387
2025-03-22,"wk inc flu hosp",2024-11-30,"50","Vermont",3,0.463346224654962
2025-03-22,"wk inc flu hosp",2024-11-30,"51","Virginia",46,0.527783316952928
2025-03-22,"wk inc flu hosp",2024-11-30,"53","Washington",46,0.588771362160945
2025-03-22,"wk inc flu hosp",2024-11-30,"54","West Virginia",3,0.169484726883837
2025-03-22,"wk inc flu hosp",2024-11-30,"55","Wisconsin",12,0.203012880321369
2025-03-22,"wk inc flu hosp",2024-11-30,"56","Wyoming",7,1.1985131588184
2025-03-22,"wk inc flu hosp",2024-11-30,"72","Puerto Rico",279,8.70327177510247
2025-03-22,"wk inc flu hosp",2024-11-30,"US","US",4298,1.28331109310621
2025-03-22,"wk inc flu hosp",2024-12-07,"01","Alabama",102,1.9966847203506
2025-03-22,"wk inc flu hosp",2024-12-07,"02","Alaska",17,2.31795213019801
2025-03-22,"wk inc flu hosp",2024-12-07,"04","Arizona",829,11.155451826749
2025-03-22,"wk inc flu hosp",2024-12-07,"05","Arkansas",32,1.04311589147944
2025-03-22,"wk inc flu hosp",2024-12-07,"06","California",1064,2.73064219135268
2025-03-22,"wk inc flu hosp",2024-12-07,"08","Colorado",90,1.53123463448579
2025-03-22,"wk inc flu hosp",2024-12-07,"09","Connecticut",13,0.359396390996733
2025-03-22,"wk inc flu hosp",2024-12-07,"10","Delaware",15,1.4536433146944
2025-03-22,"wk inc flu hosp",2024-12-07,"11","District of Columbia",2,0.294562956940787
2025-03-22,"wk inc flu hosp",2024-12-07,"12","Florida",700,3.09587582459758
2025-03-22,"wk inc flu hosp",2024-12-07,"13","Georgia",88,0.797880032752975
2025-03-22,"wk inc flu hosp",2024-12-07,"15","Hawaii",20,1.39359420487786
2025-03-22,"wk inc flu hosp",2024-12-07,"16","Idaho",77,3.91912154671949
2025-03-22,"wk inc flu hosp",2024-12-07,"17","Illinois",106,0.844642444924332
2025-03-22,"wk inc flu hosp",2024-12-07,"18","Indiana",65,0.947218231357033
2025-03-22,"wk inc flu hosp",2024-12-07,"19","Iowa",13,0.405362762254116
2025-03-22,"wk inc flu hosp",2024-12-07,"20","Kansas",35,1.19025514309247
2025-03-22,"wk inc flu hosp",2024-12-07,"21","Kentucky",53,1.17097208800231
2025-03-22,"wk inc flu hosp",2024-12-07,"22","Louisiana",160,3.49822432319745
2025-03-22,"wk inc flu hosp",2024-12-07,"23","Maine",3,0.214942517206149
2025-03-22,"wk inc flu hosp",2024-12-07,"24","Maryland",37,0.59868099250953
2025-03-22,"wk inc flu hosp",2024-12-07,"25","Massachusetts",83,1.18547735959627
2025-03-22,"wk inc flu hosp",2024-12-07,"26","Michigan",91,0.906621836375481
2025-03-22,"wk inc flu hosp",2024-12-07,"27","Minnesota",40,0.697117332689662
2025-03-22,"wk inc flu hosp",2024-12-07,"28","Mississippi",39,1.32667049927033
2025-03-22,"wk inc flu hosp",2024-12-07,"29","Missouri",54,0.871508076943189
2025-03-22,"wk inc flu hosp",2024-12-07,"30","Montana",2,0.176551802064244
2025-03-22,"wk inc flu hosp",2024-12-07,"31","Nebraska",10,0.50546432205356
2025-03-22,"wk inc flu hosp",2024-12-07,"32","Nevada",81,2.53586527480014
2025-03-22,"wk inc flu hosp",2024-12-07,"33","New Hampshire",16,1.1411828645687
2025-03-22,"wk inc flu hosp",2024-12-07,"34","New Jersey",109,1.17319842197278
2025-03-22,"wk inc flu hosp",2024-12-07,"35","New Mexico",103,4.87142511886514
2025-03-22,"wk inc flu hosp",2024-12-07,"36","New York",275,1.40512475055204
2025-03-22,"wk inc flu hosp",2024-12-07,"37","North Carolina",65,0.599880522257829
2025-03-22,"wk inc flu hosp",2024-12-07,"38","North Dakota",2,0.255126121598212
2025-03-22,"wk inc flu hosp",2024-12-07,"39","Ohio",91,0.77210675266748
2025-03-22,"wk inc flu hosp",2024-12-07,"40","Oklahoma",40,0.98672265988854
2025-03-22,"wk inc flu hosp",2024-12-07,"41","Oregon",118,2.7873853333453
2025-03-22,"wk inc flu hosp",2024-12-07,"42","Pennsylvania",176,1.35784835966132
2025-03-22,"wk inc flu hosp",2024-12-07,"44","Rhode Island",10,0.912440394831208
2025-03-22,"wk inc flu hosp",2024-12-07,"45","South Carolina",40,0.744386165210926
2025-03-22,"wk inc flu hosp",2024-12-07,"46","South Dakota",1,0.108776288509526
2025-03-22,"wk inc flu hosp",2024-12-07,"47","Tennessee",115,1.61369785317847
2025-03-22,"wk inc flu hosp",2024-12-07,"48","Texas",530,1.73751686743674
2025-03-22,"wk inc flu hosp",2024-12-07,"49","Utah",64,1.87258575418684
2025-03-22,"wk inc flu hosp",2024-12-07,"50","Vermont",0,0
2025-03-22,"wk inc flu hosp",2024-12-07,"51","Virginia",68,0.78020142506085
2025-03-22,"wk inc flu hosp",2024-12-07,"53","Washington",78,0.998351440185949
2025-03-22,"wk inc flu hosp",2024-12-07,"54","West Virginia",13,0.734433816496626
2025-03-22,"wk inc flu hosp",2024-12-07,"55","Wisconsin",27,0.456778980723081
2025-03-22,"wk inc flu hosp",2024-12-07,"56","Wyoming",5,0.856080827727431
2025-03-22,"wk inc flu hosp",2024-12-07,"72","Puerto Rico",440,13.7255898962189
2025-03-22,"wk inc flu hosp",2024-12-07,"US","US",6307,1.88316497538875
2025-03-22,"wk inc flu hosp",2024-12-14,"01","Alabama",193,3.77804069634967
2025-03-22,"wk inc flu hosp",2024-12-14,"02","Alaska",25,3.40875313264413
2025-03-22,"wk inc flu hosp",2024-12-14,"04","Arizona",960,12.9182554326647
2025-03-22,"wk inc flu hosp",2024-12-14,"05","Arkansas",42,1.36908960756676
2025-03-22,"wk inc flu hosp",2024-12-14,"06","California",1407,3.61091500303874
2025-03-22,"wk inc flu hosp",2024-12-14,"08","Colorado",129,2.19476964276296
2025-03-22,"wk inc flu hosp",2024-12-14,"09","Connecticut",24,0.663501029532431
2025-03-22,"wk inc flu hosp",2024-12-14,"10","Delaware",15,1.4536433146944
2025-03-22,"wk inc flu hosp",2024-12-14,"11","District of Columbia",6,0.883688870822361
2025-03-22,"wk inc flu hosp",2024-12-14,"12","Florida",872,3.8565767414987
2025-03-22,"wk inc flu hosp",2024-12-14,"13","Georgia",214,1.94029917055837
2025-03-22,"wk inc flu hosp",2024-12-14,"15","Hawaii",34,2.36911014829236
2025-03-22,"wk inc flu hosp",2024-12-14,"16","Idaho",107,5.44605201946735
2025-03-22,"wk inc flu hosp",2024-12-14,"17","Illinois",240,1.91239798850792
2025-03-22,"wk inc flu hosp",2024-12-14,"18","Indiana",140,2.0401623444613
2025-03-22,"wk inc flu hosp",2024-12-14,"19","Iowa",23,0.71718027168036
2025-03-22,"wk inc flu hosp",2024-12-14,"20","Kansas",90,3.06065608223779
2025-03-22,"wk inc flu hosp",2024-12-14,"21","Kentucky",79,1.74541122551287
2025-03-22,"wk inc flu hosp",2024-12-14,"22","Louisiana",256,5.59715891711592
2025-03-22,"wk inc flu hosp",2024-12-14,"23","Maine",2,0.143295011470766
2025-03-22,"wk inc flu hosp",2024-12-14,"24","Maryland",73,1.18118141765394
2025-03-22,"wk inc flu hosp",2024-12-14,"25","Massachusetts",126,1.79964032902567
2025-03-22,"wk inc flu hosp",2024-12-14,"26","Michigan",167,1.66380051290885
2025-03-22,"wk inc flu hosp",2024-12-14,"27","Minnesota",92,1.60336986518622
2025-03-22,"wk inc flu hosp",2024-12-14,"28","Mississippi",61,2.07504872962795
2025-03-22,"wk inc flu hosp",2024-12-14,"29","Missouri",88,1.42023538464816
2025-03-22,"wk inc flu hosp",2024-12-14,"30","Montana",6,0.529655406192731
2025-03-22,"wk inc flu hosp",2024-12-14,"31","Nebraska",19,0.960382211901764
2025-03-22,"wk inc flu hosp",2024-12-14,"32","Nevada",113,3.5376885932397
2025-03-22,"wk inc flu hosp",2024-12-14,"33","New Hampshire",22,1.56912643878196
2025-03-22,"wk inc flu hosp",2024-12-14,"34","New Jersey",174,1.87281215984646
2025-03-22,"wk inc flu hosp",2024-12-14,"35","New Mexico",108,5.10790206638286
2025-03-22,"wk inc flu hosp",2024-12-14,"36","New York",434,2.21754233359848
2025-03-22,"wk inc flu hosp",2024-12-14,"37","North Carolina",173,1.59660508231699
2025-03-22,"wk inc flu hosp",2024-12-14,"38","North Dakota",5,0.63781530399553
2025-03-22,"wk inc flu hosp",2024-12-14,"39","Ohio",152,1.28967281764238
2025-03-22,"wk inc flu hosp",2024-12-14,"40","Oklahoma",57,1.40607979034117
2025-03-22,"wk inc flu hosp",2024-12-14,"41","Oregon",233,5.50390493787674
2025-03-22,"wk inc flu hosp",2024-12-14,"42","Pennsylvania",268,2.06763272948428
2025-03-22,"wk inc flu hosp",2024-12-14,"44","Rhode Island",28,2.55483310552738
2025-03-22,"wk inc flu hosp",2024-12-14,"45","South Carolina",79,1.47016267629158
2025-03-22,"wk inc flu hosp",2024-12-14,"46","South Dakota",8,0.870210308076204
2025-03-22,"wk inc flu hosp",2024-12-14,"47","Tennessee",216,3.03094553292652
2025-03-22,"wk inc flu hosp",2024-12-14,"48","Texas",708,2.32106026819851
2025-03-22,"wk inc flu hosp",2024-12-14,"49","Utah",87,2.54554625959773
2025-03-22,"wk inc flu hosp",2024-12-14,"50","Vermont",8,1.23558993241323
2025-03-22,"wk inc flu hosp",2024-12-14,"51","Virginia",140,1.60629705159587
2025-03-22,"wk inc flu hosp",2024-12-14,"53","Washington",186,2.38068420352034
2025-03-22,"wk inc flu hosp",2024-12-14,"54","West Virginia",21,1.18639308818686
2025-03-22,"wk inc flu hosp",2024-12-14,"55","Wisconsin",66,1.11657084176753
2025-03-22,"wk inc flu hosp",2024-12-14,"56","Wyoming",31,5.30770113191007
2025-03-22,"wk inc flu hosp",2024-12-14,"72","Puerto Rico",378,11.7915295017517
2025-03-22,"wk inc flu hosp",2024-12-14,"US","US",9191,2.74427925936229
2025-03-22,"wk inc flu hosp",2024-12-21,"01","Alabama",437,8.55442375287464
2025-03-22,"wk inc flu hosp",2024-12-21,"02","Alaska",18,2.45430225550377
2025-03-22,"wk inc flu hosp",2024-12-21,"04","Arizona",1492,20.077121984933
2025-03-22,"wk inc flu hosp",2024-12-21,"05","Arkansas",59,1.92324492491521
2025-03-22,"wk inc flu hosp",2024-12-21,"06","California",2445,6.27483097542979
2025-03-22,"wk inc flu hosp",2024-12-21,"08","Colorado",179,3.04545555081062
2025-03-22,"wk inc flu hosp",2024-12-21,"09","Connecticut",41,1.13348092545124
2025-03-22,"wk inc flu hosp",2024-12-21,"10","Delaware",43,4.16711083545727
2025-03-22,"wk inc flu hosp",2024-12-21,"11","District of Columbia",20,2.94562956940787
2025-03-22,"wk inc flu hosp",2024-12-21,"12","Florida",1251,5.53277236653082
2025-03-22,"wk inc flu hosp",2024-12-21,"13","Georgia",388,3.5179255989563
2025-03-22,"wk inc flu hosp",2024-12-21,"15","Hawaii",42,2.9265478302435
2025-03-22,"wk inc flu hosp",2024-12-21,"16","Idaho",188,9.56876429588655
2025-03-22,"wk inc flu hosp",2024-12-21,"17","Illinois",488,3.88854257663278
2025-03-22,"wk inc flu hosp",2024-12-21,"18","Indiana",284,4.1386150416215
2025-03-22,"wk inc flu hosp",2024-12-21,"19","Iowa",42,1.30963353959022
2025-03-22,"wk inc flu hosp",2024-12-21,"20","Kansas",120,4.08087477631705
2025-03-22,"wk inc flu hosp",2024-12-21,"21","Kentucky",200,4.41876259623513
2025-03-22,"wk inc flu hosp",2024-12-21,"22","Louisiana",421,9.20470275041328
2025-03-22,"wk inc flu hosp",2024-12-21,"23","Maine",10,0.716475057353828
2025-03-22,"wk inc flu hosp",2024-12-21,"24","Maryland",131,2.11965432483104
2025-03-22,"wk inc flu hosp",2024-12-21,"25","Massachusetts",137,1.95675178632156
2025-03-22,"wk inc flu hosp",2024-12-21,"26","Michigan",213,2.12209286975799
2025-03-22,"wk inc flu hosp",2024-12-21,"27","Minnesota",227,3.95614086301383
2025-03-22,"wk inc flu hosp",2024-12-21,"28","Mississippi",95,3.23163326745337
2025-03-22,"wk inc flu hosp",2024-12-21,"29","Missouri",249,4.01862057701581
2025-03-22,"wk inc flu hosp",2024-12-21,"30","Montana",27,2.38344932786729
2025-03-22,"wk inc flu hosp",2024-12-21,"31","Nebraska",78,3.94262171201777
2025-03-22,"wk inc flu hosp",2024-12-21,"32","Nevada",208,6.51185156985714
2025-03-22,"wk inc flu hosp",2024-12-21,"33","New Hampshire",24,1.71177429685305
2025-03-22,"wk inc flu hosp",2024-12-21,"34","New Jersey",335,3.60570157211818
2025-03-22,"wk inc flu hosp",2024-12-21,"35","New Mexico",207,9.79014562723382
2025-03-22,"wk inc flu hosp",2024-12-21,"36","New York",741,3.7861725096693
2025-03-22,"wk inc flu hosp",2024-12-21,"37","North Carolina",292,2.6948478846044
2025-03-22,"wk inc flu hosp",2024-12-21,"38","North Dakota",8,1.02050448639285
2025-03-22,"wk inc flu hosp",2024-12-21,"39","Ohio",301,2.55389156651551
2025-03-22,"wk inc flu hosp",2024-12-21,"40","Oklahoma",105,2.59014698220742
2025-03-22,"wk inc flu hosp",2024-12-21,"41","Oregon",386,9.11805710738378
2025-03-22,"wk inc flu hosp",2024-12-21,"42","Pennsylvania",492,3.79580336905323
2025-03-22,"wk inc flu hosp",2024-12-21,"44","Rhode Island",23,2.09861290811178
2025-03-22,"wk inc flu hosp",2024-12-21,"45","South Carolina",160,2.97754466084371
2025-03-22,"wk inc flu hosp",2024-12-21,"46","South Dakota",14,1.52286803913336
2025-03-22,"wk inc flu hosp",2024-12-21,"47","Tennessee",373,5.23399390639626
2025-03-22,"wk inc flu hosp",2024-12-21,"48","Texas",1172,3.8422071106337
2025-03-22,"wk inc flu hosp",2024-12-21,"49","Utah",163,4.7692418426946
2025-03-22,"wk inc flu hosp",2024-12-21,"50","Vermont",8,1.23558993241323
2025-03-22,"wk inc flu hosp",2024-12-21,"51","Virginia",192,2.20292167076005
2025-03-22,"wk inc flu hosp",2024-12-21,"53","Washington",416,5.32454101432506
2025-03-22,"wk inc flu hosp",2024-12-21,"54","West Virginia",37,2.09031163156732
2025-03-22,"wk inc flu hosp",2024-12-21,"55","Wisconsin",120,2.03012880321369
2025-03-22,"wk inc flu hosp",2024-12-21,"56","Wyoming",14,2.39702631763681
2025-03-22,"wk inc flu hosp",2024-12-21,"72","Puerto Rico",351,10.9492773944837
2025-03-22,"wk inc flu hosp",2024-12-21,"US","US",15467,4.61818815194827
2025-03-22,"wk inc flu hosp",2024-12-28,"01","Alabama",667,13.0567520438613
2025-03-22,"wk inc flu hosp",2024-12-28,"02","Alaska",32,4.36320400978448
2025-03-22,"wk inc flu hosp",2024-12-28,"04","Arizona",2241,30.1560525256266
2025-03-22,"wk inc flu hosp",2024-12-28,"05","Arkansas",128,4.17246356591775
2025-03-22,"wk inc flu hosp",2024-12-28,"06","California",3498,8.97724284337563
2025-03-22,"wk inc flu hosp",2024-12-28,"08","Colorado",475,8.08151612645276
2025-03-22,"wk inc flu hosp",2024-12-28,"09","Connecticut",148,4.09158968211666
2025-03-22,"wk inc flu hosp",2024-12-28,"10","Delaware",96,9.30331721404413
2025-03-22,"wk inc flu hosp",2024-12-28,"11","District of Columbia",38,5.59669618187495
2025-03-22,"wk inc flu hosp",2024-12-28,"12","Florida",2081,9.20359655855367
2025-03-22,"wk inc flu hosp",2024-12-28,"13","Georgia",800,7.25345484320887
2025-03-22,"wk inc flu hosp",2024-12-28,"15","Hawaii",57,3.9717434839019
2025-03-22,"wk inc flu hosp",2024-12-28,"16","Idaho",333,16.9489282475012
