geo_value,forecast_date,reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
ia,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,19,quantile,0.75,152.06991356712382
ia,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,19,quantile,0.8,200.00859846289933
ia,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,19,quantile,0.85,258.8844576061582
ia,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,19,quantile,0.9,285.9866311076298
ia,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,19,quantile,0.95,316.9216719598855
ia,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,19,quantile,0.975,342.8972431359019
ia,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,19,quantile,0.99,367.8123497337092
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.01,2.394148720032507
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.025,2.6484826786420235
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.05,3.2272102374090594
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.1,4.554937028976461
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.15,5.342068977993016
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.2,6.286920194660232
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.25,8.026001630596337
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.3,26.114309676066448
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.35,34.23049829173892
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.4,34.839480324103334
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.45,35.25568096637259
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.5,35.8765710945204
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.55,61.30178591910627
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.6,77.89810517850051
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.65,135.41617087747602
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.7,180.56879690808293
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.75,209.2191702271774
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.8,269.0805979431852
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.85,297.0489863705583
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.9,312.93332880943996
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.95,332.51298824579754
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.975,355.83942798335835
ia,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,19,quantile,0.99,371.97832396679877
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.01,7.947153018998574
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.025,11.832759844526153
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.05,15.10192370801023
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.1,18.180807696692174
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.15,19.578686548359485
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.2,20.49718522778363
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.25,21.150535166078726
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.3,21.66489712740326
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.35,22.004432917481186
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.4,22.35904827407079
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.45,22.605774295069335
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.5,22.980713935383836
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.55,23.330499426576626
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.6,23.661870092955688
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.65,24.327489315412336
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.7,25.122754564888155
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.75,26.609195038789668
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.8,32.10888292442786
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.85,39.8053149361894
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.9,50.43935416108173
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.95,92.83889752485499
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.975,145.58261535756634
id,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,16,quantile,0.99,209.7633127724848
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.01,4.3868154523559255
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.025,6.293197318137237
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.05,9.333829141205289
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.1,14.430864013547943
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.15,18.094951013604227
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.2,20.426575162718503
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.25,22.947876246897543
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.3,24.49880665937776
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.35,25.83776597004947
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.4,27.308292752265615
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.45,28.463301151599573
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.5,29.234705665051685
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.55,30.53683153842046
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.6,32.51438640987839
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.65,36.664289165876085
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.7,46.31690041626858
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.75,57.835714375447346
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.8,78.12942244986941
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.85,94.79180907463886
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.9,123.18128491695362
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.95,195.63783167766417
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.975,243.77571139977306
id,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,16,quantile,0.99,273.86160152591725
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.01,5.355061334515599
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.025,6.479390906332273
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.05,8.562227180649662
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.1,12.77734992644477
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.15,15.929606809835041
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.2,20.07420071302092
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.25,23.099750124224418
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.3,27.387523513961067
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.35,31.293837464732675
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.4,35.111349372442916
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.45,36.765159487989955
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.5,36.7970757308089
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.55,42.187022185988
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.6,52.955019222622376
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.65,65.61616656515085
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.7,81.40241744948585
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.75,99.8490851728906
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.8,114.984359026512
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.85,140.36507786515668
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.9,170.10178080019915
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.95,231.36502234690641
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.975,264.5152387316194
id,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,16,quantile,0.99,284.9807885668727
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.01,5.08133801506969
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.025,5.7702891053332515
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.05,7.079199724506965
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.1,10.501523864626533
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.15,12.86982466614106
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.2,16.88048814240923
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.25,22.27666989148724
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.3,27.992970371980036
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.35,33.79664595620702
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.4,40.67743942402219
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.45,45.25906931789886
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.5,48.048705123524954
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.55,62.13315572700597
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.6,78.15566118629316
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.65,96.10703519500998
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.7,115.73033173912543
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.75,131.1286596861331
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.8,148.15081775493985
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.85,170.67720235379335
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.9,196.02228851267918
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.95,251.31252452900472
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.975,274.25248967806016
id,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,16,quantile,0.99,289.19024332093124
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.01,4.881729090893518
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.025,5.169723386868524
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.05,5.820615134195699
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.1,7.9938380819059045
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.15,10.923745864166516
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.2,14.858949450752181
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.25,20.252385667093368
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.3,26.660257297388473
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.35,35.1963309301446
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.4,45.013921656022895
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.45,53.85925185378545
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.5,63.445524073186974
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.55,88.8517308993924
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.6,117.99645383491664
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.65,137.44647989992586
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.7,151.07812032958608
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.75,160.50053835212117
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.8,177.0567000345843
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.85,194.26732589881962
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.9,220.51947996185083
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.95,266.38743705950446
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.975,282.46726869783424
id,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,16,quantile,0.99,291.8905280496241
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.01,24.94494886018459
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.025,29.48706967644535
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.05,34.35930853836956
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.1,41.21351692631483
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.15,44.72429745485033
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.2,47.17955182254263
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.25,50.64191412741435
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.3,52.666877188214
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.35,53.95759684860475
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.4,55.81784447337513
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.45,56.984260049063295
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.5,58.90725142484291
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.55,61.903918057857304
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.6,64.46999018694311
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.65,68.46088238562264
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.7,73.17965696125944
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.75,84.78239655102499
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.8,114.69087381540953
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.85,147.54484729758943
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.9,218.90687995075035
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.95,391.4818536296682
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.975,617.9361046004066
il,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,17,quantile,0.99,928.8481901072754
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.01,22.210117045810257
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.025,25.311274415593754
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.05,30.1148943443678
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.1,38.75071670834511
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.15,46.08815238099104
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.2,55.65047267579003
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.25,61.8677098862962
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.3,64.42902530586734
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.35,69.13476219148289
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.4,74.30235925493828
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.45,75.40385719116138
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.5,75.93363037777978
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.55,84.35059273003905
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.6,98.58266899412382
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.65,125.69438339358463
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.7,161.00903871985827
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.75,217.51857943960277
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.8,308.40446192792473
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.85,412.13285827388836
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.9,589.1905213805471
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.95,860.6879497935712
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.975,1065.539115996896
il,2024-11-27,2024-11-30,wk inc flu hosp,0,2024-11-30,17,quantile,0.99,1229.2582860154603
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.01,21.948938374903857
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.025,24.558356757996435
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.05,28.575645365736044
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.1,37.25338033571192
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.15,47.0411474304633
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.2,67.94921889292873
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.25,72.30553422275715
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.3,83.97244914257242
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.35,98.78681268382317
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.4,100.47633968800368
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.45,103.43429238450949
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.5,104.112060719081
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.55,133.91503490362697
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.6,177.41517793978122
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.65,232.00876687434396
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.7,286.5153661638691
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.75,348.7829665938581
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.8,477.45253394083375
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.85,598.1396871140024
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.9,776.7051748605119
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.95,1015.1711695494264
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.975,1162.823429590704
il,2024-11-27,2024-11-30,wk inc flu hosp,1,2024-12-07,17,quantile,0.99,1286.0757964861482
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.01,21.787346914878526
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.025,23.839076384794616
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.05,27.042321028860485
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.1,34.57635496164247
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.15,42.41409800114768
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.2,62.274619953088475
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.25,84.65930058461149
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.3,105.42058220418372
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.35,128.91864591530634
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.4,137.09525123037287
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.45,137.6149156814661
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.5,138.3254266752206
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.55,210.9827878468201
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.6,284.5521983305879
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.65,348.02711741446143
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.7,407.38034317749543
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.75,514.4913059315312
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.8,632.7786921215086
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.85,750.9116335794457
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.9,911.1672160710561
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.95,1098.365576990576
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.975,1211.2412578140513
il,2024-11-27,2024-11-30,wk inc flu hosp,2,2024-12-14,17,quantile,0.99,1307.4577244830714
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.01,21.657525482259377
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.025,22.86594118631563
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.05,25.535778826969143
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.1,31.387682363584254
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.15,37.27809168988774
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.2,49.229861641690036
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.25,75.02730822926779
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.3,126.65273755921928
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.35,164.9888989587069
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.4,184.287766697943
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.45,196.74088053247368
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.5,221.05248094706235
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.55,339.8419291402984
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.6,429.1950973657617
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.65,487.82471911275024
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.7,536.0238667655706
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.75,585.3694471773969
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.8,706.6457152359129
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.85,856.5213204414208
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.9,1012.3796577669781
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.95,1161.388370980239
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.975,1258.5435670429274
il,2024-11-27,2024-11-30,wk inc flu hosp,3,2024-12-21,17,quantile,0.99,1322.3269293902206
in,2024-11-27,2024-11-30,wk inc flu hosp,-1,2024-11-23,18,quantile,0.01,14.07134202326337
