reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,value_median
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.25,0.0,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.3,0.0,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.35,48.00000000000006,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.4,111.99999999999997,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.45,168.00000000000006,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.5,224.0,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.55,269.99999999999994,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.6,306.5,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.65,349.99999999999994,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.7,384.0,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.75,423.4999999999999,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.8,462.49999999999994,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.85,504.5000000000001,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.9,560.0,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.95,640.25,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.975,717.0000000000001,224.0
2025-03-22,wk inc flu hosp,2,2025-04-05,17,quantile,0.99,816.8499999999999,224.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.01,0.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.025,0.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.05,0.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.1,0.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.15,0.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.2,0.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.25,0.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.3,0.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.35,0.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.4,47.99999999999997,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.45,104.00000000000006,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.5,160.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.55,200.25000000000006,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.6,237.00000000000003,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.65,275.5,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.7,310.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.75,350.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.8,385.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.85,427.75000000000006,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.9,480.0,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.95,561.25,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.975,634.8750000000001,160.0
2025-03-22,wk inc flu hosp,3,2025-04-12,17,quantile,0.99,735.0999999999999,160.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.01,206.6,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.025,235.39999999999998,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.05,261.0,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.1,291.4,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.15,313.8,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.2,331.4,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.25,345.8,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.3,360.2,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.35,374.6,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.4,387.4,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.45,400.2,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.5,413.0,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.55,422.2,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.6,431.7,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.65,439.25,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.7,448.0,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.75,455.75,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.8,464.3,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.85,474.2,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.9,485.0,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.95,502.25,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.975,517.4,413.0
2025-03-22,wk inc flu hosp,0,2025-03-22,18,quantile,0.99,537.96,413.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.01,159.2,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.025,197.59999999999997,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.05,234.39999999999998,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.1,277.6,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.15,309.6,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.2,335.2,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.25,359.2,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.3,380.0,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.35,400.8,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.4,420.0,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.45,440.8,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.5,460.0,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.55,474.95,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.6,488.6,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.65,502.0,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.7,515.0,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.75,528.4,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.8,541.9,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.85,557.75,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.9,576.0,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.95,604.75,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.975,632.55,460.0
2025-03-22,wk inc flu hosp,1,2025-03-29,18,quantile,0.99,668.03,460.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.01,86.59999999999997,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.025,125.0,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.05,160.2,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.1,205.0,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.15,237.0,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.2,264.2,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.25,288.2,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.3,310.6,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.35,333.0,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.4,353.8,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.45,374.6,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.5,397.0,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.55,411.95,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.6,427.8,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.65,442.15,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.7,457.0,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.75,471.1,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.8,487.0,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.85,504.1,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.9,525.8,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.95,559.0,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.975,590.575,397.0
2025-03-22,wk inc flu hosp,2,2025-04-05,18,quantile,0.99,632.72,397.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.01,67.39999999999998,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.025,73.0,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.05,106.6,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.1,148.2,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.15,180.2,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.2,205.79999999999998,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.25,229.8,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.3,252.2,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.35,273.0,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.4,295.4,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.45,316.2,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.5,337.0,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.55,353.1,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.6,368.9,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.65,383.2,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.7,398.0,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.75,413.0,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.8,429.7,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.85,447.5,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.9,469.79999999999995,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.95,505.75,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.975,540.0,337.0
2025-03-22,wk inc flu hosp,3,2025-04-12,18,quantile,0.99,586.21,337.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.01,71.0,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.025,83.8,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.05,96.6,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.1,109.4,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.15,120.6,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.2,128.6,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.25,135.0,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.3,143.0,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.35,149.4,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.4,154.2,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.45,160.6,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.5,167.0,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.55,171.6,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.6,175.8,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.65,179.6,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.7,184.0,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.75,187.9,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.8,191.3,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.85,195.9,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.9,201.39999999999998,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.95,209.75,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.975,217.75,167.0
2025-03-22,wk inc flu hosp,0,2025-03-22,19,quantile,0.99,227.35,167.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.01,36.0,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.025,52.0,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.05,66.39999999999999,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.1,82.39999999999999,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.15,95.19999999999999,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.2,106.4,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.25,114.4,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.3,124.0,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.35,132.0,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.4,140.0,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.45,148.0,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.5,156.0,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.55,161.75,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.6,168.1,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.65,173.85,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.7,179.0,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.75,184.5,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.8,190.2,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.85,196.8,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.9,204.0,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.95,216.75,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.975,228.5,156.0
2025-03-22,wk inc flu hosp,1,2025-03-29,19,quantile,0.99,244.04,156.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.01,29.0,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.025,29.799999999999997,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.05,44.19999999999999,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.1,63.39999999999999,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.15,76.2,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.2,87.4,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.25,98.6,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.3,108.19999999999999,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.35,116.2,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.4,125.8,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.45,135.4,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.5,145.0,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.55,151.9,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.6,158.2,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.65,164.95,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.7,171.0,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.75,177.3,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.8,184.6,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.85,192.60000000000002,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.9,201.79999999999998,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.95,217.75,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.975,232.72500000000002,145.0
2025-03-22,wk inc flu hosp,2,2025-04-05,19,quantile,0.99,252.20999999999998,145.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.01,27.19999999999999,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.025,27.19999999999999,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.05,30.39999999999999,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.1,48.0,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.15,62.39999999999999,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.2,75.19999999999999,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.25,86.4,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.3,96.0,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.35,105.6,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.4,116.8,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.45,126.4,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.5,136.0,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.55,144.05,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.6,151.4,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.65,158.05,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.7,166.0,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.75,173.05,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.8,181.0,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.85,189.55,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.9,200.79999999999998,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.95,219.25,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.975,236.775,136.0
2025-03-22,wk inc flu hosp,3,2025-04-12,19,quantile,0.99,260.96,136.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.01,53.0,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.025,62.599999999999994,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.05,70.6,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.1,81.8,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.15,89.8,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.2,96.2,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.25,101.0,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.3,105.8,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.35,110.6,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.4,115.4,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.45,120.2,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.5,125.0,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.55,128.45,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.6,130.5,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.65,134.45,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.7,137.0,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.75,140.2,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.8,143.0,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.85,146.25,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.9,150.6,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.95,156.5,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.975,161.975,125.0
2025-03-22,wk inc flu hosp,0,2025-03-22,20,quantile,0.99,169.73,125.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.01,31.799999999999997,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.025,44.599999999999994,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.05,55.8,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.1,70.19999999999999,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.15,81.4,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.2,89.4,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.25,97.4,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.3,103.8,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.35,111.8,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.4,118.2,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.45,124.6,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.5,131.0,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.55,135.6,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.6,140.9,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.65,144.65,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.7,149.0,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.75,153.8,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.8,158.9,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.85,164.15,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.9,170.2,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.95,180.5,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.975,189.72500000000002,131.0
2025-03-22,wk inc flu hosp,1,2025-03-29,20,quantile,0.99,202.0,131.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.01,20.39999999999999,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.025,20.39999999999999,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.05,30.0,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.1,42.8,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.15,52.4,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.2,60.4,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.25,68.4,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.3,74.8,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.35,82.8,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.4,89.2,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.45,95.6,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.5,102.0,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.55,106.6,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.6,111.9,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.65,115.65,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.7,121.0,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.75,125.75,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.8,129.9,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.85,136.0,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.9,142.79999999999998,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.95,153.0,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.975,163.625,102.0
2025-03-22,wk inc flu hosp,2,2025-04-05,20,quantile,0.99,177.26,102.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.01,18.200000000000003,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.025,18.200000000000003,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.05,18.200000000000003,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.1,30.199999999999996,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.15,39.8,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.2,47.8,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.25,55.8,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.3,62.2,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.35,70.2,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.4,76.6,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.45,83.0,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.5,91.0,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.55,95.6,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.6,100.9,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.65,105.7,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.7,111.0,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.75,115.7,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.8,120.69999999999999,91.0
2025-03-22,wk inc flu hosp,3,2025-04-12,20,quantile,0.85,126.7,91.0
