"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","location_name","model_id"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.15",53,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.2",56,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.25",59,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.3",62,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.35",64,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.4",67,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.45",71,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.5",75,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.55",78,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.6",80,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.65",82,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.7",84,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.75",88,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.8",93,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.85",98,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.9",104,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.95",115,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.975",126,"Georgia","Ensemble"
2025-11-22,"13",0,"wk inc flu hosp",2025-11-22,"quantile","0.99",140,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.01",32,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.025",38,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.05",46,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.1",55,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.15",62,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.2",66,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.25",72,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.3",76,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.35",82,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.4",87,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.45",91,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.5",95,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.55",100,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.6",104,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.65",109,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.7",115,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.75",121,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.8",130,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.85",138,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.9",151,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.95",171,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.975",195,"Georgia","Ensemble"
2025-11-22,"13",1,"wk inc flu hosp",2025-11-29,"quantile","0.99",227,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.01",38,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.025",48,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.05",55,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.1",64,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.15",71,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.2",82,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.25",90,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.3",94,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.35",98,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.4",104,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.45",107,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.5",112,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.55",127,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.6",135,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.65",143,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.7",150,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.75",161,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.8",172,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.85",189,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.9",211,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.95",250,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.975",266,"Georgia","Ensemble"
2025-11-22,"13",2,"wk inc flu hosp",2025-12-06,"quantile","0.99",296,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.01",45,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.025",53,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.05",64,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.1",73,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.15",81,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.2",89,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.25",99,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.3",110,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.35",120,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.4",129,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.45",133,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.5",139,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.55",146,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.6",153,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.65",171,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.7",198,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.75",215,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.8",234,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.85",254,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.9",281,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.95",326,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.975",365,"Georgia","Ensemble"
2025-11-22,"13",3,"wk inc flu hosp",2025-12-13,"quantile","0.99",417,"Georgia","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.01",4,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.025",6,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.05",7,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.1",8,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.15",9,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.2",10,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.25",10,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.3",11,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.35",12,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.4",12,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.45",13,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.5",15,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.55",16,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.6",16,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.65",17,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.7",18,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.75",19,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.8",21,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.85",23,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.9",24,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.95",29,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.975",33,"Hawaii","Ensemble"
2025-11-22,"15",0,"wk inc flu hosp",2025-11-22,"quantile","0.99",39,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.01",4,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.025",6,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.05",7,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.1",9,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.15",11,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.2",12,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.25",13,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.3",14,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.35",15,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.4",15,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.45",16,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.5",19,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.55",20,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.6",21,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.65",22,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.7",24,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.75",25,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.8",27,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.85",29,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.9",33,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.95",40,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.975",46,"Hawaii","Ensemble"
2025-11-22,"15",1,"wk inc flu hosp",2025-11-29,"quantile","0.99",55,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.01",5,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.025",6,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.05",7,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.1",9,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.15",12,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.2",13,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.25",15,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.3",17,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.35",18,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.4",19,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.45",20,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.5",24,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.55",25,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.6",28,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.65",29,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.7",32,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.75",34,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.8",37,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.85",40,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.9",44,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.95",54,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.975",62,"Hawaii","Ensemble"
2025-11-22,"15",2,"wk inc flu hosp",2025-12-06,"quantile","0.99",72,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.01",3,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.025",4,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.05",6,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.1",9,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.15",11,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.2",14,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.25",16,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.3",18,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.35",19,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.4",21,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.45",25,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.5",28,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.55",29,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.6",31,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.65",35,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.7",38,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.75",41,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.8",46,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.85",52,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.9",59,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.95",72,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.975",82,"Hawaii","Ensemble"
2025-11-22,"15",3,"wk inc flu hosp",2025-12-13,"quantile","0.99",98,"Hawaii","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.01",3,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.025",4,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.05",5,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.1",7,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.15",8,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.2",8,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.25",9,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.3",11,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.35",12,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.4",13,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.45",13,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.5",15,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.55",15,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.6",16,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.65",17,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.7",18,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.75",19,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.8",20,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.85",22,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.9",23,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.95",26,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.975",29,"Idaho","Ensemble"
2025-11-22,"16",0,"wk inc flu hosp",2025-11-22,"quantile","0.99",35,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.01",5,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.025",5,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.05",7,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.1",9,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.15",10,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.2",11,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.25",12,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.3",14,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.35",15,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.4",15,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.45",16,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.5",17,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.55",20,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.6",21,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.65",23,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.7",24,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.75",24,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.8",25,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.85",28,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.9",31,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.95",37,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.975",45,"Idaho","Ensemble"
2025-11-22,"16",1,"wk inc flu hosp",2025-11-29,"quantile","0.99",56,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.01",5,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.025",6,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.05",8,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.1",10,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.15",12,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.2",14,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.25",15,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.3",17,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.35",18,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.4",19,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.45",21,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.5",23,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.55",24,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.6",26,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.65",29,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.7",32,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.75",34,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.8",37,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.85",42,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.9",46,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.95",53,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.975",62,"Idaho","Ensemble"
2025-11-22,"16",2,"wk inc flu hosp",2025-12-06,"quantile","0.99",74,"Idaho","Ensemble"
2025-11-22,"16",3,"wk inc flu hosp",2025-12-13,"quantile","0.01",4,"Idaho","Ensemble"
2025-11-22,"16",3,"wk inc flu hosp",2025-12-13,"quantile","0.025",6,"Idaho","Ensemble"
2025-11-22,"16",3,"wk inc flu hosp",2025-12-13,"quantile","0.05",8,"Idaho","Ensemble"
2025-11-22,"16",3,"wk inc flu hosp",2025-12-13,"quantile","0.1",11,"Idaho","Ensemble"
2025-11-22,"16",3,"wk inc flu hosp",2025-12-13,"quantile","0.15",13,"Idaho","Ensemble"
2025-11-22,"16",3,"wk inc flu hosp",2025-12-13,"quantile","0.2",16,"Idaho","Ensemble"
2025-11-22,"16",3,"wk inc flu hosp",2025-12-13,"quantile","0.25",18,"Idaho","Ensemble"
