"target","target_end_date","location","observation","weekly_rate"
"wk inc flu hosp",2024-12-28,"38",22,2.80638733758033
"wk inc flu hosp",2024-12-28,"31",129,6.52048975449092
"wk inc flu hosp",2024-12-28,"33",53,3.78016823888381
"wk inc flu hosp",2024-12-28,"34",723,7.78185742281027
"wk inc flu hosp",2024-12-28,"35",226,10.6887580278012
"wk inc flu hosp",2024-12-28,"32",235,7.35713999479052
"wk inc flu hosp",2024-12-28,"36",1539,7.86358905854394
"wk inc flu hosp",2024-12-28,"39",698,5.92231333364727
"wk inc flu hosp",2024-12-28,"40",283,6.98106281871142
"wk inc flu hosp",2024-12-28,"41",548,12.9448064633324
"wk inc flu hosp",2024-12-28,"42",1005,7.75362273556605
"wk inc flu hosp",2024-12-28,"72",26,0.811057584776574
"wk inc flu hosp",2024-12-28,"44",45,4.10598177674043
"wk inc flu hosp",2024-12-28,"45",327,6.08535690059932
"wk inc flu hosp",2024-12-28,"46",33,3.58961752081434
"wk inc flu hosp",2024-12-28,"47",747,10.4820199680376
"wk inc flu hosp",2024-12-28,"48",2037,6.67796577163895
"wk inc flu hosp",2024-12-28,"US",27037,8.07279712059388
"wk inc flu hosp",2024-12-28,"49",287,8.3973767414316
"wk inc flu hosp",2024-12-28,"51",349,4.00426907862113
"wk inc flu hosp",2024-12-28,"50",19,2.93452608948142
"wk inc flu hosp",2024-12-28,"53",525,6.71967315509774
"wk inc flu hosp",2024-12-28,"55",253,4.28018822677554
"wk inc flu hosp",2024-12-28,"54",102,5.76248071405045
"wk inc flu hosp",2024-12-28,"56",90,15.4094548990938
"wk inc flu hosp",2025-01-04,"02",62,8.45370776895744
"wk inc flu hosp",2025-01-04,"01",690,13.50698487296
"wk inc flu hosp",2025-01-04,"05",208,6.78025329461635
"wk inc flu hosp",2025-01-04,"04",2831,38.0953970102851
"wk inc flu hosp",2025-01-04,"06",3598,9.23388214707419
"wk inc flu hosp",2025-01-04,"08",760,12.9304258023244
"wk inc flu hosp",2025-01-04,"09",290,8.01730410685021
"wk inc flu hosp",2025-01-04,"11",96,14.1390219331578
"wk inc flu hosp",2025-01-04,"10",185,17.9282675478975
"wk inc flu hosp",2025-01-04,"12",2472,10.9328643405789
"wk inc flu hosp",2025-01-04,"13",1103,10.0007008650742
"wk inc flu hosp",2025-01-04,"15",62,4.32014203512136
"wk inc flu hosp",2025-01-04,"19",165,5.14498890553301
"wk inc flu hosp",2025-01-04,"16",238,12.113648417133
"wk inc flu hosp",2025-01-04,"17",1551,12.3588720007324
"wk inc flu hosp",2025-01-04,"18",806,11.7455060688272
"wk inc flu hosp",2025-01-04,"20",348,11.8345368513194
"wk inc flu hosp",2025-01-04,"21",632,13.963289804103
"wk inc flu hosp",2025-01-04,"22",604,13.2057968200704
"wk inc flu hosp",2025-01-04,"25",520,7.42708707216943
"wk inc flu hosp",2025-01-04,"24",407,6.58549091760483
"wk inc flu hosp",2025-01-04,"23",88,6.30498050471369
"wk inc flu hosp",2025-01-04,"26",564,5.61906281006342
"wk inc flu hosp",2025-01-04,"27",1358,23.667133444814
"wk inc flu hosp",2025-01-04,"29",824,13.2985676926146
"wk inc flu hosp",2025-01-04,"28",268,9.1166075334474
"wk inc flu hosp",2025-01-04,"30",69,6.09103717121641
"wk inc flu hosp",2025-01-04,"37",910,8.3983273116096
"wk inc flu hosp",2025-01-04,"38",56,7.14353140474994
"wk inc flu hosp",2025-01-04,"31",181,9.14890422916944
"wk inc flu hosp",2025-01-04,"33",371,26.4611776721867
"wk inc flu hosp",2025-01-04,"34",1350,14.5304391712225
"wk inc flu hosp",2025-01-04,"35",291,13.7629583455316
"wk inc flu hosp",2025-01-04,"32",358,11.2078983750426
"wk inc flu hosp",2025-01-04,"36",2500,12.7738613686549
"wk inc flu hosp",2025-01-04,"39",1286,10.9113108124218
"wk inc flu hosp",2025-01-04,"40",404,9.96589886487425
"wk inc flu hosp",2025-01-04,"41",534,12.6140997288677
"wk inc flu hosp",2025-01-04,"42",1675,12.9227045592768
"wk inc flu hosp",2025-01-04,"72",1066,33.2533609758395
"wk inc flu hosp",2025-01-04,"44",88,8.02947547451463
"wk inc flu hosp",2025-01-04,"45",493,9.17455948622467
"wk inc flu hosp",2025-01-04,"46",45,4.89493298292865
"wk inc flu hosp",2025-01-04,"47",1058,14.8460202492419
"wk inc flu hosp",2025-01-04,"48",2512,8.23517428490772
"wk inc flu hosp",2025-01-04,"US",38220,11.411854345863
"wk inc flu hosp",2025-01-04,"49",387,11.3232919823485
"wk inc flu hosp",2025-01-04,"51",624,7.15949542997015
"wk inc flu hosp",2025-01-04,"50",33,5.09680847120458
"wk inc flu hosp",2025-01-04,"53",491,6.28449432219617
"wk inc flu hosp",2025-01-04,"55",386,6.53024765033738
"wk inc flu hosp",2025-01-04,"54",198,11.1859919743332
"wk inc flu hosp",2025-01-04,"56",121,20.7171560310038
"wk inc flu hosp",2025-01-11,"02",36,4.90860451100755
"wk inc flu hosp",2025-01-11,"01",469,9.18083464553365
"wk inc flu hosp",2025-01-11,"05",110,3.58571087696057
"wk inc flu hosp",2025-01-11,"04",1461,19.6599699865865
"wk inc flu hosp",2025-01-11,"06",2981,7.65041764325407
"wk inc flu hosp",2025-01-11,"08",495,8.42179048967182
"wk inc flu hosp",2025-01-11,"09",277,7.65790771585347
"wk inc flu hosp",2025-01-11,"11",40,5.89125913881574
"wk inc flu hosp",2025-01-11,"10",74,7.17130701915902
"wk inc flu hosp",2025-01-11,"12",2280,10.0837098286893
"wk inc flu hosp",2025-01-11,"13",793,7.18998711333079
"wk inc flu hosp",2025-01-11,"15",58,4.04142319414579
"wk inc flu hosp",2025-01-11,"19",248,7.73307423377083
"wk inc flu hosp",2025-01-11,"16",141,7.17657322191491
"wk inc flu hosp",2025-01-11,"17",1285,10.2392975634695
"wk inc flu hosp",2025-01-11,"18",497,7.24257632283762
"wk inc flu hosp",2025-01-11,"20",225,7.65164020559447
"wk inc flu hosp",2025-01-11,"21",397,8.77124375352673
"wk inc flu hosp",2025-01-11,"22",458,10.0136671251527
"wk inc flu hosp",2025-01-11,"25",505,7.21284417585685
"wk inc flu hosp",2025-01-11,"24",348,5.63083744306261
"wk inc flu hosp",2025-01-11,"23",92,6.59157052765522
"wk inc flu hosp",2025-01-11,"26",449,4.47333191794056
"wk inc flu hosp",2025-01-11,"27",1406,24.5036742440416
"wk inc flu hosp",2025-01-11,"29",474,7.64990423094577
"wk inc flu hosp",2025-01-11,"28",216,7.3477135344203
"wk inc flu hosp",2025-01-11,"30",57,5.03172635883094
"wk inc flu hosp",2025-01-11,"37",730,6.737119711511
"wk inc flu hosp",2025-01-11,"38",36,4.59227018876782
"wk inc flu hosp",2025-01-11,"31",165,8.34016131388374
"wk inc flu hosp",2025-01-11,"33",69,4.92135110345251
"wk inc flu hosp",2025-01-11,"34",1074,11.5597716073281
"wk inc flu hosp",2025-01-11,"35",213,10.0739179642551
"wk inc flu hosp",2025-01-11,"32",234,7.32583301608928
"wk inc flu hosp",2025-01-11,"36",2077,10.6125240250785
"wk inc flu hosp",2025-01-11,"39",941,7.98409290395713
"wk inc flu hosp",2025-01-11,"40",160,3.94689063955416
"wk inc flu hosp",2025-01-11,"41",315,7.44090152545568
"wk inc flu hosp",2025-01-11,"42",1587,12.2437803794461
"wk inc flu hosp",2025-01-11,"72",1434,44.7329452526772
"wk inc flu hosp",2025-01-11,"44",64,5.83961852691973
"wk inc flu hosp",2025-01-11,"45",404,7.51830026863036
"wk inc flu hosp",2025-01-11,"46",46,5.00370927143817
"wk inc flu hosp",2025-01-11,"47",675,9.47170479039538
"wk inc flu hosp",2025-01-11,"48",1959,6.42225574209165
"wk inc flu hosp",2025-01-11,"US",29883,8.92256523855112
"wk inc flu hosp",2025-01-11,"49",256,7.49034301674735
"wk inc flu hosp",2025-01-11,"51",423,4.85331180589323
"wk inc flu hosp",2025-01-11,"50",30,4.63346224654962
"wk inc flu hosp",2025-01-11,"53",529,6.77087066485086
"wk inc flu hosp",2025-01-11,"55",383,6.47949443025704
"wk inc flu hosp",2025-01-11,"54",144,8.13526689042417
"wk inc flu hosp",2025-01-11,"56",62,10.6154022638201
