"as_of","target","target_end_date","location","horizon","output_type_id","oracle_value"
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",1,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"17",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",1,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",2,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"18",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",0,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",1,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"19",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",1,"stable",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",2,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"20",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",1,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"21",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",1,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",2,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"22",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",0,"stable",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",1,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"23",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",0,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",1,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",2,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"24",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",0,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",1,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"25",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",0,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",1,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"26",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",0,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",1,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"27",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",1,"stable",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"28",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",1,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"29",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",0,"stable",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",1,"stable",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",2,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"30",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",1,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"31",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",1,"stable",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",2,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",2,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"32",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",0,"decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",0,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",1,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",1,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",3,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",3,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"33",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",1,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",1,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",1,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",2,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",2,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",2,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",2,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",2,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",3,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",3,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",3,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",3,"large_increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"34",3,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"35",0,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"35",0,"increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"35",0,"large_decrease",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"35",0,"large_increase",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"35",0,"stable",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"35",1,"decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"35",1,"increase",1
2025-04-12,"wk flu hosp rate change",2025-01-11,"35",1,"large_decrease",0
2025-04-12,"wk flu hosp rate change",2025-01-11,"35",1,"large_increase",0
