reference_date,target,horizon,target_end_date,location,location_name,output_type,output_type_id,value
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.45,0.002390305501074077
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.45,0.002488330779824187
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.45,0.002265462966320456
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.5,0.002197216167057753
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.5,0.002573878418125701
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.5,0.0027950652111967487
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.5,0.002737738302035277
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.55,0.002265002149252592
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.55,0.00275685156638318
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.55,0.0031352382583414882
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.55,0.003177035954312124
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.6000000000000001,0.0023140940776165664
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.6000000000000001,0.002877999919049603
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.6000000000000001,0.0033259810698090288
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.6000000000000001,0.0034901858401316013
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.6500000000000001,0.0023809865135098196
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.6500000000000001,0.003067348842811164
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.6500000000000001,0.0036456410461420245
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.6500000000000001,0.003939946600279286
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.7000000000000001,0.002530840626394447
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.7000000000000001,0.0032941208896453585
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.7000000000000001,0.0040004370323768815
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.7000000000000001,0.0044252508833298124
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.7500000000000001,0.002611613608886393
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.7500000000000001,0.003466863045188336
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.7500000000000001,0.004259463802270699
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.7500000000000001,0.00480673367211803
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.8,0.0026761923156396143
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.8,0.0036320389412789053
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.8,0.004543652550165298
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.8,0.005209280035382967
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.8500000000000001,0.0027631714736823213
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.8500000000000001,0.003815697158451591
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.8500000000000001,0.004854669440152757
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.8500000000000001,0.005653340850575006
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.9000000000000001,0.002975957347925451
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.9000000000000001,0.004251914695850902
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.9000000000000001,0.0056183700880266425
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.9000000000000001,0.006787934498830527
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.95,0.003200350011917236
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.95,0.004884818239144793
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.95,0.006662292704706982
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.95,0.008194428533422818
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.975,0.0037444927902966106
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.975,0.006495398880313124
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.975,0.010095150914966856
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.975,0.012280515526645996
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,20,Kansas,quantile,0.99,0.003783564312229937
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,20,Kansas,quantile,0.99,0.006609219563695626
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,20,Kansas,quantile,0.99,0.010283297169907755
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,20,Kansas,quantile,0.99,0.013668795627542012
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.01,8
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.01,5
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.01,0
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.01,0
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.025,8
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.025,5
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.025,0
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.025,0
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.05,8
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.05,5
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.05,0
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.05,0
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.1,8
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.1,5
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.1,0
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.1,0
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.15000000000000002,9
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.15000000000000002,7
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.15000000000000002,3
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.15000000000000002,0
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.2,10
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.2,9
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.2,8
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.2,2
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.25,10
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.25,11
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.25,11
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.25,7
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.3,11
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.3,14
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.3,16
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.3,15
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.35000000000000003,12
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.35000000000000003,16
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.35000000000000003,19
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.35000000000000003,20
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.4,13
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.4,18
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.4,22
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.4,24
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.45,14
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.45,19
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.45,24
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.45,27
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.5,14
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.5,20
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.5,25
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.5,29
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.55,14
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.55,21
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.55,26
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.55,31
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.6000000000000001,15
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.6000000000000001,21
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.6000000000000001,28
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.6000000000000001,32
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.6500000000000001,15
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.6500000000000001,22
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.6500000000000001,29
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.6500000000000001,35
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.7000000000000001,16
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.7000000000000001,24
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.7000000000000001,31
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.7000000000000001,37
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.7500000000000001,17
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.7500000000000001,26
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.7500000000000001,34
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.7500000000000001,42
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.8,17
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.8,28
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.8,38
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.8,46
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.8500000000000001,18
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.8500000000000001,29
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.8500000000000001,42
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.8500000000000001,55
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.9000000000000001,21
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.9000000000000001,35
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.9000000000000001,53
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.9000000000000001,74
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.95,25
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.95,48
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.95,81
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.95,130
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.975,34
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.975,73
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.975,120
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.975,171
2025-11-29,wk inc flu hosp,0,2025-11-29,20,Kansas,quantile,0.99,34
2025-11-29,wk inc flu hosp,1,2025-12-06,20,Kansas,quantile,0.99,73
2025-11-29,wk inc flu hosp,2,2025-12-13,20,Kansas,quantile,0.99,120
2025-11-29,wk inc flu hosp,3,2025-12-20,20,Kansas,quantile,0.99,171
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.01,9.234081063368145e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.01,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.01,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.01,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.025,9.234081063368145e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.025,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.025,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.025,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.05,9.234081063368145e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.05,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.05,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.05,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.1,9.234081063368145e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.1,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.1,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.1,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.15000000000000002,9.234081063368145e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.15000000000000002,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.15000000000000002,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.15000000000000002,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.2,9.234081063368145e-4
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.2,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.2,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.2,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.25,0.00132166014945538
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.25,0
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.25,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.25,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.3,0.0016537910750429124
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.3,4.747380675198232e-4
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.3,0
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.3,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.35000000000000003,0.001973062780080305
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.35000000000000003,0.0011952075623738027
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.35000000000000003,1.0202980866208695e-4
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.35000000000000003,0
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.4,0.0023588127989311583
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.4,0.0018665214670044146
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.4,0.001218877683827755
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.4,3.135946773403708e-4
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.45,0.0028042964375033282
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.45,0.0025493254559266175
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.45,0.0022072453535356097
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.45,0.0015711598528049102
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.5,0.003102376189331404
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.5,0.0032337332010317
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.5,0.0031096442853960652
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.5,0.002699880671635819
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.55,0.003327405247924807
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.55,0.0035692808887976485
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.55,0.00365992210336895
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.55,0.0035099498092735493
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.6000000000000001,0.003441658065948705
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.6000000000000001,0.0040052967974478085
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.6000000000000001,0.004370255053591936
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.6000000000000001,0.0045749470935593384
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.6500000000000001,0.0035769948082944613
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.6500000000000001,0.0043118280173969955
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.6500000000000001,0.0048237643382844815
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.6500000000000001,0.0051296103456251515
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.7000000000000001,0.0036870099004192537
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.7000000000000001,0.004498504256006739
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.7000000000000001,0.005105758001085666
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.7000000000000001,0.005491949155543961
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.7500000000000001,0.003736715074766421
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.7500000000000001,0.0046050454301210355
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.7500000000000001,0.0053078877716707185
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.7500000000000001,0.005857627401717597
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.8,0.0038138442717990184
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.8,0.004765198674204149
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.8,0.0055512475446841915
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.8,0.006188557116014943
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.8500000000000001,0.003907762711844283
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.8500000000000001,0.005081892239389561
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.8500000000000001,0.006059970487625099
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.8500000000000001,0.006856824564071487
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.9000000000000001,0.004124701168921414
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.9000000000000001,0.005515050346047457
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.9000000000000001,0.006730782365687057
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.9000000000000001,0.007820382660223349
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.95,0.004548615859421889
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.95,0.006610907030339962
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.95,0.008504654225976484
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.95,0.010145133032070663
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.975,0.005791144588958014
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.975,0.010620889381492402
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.975,0.013635462448324875
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.975,0.016135046628140758
2025-11-29,wk inc flu prop ed visits,0,2025-11-29,21,Kentucky,quantile,0.99,0.005879194040986404
2025-11-29,wk inc flu prop ed visits,1,2025-12-06,21,Kentucky,quantile,0.99,0.011016578068005566
2025-11-29,wk inc flu prop ed visits,2,2025-12-13,21,Kentucky,quantile,0.99,0.014031151134838042
2025-11-29,wk inc flu prop ed visits,3,2025-12-20,21,Kentucky,quantile,0.99,0.020653334826015127
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.01,20
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.01,12
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.01,0
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.01,0
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.025,20
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.025,12
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.025,0
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.025,0
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.05,20
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.05,12
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.05,0
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.05,0
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.1,20
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.1,12
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.1,0
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.1,0
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.15000000000000002,23
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.15000000000000002,20
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.15000000000000002,17
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.15000000000000002,7
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.2,26
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.2,30
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.2,32
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.2,29
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.25,27
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.25,33
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.25,37
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.25,38
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.3,28
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.3,36
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.3,42
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.3,46
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.35000000000000003,29
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.35000000000000003,38
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.35000000000000003,47
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.35000000000000003,53
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.4,30
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.4,41
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.4,51
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.4,58
2025-11-29,wk inc flu hosp,0,2025-11-29,21,Kentucky,quantile,0.45,32
2025-11-29,wk inc flu hosp,1,2025-12-06,21,Kentucky,quantile,0.45,44
2025-11-29,wk inc flu hosp,2,2025-12-13,21,Kentucky,quantile,0.45,55
2025-11-29,wk inc flu hosp,3,2025-12-20,21,Kentucky,quantile,0.45,64
