horizon,location,output_type,output_type_id,reference_date,target,target_end_date,total,value
3,22,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-25,,535.0
3,22,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-25,,573.0
3,22,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-25,,608.0
3,22,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-25,,639.0
3,22,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-25,,668.0
3,22,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-25,,699.0
3,22,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-25,,729.0
3,22,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-25,,760.0
3,22,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-25,,792.0
3,22,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-25,,826.0
3,22,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-25,,862.0
3,22,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-25,,905.0
3,22,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-25,,953.0
3,22,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-25,,1008.0
3,22,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-25,,1076.0
3,22,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-25,,1162.0
3,22,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-25,,1289.0
3,22,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-25,,1525.0
3,22,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-25,,1748.0
3,22,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-25,,2076.0
-1,23,quantile,0.01,2025-01-04,wk inc flu hosp,2024-12-28,,7.0
-1,23,quantile,0.025,2025-01-04,wk inc flu hosp,2024-12-28,,9.0
-1,23,quantile,0.05,2025-01-04,wk inc flu hosp,2024-12-28,,11.0
-1,23,quantile,0.1,2025-01-04,wk inc flu hosp,2024-12-28,,14.0
-1,23,quantile,0.15,2025-01-04,wk inc flu hosp,2024-12-28,,16.0
-1,23,quantile,0.2,2025-01-04,wk inc flu hosp,2024-12-28,,17.0
-1,23,quantile,0.25,2025-01-04,wk inc flu hosp,2024-12-28,,18.0
-1,23,quantile,0.3,2025-01-04,wk inc flu hosp,2024-12-28,,20.0
-1,23,quantile,0.35,2025-01-04,wk inc flu hosp,2024-12-28,,21.0
-1,23,quantile,0.4,2025-01-04,wk inc flu hosp,2024-12-28,,22.0
-1,23,quantile,0.45,2025-01-04,wk inc flu hosp,2024-12-28,,23.0
-1,23,quantile,0.5,2025-01-04,wk inc flu hosp,2024-12-28,,25.0
-1,23,quantile,0.55,2025-01-04,wk inc flu hosp,2024-12-28,,26.0
-1,23,quantile,0.6,2025-01-04,wk inc flu hosp,2024-12-28,,27.0
-1,23,quantile,0.65,2025-01-04,wk inc flu hosp,2024-12-28,,28.0
-1,23,quantile,0.7,2025-01-04,wk inc flu hosp,2024-12-28,,29.0
-1,23,quantile,0.75,2025-01-04,wk inc flu hosp,2024-12-28,,30.0
-1,23,quantile,0.8,2025-01-04,wk inc flu hosp,2024-12-28,,31.0
-1,23,quantile,0.85,2025-01-04,wk inc flu hosp,2024-12-28,,33.0
-1,23,quantile,0.9,2025-01-04,wk inc flu hosp,2024-12-28,,35.0
-1,23,quantile,0.95,2025-01-04,wk inc flu hosp,2024-12-28,,38.0
-1,23,quantile,0.975,2025-01-04,wk inc flu hosp,2024-12-28,,40.0
-1,23,quantile,0.99,2025-01-04,wk inc flu hosp,2024-12-28,,42.0
0,23,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-04,,11.0
0,23,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-04,,13.0
0,23,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-04,,15.0
0,23,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-04,,18.0
0,23,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-04,,20.0
0,23,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-04,,22.0
0,23,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-04,,24.0
0,23,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-04,,25.0
0,23,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-04,,26.0
0,23,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-04,,27.0
0,23,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-04,,29.0
0,23,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-04,,31.0
0,23,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-04,,32.0
0,23,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-04,,33.0
0,23,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-04,,34.0
0,23,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-04,,36.0
0,23,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-04,,37.0
0,23,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-04,,39.0
0,23,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-04,,40.0
0,23,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-04,,42.0
0,23,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-04,,46.0
0,23,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-04,,48.0
0,23,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-04,,52.0
1,23,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-11,,8.0
1,23,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-11,,11.0
1,23,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-11,,13.0
1,23,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-11,,17.0
1,23,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-11,,20.0
1,23,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-11,,22.0
1,23,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-11,,24.0
1,23,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-11,,26.0
1,23,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-11,,28.0
1,23,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-11,,29.0
1,23,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-11,,31.0
1,23,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-11,,34.0
1,23,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-11,,35.0
1,23,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-11,,37.0
1,23,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-11,,38.0
1,23,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-11,,40.0
1,23,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-11,,42.0
1,23,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-11,,44.0
1,23,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-11,,46.0
1,23,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-11,,49.0
1,23,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-11,,54.0
1,23,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-11,,58.0
1,23,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-11,,62.0
2,23,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-18,,6.0
2,23,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-18,,8.0
2,23,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-18,,12.0
2,23,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-18,,16.0
2,23,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-18,,20.0
2,23,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-18,,23.0
2,23,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-18,,25.0
2,23,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-18,,27.0
2,23,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-18,,29.0
2,23,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-18,,31.0
2,23,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-18,,33.0
2,23,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-18,,36.0
2,23,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-18,,37.0
2,23,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-18,,39.0
2,23,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-18,,41.0
2,23,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-18,,43.0
2,23,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-18,,45.0
2,23,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-18,,48.0
2,23,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-18,,51.0
2,23,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-18,,55.0
2,23,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-18,,60.0
2,23,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-18,,64.0
2,23,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-18,,69.0
3,23,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-25,,7.0
3,23,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-25,,9.0
3,23,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-25,,11.0
3,23,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-25,,16.0
3,23,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-25,,19.0
3,23,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-25,,23.0
3,23,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-25,,25.0
3,23,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-25,,28.0
3,23,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-25,,30.0
3,23,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-25,,32.0
3,23,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-25,,35.0
3,23,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-25,,38.0
3,23,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-25,,40.0
3,23,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-25,,42.0
3,23,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-25,,44.0
3,23,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-25,,46.0
3,23,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-25,,49.0
3,23,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-25,,51.0
3,23,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-25,,55.0
3,23,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-25,,59.0
3,23,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-25,,65.0
3,23,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-25,,71.0
3,23,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-25,,76.0
-1,24,quantile,0.01,2025-01-04,wk inc flu hosp,2024-12-28,,83.0
-1,24,quantile,0.025,2025-01-04,wk inc flu hosp,2024-12-28,,90.0
-1,24,quantile,0.05,2025-01-04,wk inc flu hosp,2024-12-28,,97.0
-1,24,quantile,0.1,2025-01-04,wk inc flu hosp,2024-12-28,,105.0
-1,24,quantile,0.15,2025-01-04,wk inc flu hosp,2024-12-28,,110.0
-1,24,quantile,0.2,2025-01-04,wk inc flu hosp,2024-12-28,,115.0
-1,24,quantile,0.25,2025-01-04,wk inc flu hosp,2024-12-28,,119.0
-1,24,quantile,0.3,2025-01-04,wk inc flu hosp,2024-12-28,,122.0
-1,24,quantile,0.35,2025-01-04,wk inc flu hosp,2024-12-28,,126.0
-1,24,quantile,0.4,2025-01-04,wk inc flu hosp,2024-12-28,,129.0
-1,24,quantile,0.45,2025-01-04,wk inc flu hosp,2024-12-28,,133.0
-1,24,quantile,0.5,2025-01-04,wk inc flu hosp,2024-12-28,,137.0
-1,24,quantile,0.55,2025-01-04,wk inc flu hosp,2024-12-28,,140.0
-1,24,quantile,0.6,2025-01-04,wk inc flu hosp,2024-12-28,,144.0
-1,24,quantile,0.65,2025-01-04,wk inc flu hosp,2024-12-28,,147.0
-1,24,quantile,0.7,2025-01-04,wk inc flu hosp,2024-12-28,,151.0
-1,24,quantile,0.75,2025-01-04,wk inc flu hosp,2024-12-28,,156.0
-1,24,quantile,0.8,2025-01-04,wk inc flu hosp,2024-12-28,,161.0
-1,24,quantile,0.85,2025-01-04,wk inc flu hosp,2024-12-28,,167.0
-1,24,quantile,0.9,2025-01-04,wk inc flu hosp,2024-12-28,,176.0
-1,24,quantile,0.95,2025-01-04,wk inc flu hosp,2024-12-28,,188.0
-1,24,quantile,0.975,2025-01-04,wk inc flu hosp,2024-12-28,,200.0
-1,24,quantile,0.99,2025-01-04,wk inc flu hosp,2024-12-28,,217.0
0,24,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-04,,78.0
0,24,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-04,,87.0
0,24,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-04,,94.0
0,24,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-04,,104.0
0,24,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-04,,110.0
0,24,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-04,,115.0
0,24,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-04,,120.0
0,24,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-04,,124.0
0,24,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-04,,128.0
0,24,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-04,,132.0
0,24,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-04,,136.0
0,24,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-04,,140.0
0,24,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-04,,144.0
0,24,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-04,,148.0
0,24,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-04,,152.0
0,24,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-04,,157.0
0,24,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-04,,161.0
0,24,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-04,,167.0
0,24,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-04,,173.0
0,24,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-04,,182.0
0,24,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-04,,195.0
0,24,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-04,,208.0
0,24,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-04,,225.0
1,24,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-11,,68.0
1,24,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-11,,82.0
1,24,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-11,,92.0
1,24,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-11,,106.0
1,24,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-11,,116.0
1,24,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-11,,124.0
1,24,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-11,,131.0
1,24,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-11,,137.0
1,24,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-11,,143.0
1,24,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-11,,149.0
1,24,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-11,,154.0
1,24,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-11,,161.0
1,24,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-11,,167.0
1,24,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-11,,172.0
1,24,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-11,,178.0
1,24,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-11,,185.0
1,24,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-11,,192.0
1,24,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-11,,200.0
1,24,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-11,,210.0
1,24,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-11,,222.0
1,24,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-11,,242.0
1,24,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-11,,260.0
1,24,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-11,,285.0
2,24,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-18,,70.0
2,24,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-18,,81.0
2,24,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-18,,95.0
2,24,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-18,,110.0
2,24,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-18,,121.0
2,24,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-18,,129.0
2,24,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-18,,137.0
2,24,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-18,,145.0
2,24,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-18,,152.0
2,24,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-18,,158.0
2,24,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-18,,164.0
2,24,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-18,,171.0
2,24,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-18,,177.0
2,24,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-18,,184.0
2,24,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-18,,190.0
2,24,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-18,,197.0
2,24,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-18,,205.0
2,24,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-18,,214.0
2,24,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-18,,226.0
2,24,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-18,,240.0
2,24,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-18,,261.0
2,24,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-18,,282.0
2,24,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-18,,305.0
3,24,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-25,,67.0
3,24,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-25,,80.0
3,24,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-25,,93.0
3,24,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-25,,110.0
3,24,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-25,,123.0
3,24,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-25,,132.0
3,24,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-25,,141.0
3,24,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-25,,149.0
3,24,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-25,,156.0
3,24,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-25,,162.0
3,24,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-25,,169.0
3,24,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-25,,177.0
3,24,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-25,,184.0
3,24,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-25,,191.0
3,24,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-25,,199.0
3,24,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-25,,207.0
3,24,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-25,,216.0
3,24,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-25,,226.0
3,24,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-25,,238.0
3,24,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-25,,253.0
3,24,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-25,,275.0
3,24,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-25,,297.0
3,24,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-25,,324.0
-1,25,quantile,0.01,2025-01-04,wk inc flu hosp,2024-12-28,,122.0
-1,25,quantile,0.025,2025-01-04,wk inc flu hosp,2024-12-28,,135.0
-1,25,quantile,0.05,2025-01-04,wk inc flu hosp,2024-12-28,,148.0
-1,25,quantile,0.1,2025-01-04,wk inc flu hosp,2024-12-28,,163.0
-1,25,quantile,0.15,2025-01-04,wk inc flu hosp,2024-12-28,,173.0
-1,25,quantile,0.2,2025-01-04,wk inc flu hosp,2024-12-28,,180.0
-1,25,quantile,0.25,2025-01-04,wk inc flu hosp,2024-12-28,,187.0
-1,25,quantile,0.3,2025-01-04,wk inc flu hosp,2024-12-28,,194.0
-1,25,quantile,0.35,2025-01-04,wk inc flu hosp,2024-12-28,,201.0
-1,25,quantile,0.4,2025-01-04,wk inc flu hosp,2024-12-28,,207.0
-1,25,quantile,0.45,2025-01-04,wk inc flu hosp,2024-12-28,,212.0
-1,25,quantile,0.5,2025-01-04,wk inc flu hosp,2024-12-28,,219.0
-1,25,quantile,0.55,2025-01-04,wk inc flu hosp,2024-12-28,,226.0
-1,25,quantile,0.6,2025-01-04,wk inc flu hosp,2024-12-28,,232.0
-1,25,quantile,0.65,2025-01-04,wk inc flu hosp,2024-12-28,,238.0
-1,25,quantile,0.7,2025-01-04,wk inc flu hosp,2024-12-28,,246.0
-1,25,quantile,0.75,2025-01-04,wk inc flu hosp,2024-12-28,,254.0
-1,25,quantile,0.8,2025-01-04,wk inc flu hosp,2024-12-28,,263.0
-1,25,quantile,0.85,2025-01-04,wk inc flu hosp,2024-12-28,,275.0
-1,25,quantile,0.9,2025-01-04,wk inc flu hosp,2024-12-28,,290.0
-1,25,quantile,0.95,2025-01-04,wk inc flu hosp,2024-12-28,,311.0
-1,25,quantile,0.975,2025-01-04,wk inc flu hosp,2024-12-28,,332.0
-1,25,quantile,0.99,2025-01-04,wk inc flu hosp,2024-12-28,,359.0
0,25,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-04,,158.0
0,25,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-04,,175.0
0,25,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-04,,189.0
0,25,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-04,,207.0
0,25,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-04,,218.0
0,25,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-04,,227.0
0,25,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-04,,236.0
0,25,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-04,,244.0
0,25,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-04,,252.0
0,25,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-04,,259.0
0,25,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-04,,266.0
0,25,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-04,,275.0
0,25,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-04,,283.0
0,25,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-04,,290.0
0,25,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-04,,299.0
0,25,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-04,,307.0
0,25,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-04,,317.0
0,25,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-04,,329.0
0,25,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-04,,342.0
0,25,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-04,,360.0
0,25,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-04,,389.0
0,25,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-04,,413.0
0,25,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-04,,446.0
1,25,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-11,,143.0
1,25,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-11,,164.0
1,25,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-11,,184.0
1,25,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-11,,208.0
1,25,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-11,,225.0
1,25,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-11,,239.0
1,25,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-11,,250.0
1,25,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-11,,261.0
1,25,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-11,,271.0
1,25,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-11,,281.0
1,25,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-11,,290.0
1,25,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-11,,301.0
1,25,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-11,,310.0
1,25,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-11,,320.0
1,25,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-11,,331.0
1,25,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-11,,342.0
1,25,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-11,,355.0
1,25,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-11,,369.0
1,25,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-11,,387.0
1,25,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-11,,411.0
1,25,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-11,,448.0
1,25,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-11,,482.0
1,25,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-11,,523.0
2,25,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-18,,126.0
2,25,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-18,,151.0
2,25,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-18,,173.0
2,25,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-18,,201.0
2,25,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-18,,221.0
2,25,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-18,,237.0
2,25,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-18,,249.0
2,25,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-18,,262.0
2,25,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-18,,274.0
2,25,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-18,,286.0
2,25,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-18,,297.0
2,25,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-18,,309.0
2,25,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-18,,321.0
2,25,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-18,,331.0
2,25,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-18,,345.0
2,25,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-18,,357.0
2,25,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-18,,372.0
2,25,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-18,,389.0
2,25,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-18,,410.0
