"model_id","location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.05",22.4698370093076
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.1",27.2127881792139
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.15",32.1614819005361
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.2",35.761107322231
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.25",38.7296777705754
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.3",41.5807145360595
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.35",44.2139344352441
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.4",45.7964331010244
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.45",48.2110253428777
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.5",50.5426432680042
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.55",53.258389338533
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.6",56.0305090600399
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.65",59.3862125466691
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.7",62.0703096236414
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.75",65.7154571649211
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.8",69.9821204526149
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.85",76.1355039324879
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.9",86.4343702497753
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.95",104.23432247695
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.975",115.539654610909
"UMass-flusion","13",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.99",133.829106800042
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.01",8.1769105551348
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.025",14.929981877754
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.05",20.2154954661626
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.1",26.5145774295839
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.15",32.3843178121252
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.2",38.1480103697986
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.25",42.8960507291789
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.3",47.2677750498941
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.35",50.8457835825693
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.4",54.4735412590191
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.45",59.2099127748882
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.5",63.068941875148
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.55",67.9245573541779
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.6",72.5734433251039
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.65",78.3479351710935
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.7",83.7785472981287
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.75",91.0754683951069
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.8",99.4927533139987
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.85",108.649589755579
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.9",121.109608044551
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.95",144.898582768017
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.975",176.583271702038
"UMass-flusion","13",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.99",204.073435852453
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.01",7.71793167688442
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.025",11.4578127381807
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.05",17.8151451632287
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.1",25.4475927068537
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.15",33.0374744636271
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.2",40.3083363324193
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.25",46.8731425844855
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.3",54.3310961113752
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.35",59.8302674257443
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.4",66.0762014708819
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.45",72.3455965751031
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.5",77.9924051316704
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.55",85.1611597291791
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.6",91.5744080135417
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.65",100.793048040983
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.7",109.504581583964
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.75",119.93238745569
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.8",127.788592069038
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.85",140.787463495233
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.9",160.599847348414
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.95",197.786484749821
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.975",242.113658911871
"UMass-flusion","13",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.99",296.292602497591
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.01",7.51491484250954
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.025",10.2033291325834
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.05",16.2480137063593
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.1",24.5798438928741
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.15",32.7229818595779
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.2",41.1121766267057
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.25",48.8028316463982
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.3",56.5233620284782
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.35",64.1912057007537
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.4",72.5883568356811
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.45",80.8810044814023
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.5",89.0239502845003
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.55",98.6965249532672
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.6",106.211910117925
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.65",118.793572651167
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.7",129.102280641121
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.75",144.248691686028
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.8",153.49015933995
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.85",170.108189563387
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.9",196.955766554487
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.95",248.547239781594
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.975",312.358082883556
"UMass-flusion","13",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.99",387.542784800236
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.01",4.61029088157813
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.025",5.90229868635054
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.05",7.21137356461873
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.1",9.14726719040275
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.15",10.5217856832714
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.2",12.0460567312085
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.25",12.9884177360638
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.3",14.0976326390962
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.35",14.750386931613
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.4",15.6965049885153
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.45",16.8346287593736
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.5",17.4089038563292
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.55",18.2901915785457
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.6",19.0800770790713
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.65",20.1945670826286
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.7",21.1471164452684
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.75",22.2707672542104
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.8",23.9993362385873
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.85",25.8542242181141
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.9",28.1431419313128
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.95",32.6835761460674
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.975",35.1999913220798
"UMass-flusion","15",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.99",40.005246340846
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.01",3.12159443206318
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.025",4.37877660344949
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.05",6.26918673426546
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.1",8.39105730164476
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.15",10.3805815856662
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.2",12.17997659501
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.25",13.705125471475
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.3",15.0589876642535
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.35",16.0440562941436
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.4",17.565323575308
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.45",19.1614285908841
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.5",20.348402847289
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.55",21.8075692937157
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.6",23.0603729458304
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.65",24.6276419065614
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.7",26.2181296037149
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.75",28.0994384214524
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.8",30.6090500744628
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.85",33.5748088363661
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.9",36.9013832333205
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.95",43.9448557966591
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.975",51.0649633667968
"UMass-flusion","15",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.99",59.6299832536018
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.01",2.25682545301397
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.025",3.26698901909443
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.05",5.04293536113289
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.1",7.53298543543159
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.15",9.81159150106386
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.2",12.1641737084065
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.25",14.111420483015
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.3",15.6510220274439
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.35",17.5113942135595
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.4",19.2543071663122
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.45",21.2955649211167
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.5",23.1144814855256
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.55",25.0193315059976
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.6",26.5467492602659
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.65",29.2035709216469
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.7",31.6025585273963
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.75",34.3809494143609
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.8",37.1048708461423
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.85",41.0035928794717
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.9",46.2474748819058
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.95",55.7319532644925
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.975",66.9270224629571
"UMass-flusion","15",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.99",80.1306092378852
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.01",2.21797214694869
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.025",2.81661710748362
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.05",4.31631931742009
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.1",6.91316549739531
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.15",9.25234108126619
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.2",11.4527777726883
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.25",13.6602480820612
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.3",15.46762554556
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.35",17.5391960431658
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.4",20.0109369874384
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.45",22.3902090272076
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.5",24.647765179187
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.55",26.9431277972409
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.6",29.1384564897009
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.65",32.1480498836765
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.7",35.6230783332652
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.75",38.8927245351762
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.8",42.9123847078818
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.85",47.2509497693475
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.9",54.7992342361083
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.95",67.2179922749352
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.975",80.8479047616296
"UMass-flusion","15",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.99",99.89499029431
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.01",2.79429540532114
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.025",4.29279332247388
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.05",5.23135097389259
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.1",6.89868031146017
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.15",8.25530403545323
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.2",9.46802564828516
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.25",10.3287764262109
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.3",11.1610122566893
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.35",11.9602109928965
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.4",12.3238822314879
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.45",13.1199548029041
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.5",14.1722455198921
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.55",15.0162971272123
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.6",15.8478422776205
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.65",16.9546602092307
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.7",18.2201985321194
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.75",19.552413929902
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.8",21.3194278462035
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.85",23.1957185354289
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.9",25.4927189178496
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.95",30.8592743410579
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.975",34.051368879072
"UMass-flusion","16",0,2024-11-23,2024-11-23,"wk inc flu hosp","quantile","0.99",40.7590931989077
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.01",1.88470060189432
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.025",3.08844517576699
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.05",4.20260203577275
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.1",6.3531218613916
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.15",8.11087269441914
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.2",10.0313570791175
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.25",11.5503341093224
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.3",12.8086167080087
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.35",13.6962564502218
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.4",14.4642437544082
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.45",15.9070739988082
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.5",17.3644998319453
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.55",19.1638364930333
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.6",20.4890505543955
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.65",22.2739528435166
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.7",24.2499788174412
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.75",26.9894804823167
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.8",29.1862586481094
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.85",32.7162081928622
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.9",36.8824425111217
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.95",44.17791023148
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.975",51.5861936065739
"UMass-flusion","16",1,2024-11-30,2024-11-23,"wk inc flu hosp","quantile","0.99",62.226569501984
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.01",1.79520512391327
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.025",2.74455443773784
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.05",3.64782936221666
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.1",5.97069354436997
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.15",7.94355727298301
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.2",10.0398954058332
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.25",11.7340429550173
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.3",13.9325659850978
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.35",15.3986899825413
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.4",16.884896595044
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.45",18.6508704893034
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.5",20.7696198425158
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.55",22.7762977801531
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.6",25.5114812869165
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.65",28.3261777275087
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.7",31.6744752686726
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.75",35.3043051196563
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.8",38.0744819030029
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.85",42.2931617562838
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.9",49.2423329206013
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.95",61.8270795385302
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.975",73.0139407119047
"UMass-flusion","16",2,2024-12-07,2024-11-23,"wk inc flu hosp","quantile","0.99",93.3676917456839
"UMass-flusion","16",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.01",1.76983254595943
"UMass-flusion","16",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.025",2.72742976881201
"UMass-flusion","16",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.05",3.30964638845117
"UMass-flusion","16",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.1",5.15426544678526
"UMass-flusion","16",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.15",7.30375490548217
"UMass-flusion","16",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.2",9.75056018816455
"UMass-flusion","16",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.25",11.8894870191022
"UMass-flusion","16",3,2024-12-14,2024-11-23,"wk inc flu hosp","quantile","0.3",14.2499185687694
