"target","location","horizon","target_end_date","output_type_id","oracle_value"
"wk flu hosp rate change","28",0,2024-11-23,"decrease",0
"wk flu hosp rate change","28",0,2024-11-23,"stable",0
"wk flu hosp rate change","28",0,2024-11-23,"increase",1
"wk flu hosp rate change","28",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","28",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","28",1,2024-11-23,"decrease",0
"wk flu hosp rate change","28",1,2024-11-23,"stable",1
"wk flu hosp rate change","28",1,2024-11-23,"increase",0
"wk flu hosp rate change","28",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","28",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","28",2,2024-11-23,"decrease",0
"wk flu hosp rate change","28",2,2024-11-23,"stable",1
"wk flu hosp rate change","28",2,2024-11-23,"increase",0
"wk flu hosp rate change","28",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","30",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","30",0,2024-11-23,"decrease",0
"wk flu hosp rate change","30",0,2024-11-23,"stable",1
"wk flu hosp rate change","30",0,2024-11-23,"increase",0
"wk flu hosp rate change","30",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","30",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","30",1,2024-11-23,"decrease",0
"wk flu hosp rate change","30",1,2024-11-23,"stable",1
"wk flu hosp rate change","30",1,2024-11-23,"increase",0
"wk flu hosp rate change","30",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","30",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","30",2,2024-11-23,"decrease",0
"wk flu hosp rate change","30",2,2024-11-23,"stable",1
"wk flu hosp rate change","30",2,2024-11-23,"increase",0
"wk flu hosp rate change","30",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","37",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","37",0,2024-11-23,"decrease",0
"wk flu hosp rate change","37",0,2024-11-23,"stable",1
"wk flu hosp rate change","37",0,2024-11-23,"increase",0
"wk flu hosp rate change","37",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","37",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","37",1,2024-11-23,"decrease",0
"wk flu hosp rate change","37",1,2024-11-23,"stable",1
"wk flu hosp rate change","37",1,2024-11-23,"increase",0
"wk flu hosp rate change","37",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","37",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","37",2,2024-11-23,"decrease",0
"wk flu hosp rate change","37",2,2024-11-23,"stable",1
"wk flu hosp rate change","37",2,2024-11-23,"increase",0
"wk flu hosp rate change","37",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","38",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","38",0,2024-11-23,"decrease",0
"wk flu hosp rate change","38",0,2024-11-23,"stable",1
"wk flu hosp rate change","38",0,2024-11-23,"increase",0
"wk flu hosp rate change","38",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","38",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","38",1,2024-11-23,"decrease",0
"wk flu hosp rate change","38",1,2024-11-23,"stable",1
"wk flu hosp rate change","38",1,2024-11-23,"increase",0
"wk flu hosp rate change","38",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","38",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","38",2,2024-11-23,"decrease",0
"wk flu hosp rate change","38",2,2024-11-23,"stable",1
"wk flu hosp rate change","38",2,2024-11-23,"increase",0
"wk flu hosp rate change","38",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","31",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","31",0,2024-11-23,"decrease",0
"wk flu hosp rate change","31",0,2024-11-23,"stable",1
"wk flu hosp rate change","31",0,2024-11-23,"increase",0
"wk flu hosp rate change","31",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","31",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","31",1,2024-11-23,"decrease",0
"wk flu hosp rate change","31",1,2024-11-23,"stable",1
"wk flu hosp rate change","31",1,2024-11-23,"increase",0
"wk flu hosp rate change","31",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","31",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","31",2,2024-11-23,"decrease",0
"wk flu hosp rate change","31",2,2024-11-23,"stable",1
"wk flu hosp rate change","31",2,2024-11-23,"increase",0
"wk flu hosp rate change","31",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","33",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","33",0,2024-11-23,"decrease",0
"wk flu hosp rate change","33",0,2024-11-23,"stable",1
"wk flu hosp rate change","33",0,2024-11-23,"increase",0
"wk flu hosp rate change","33",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","33",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","33",1,2024-11-23,"decrease",0
"wk flu hosp rate change","33",1,2024-11-23,"stable",1
"wk flu hosp rate change","33",1,2024-11-23,"increase",0
"wk flu hosp rate change","33",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","33",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","33",2,2024-11-23,"decrease",0
"wk flu hosp rate change","33",2,2024-11-23,"stable",1
"wk flu hosp rate change","33",2,2024-11-23,"increase",0
"wk flu hosp rate change","33",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","34",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","34",0,2024-11-23,"decrease",0
"wk flu hosp rate change","34",0,2024-11-23,"stable",1
"wk flu hosp rate change","34",0,2024-11-23,"increase",0
"wk flu hosp rate change","34",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","34",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","34",1,2024-11-23,"decrease",0
"wk flu hosp rate change","34",1,2024-11-23,"stable",1
"wk flu hosp rate change","34",1,2024-11-23,"increase",0
"wk flu hosp rate change","34",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","34",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","34",2,2024-11-23,"decrease",0
"wk flu hosp rate change","34",2,2024-11-23,"stable",1
"wk flu hosp rate change","34",2,2024-11-23,"increase",0
"wk flu hosp rate change","34",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","35",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","35",0,2024-11-23,"decrease",0
"wk flu hosp rate change","35",0,2024-11-23,"stable",1
"wk flu hosp rate change","35",0,2024-11-23,"increase",0
"wk flu hosp rate change","35",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","35",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","35",1,2024-11-23,"decrease",0
"wk flu hosp rate change","35",1,2024-11-23,"stable",0
"wk flu hosp rate change","35",1,2024-11-23,"increase",1
"wk flu hosp rate change","35",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","35",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","35",2,2024-11-23,"decrease",0
"wk flu hosp rate change","35",2,2024-11-23,"stable",0
"wk flu hosp rate change","35",2,2024-11-23,"increase",1
"wk flu hosp rate change","35",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","32",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","32",0,2024-11-23,"decrease",0
"wk flu hosp rate change","32",0,2024-11-23,"stable",1
"wk flu hosp rate change","32",0,2024-11-23,"increase",0
"wk flu hosp rate change","32",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","32",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","32",1,2024-11-23,"decrease",0
"wk flu hosp rate change","32",1,2024-11-23,"stable",0
"wk flu hosp rate change","32",1,2024-11-23,"increase",1
"wk flu hosp rate change","32",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","32",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","32",2,2024-11-23,"decrease",0
"wk flu hosp rate change","32",2,2024-11-23,"stable",0
"wk flu hosp rate change","32",2,2024-11-23,"increase",1
"wk flu hosp rate change","32",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","36",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","36",0,2024-11-23,"decrease",0
"wk flu hosp rate change","36",0,2024-11-23,"stable",1
"wk flu hosp rate change","36",0,2024-11-23,"increase",0
"wk flu hosp rate change","36",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","36",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","36",1,2024-11-23,"decrease",0
"wk flu hosp rate change","36",1,2024-11-23,"stable",1
"wk flu hosp rate change","36",1,2024-11-23,"increase",0
"wk flu hosp rate change","36",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","36",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","36",2,2024-11-23,"decrease",0
"wk flu hosp rate change","36",2,2024-11-23,"stable",1
"wk flu hosp rate change","36",2,2024-11-23,"increase",0
"wk flu hosp rate change","36",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","39",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","39",0,2024-11-23,"decrease",0
"wk flu hosp rate change","39",0,2024-11-23,"stable",1
"wk flu hosp rate change","39",0,2024-11-23,"increase",0
"wk flu hosp rate change","39",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","39",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","39",1,2024-11-23,"decrease",0
"wk flu hosp rate change","39",1,2024-11-23,"stable",1
"wk flu hosp rate change","39",1,2024-11-23,"increase",0
"wk flu hosp rate change","39",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","39",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","39",2,2024-11-23,"decrease",0
"wk flu hosp rate change","39",2,2024-11-23,"stable",1
"wk flu hosp rate change","39",2,2024-11-23,"increase",0
"wk flu hosp rate change","39",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","40",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","40",0,2024-11-23,"decrease",0
"wk flu hosp rate change","40",0,2024-11-23,"stable",1
"wk flu hosp rate change","40",0,2024-11-23,"increase",0
"wk flu hosp rate change","40",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","40",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","40",1,2024-11-23,"decrease",0
"wk flu hosp rate change","40",1,2024-11-23,"stable",1
"wk flu hosp rate change","40",1,2024-11-23,"increase",0
"wk flu hosp rate change","40",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","40",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","40",2,2024-11-23,"decrease",0
"wk flu hosp rate change","40",2,2024-11-23,"stable",1
"wk flu hosp rate change","40",2,2024-11-23,"increase",0
"wk flu hosp rate change","40",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","41",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","41",0,2024-11-23,"decrease",0
"wk flu hosp rate change","41",0,2024-11-23,"stable",0
"wk flu hosp rate change","41",0,2024-11-23,"increase",1
"wk flu hosp rate change","41",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","41",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","41",1,2024-11-23,"decrease",0
"wk flu hosp rate change","41",1,2024-11-23,"stable",0
"wk flu hosp rate change","41",1,2024-11-23,"increase",1
"wk flu hosp rate change","41",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","41",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","41",2,2024-11-23,"decrease",0
"wk flu hosp rate change","41",2,2024-11-23,"stable",0
"wk flu hosp rate change","41",2,2024-11-23,"increase",1
"wk flu hosp rate change","41",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","42",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","42",0,2024-11-23,"decrease",0
"wk flu hosp rate change","42",0,2024-11-23,"stable",1
"wk flu hosp rate change","42",0,2024-11-23,"increase",0
"wk flu hosp rate change","42",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","42",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","42",1,2024-11-23,"decrease",0
"wk flu hosp rate change","42",1,2024-11-23,"stable",1
"wk flu hosp rate change","42",1,2024-11-23,"increase",0
"wk flu hosp rate change","42",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","42",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","42",2,2024-11-23,"decrease",0
"wk flu hosp rate change","42",2,2024-11-23,"stable",1
"wk flu hosp rate change","42",2,2024-11-23,"increase",0
"wk flu hosp rate change","42",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","72",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","72",0,2024-11-23,"decrease",1
"wk flu hosp rate change","72",0,2024-11-23,"stable",0
"wk flu hosp rate change","72",0,2024-11-23,"increase",0
"wk flu hosp rate change","72",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","72",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","72",1,2024-11-23,"decrease",0
"wk flu hosp rate change","72",1,2024-11-23,"stable",1
"wk flu hosp rate change","72",1,2024-11-23,"increase",0
"wk flu hosp rate change","72",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","72",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","72",2,2024-11-23,"decrease",0
"wk flu hosp rate change","72",2,2024-11-23,"stable",0
"wk flu hosp rate change","72",2,2024-11-23,"increase",1
"wk flu hosp rate change","72",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","44",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","44",0,2024-11-23,"decrease",0
"wk flu hosp rate change","44",0,2024-11-23,"stable",1
"wk flu hosp rate change","44",0,2024-11-23,"increase",0
"wk flu hosp rate change","44",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","44",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","44",1,2024-11-23,"decrease",0
"wk flu hosp rate change","44",1,2024-11-23,"stable",1
"wk flu hosp rate change","44",1,2024-11-23,"increase",0
"wk flu hosp rate change","44",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","44",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","44",2,2024-11-23,"decrease",0
"wk flu hosp rate change","44",2,2024-11-23,"stable",1
"wk flu hosp rate change","44",2,2024-11-23,"increase",0
"wk flu hosp rate change","44",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","45",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","45",0,2024-11-23,"decrease",0
"wk flu hosp rate change","45",0,2024-11-23,"stable",1
"wk flu hosp rate change","45",0,2024-11-23,"increase",0
"wk flu hosp rate change","45",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","45",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","45",1,2024-11-23,"decrease",0
"wk flu hosp rate change","45",1,2024-11-23,"stable",1
"wk flu hosp rate change","45",1,2024-11-23,"increase",0
"wk flu hosp rate change","45",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","45",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","45",2,2024-11-23,"decrease",0
"wk flu hosp rate change","45",2,2024-11-23,"stable",1
"wk flu hosp rate change","45",2,2024-11-23,"increase",0
"wk flu hosp rate change","45",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","46",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","46",0,2024-11-23,"decrease",0
"wk flu hosp rate change","46",0,2024-11-23,"stable",1
"wk flu hosp rate change","46",0,2024-11-23,"increase",0
"wk flu hosp rate change","46",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","46",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","46",1,2024-11-23,"decrease",0
"wk flu hosp rate change","46",1,2024-11-23,"stable",1
"wk flu hosp rate change","46",1,2024-11-23,"increase",0
"wk flu hosp rate change","46",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","46",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","46",2,2024-11-23,"decrease",0
"wk flu hosp rate change","46",2,2024-11-23,"stable",1
"wk flu hosp rate change","46",2,2024-11-23,"increase",0
"wk flu hosp rate change","46",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","47",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","47",0,2024-11-23,"decrease",1
"wk flu hosp rate change","47",0,2024-11-23,"stable",0
"wk flu hosp rate change","47",0,2024-11-23,"increase",0
"wk flu hosp rate change","47",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","47",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","47",1,2024-11-23,"decrease",0
"wk flu hosp rate change","47",1,2024-11-23,"stable",1
"wk flu hosp rate change","47",1,2024-11-23,"increase",0
"wk flu hosp rate change","47",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","47",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","47",2,2024-11-23,"decrease",0
"wk flu hosp rate change","47",2,2024-11-23,"stable",1
"wk flu hosp rate change","47",2,2024-11-23,"increase",0
"wk flu hosp rate change","47",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","48",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","48",0,2024-11-23,"decrease",0
"wk flu hosp rate change","48",0,2024-11-23,"stable",1
"wk flu hosp rate change","48",0,2024-11-23,"increase",0
"wk flu hosp rate change","48",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","48",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","48",1,2024-11-23,"decrease",0
"wk flu hosp rate change","48",1,2024-11-23,"stable",1
"wk flu hosp rate change","48",1,2024-11-23,"increase",0
"wk flu hosp rate change","48",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","48",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","48",2,2024-11-23,"decrease",0
"wk flu hosp rate change","48",2,2024-11-23,"stable",1
"wk flu hosp rate change","48",2,2024-11-23,"increase",0
"wk flu hosp rate change","48",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","US",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","US",0,2024-11-23,"decrease",0
"wk flu hosp rate change","US",0,2024-11-23,"stable",1
"wk flu hosp rate change","US",0,2024-11-23,"increase",0
"wk flu hosp rate change","US",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","US",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","US",1,2024-11-23,"decrease",0
"wk flu hosp rate change","US",1,2024-11-23,"stable",1
"wk flu hosp rate change","US",1,2024-11-23,"increase",0
"wk flu hosp rate change","US",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","US",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","US",2,2024-11-23,"decrease",0
"wk flu hosp rate change","US",2,2024-11-23,"stable",1
"wk flu hosp rate change","US",2,2024-11-23,"increase",0
"wk flu hosp rate change","US",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","49",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","49",0,2024-11-23,"decrease",0
"wk flu hosp rate change","49",0,2024-11-23,"stable",1
"wk flu hosp rate change","49",0,2024-11-23,"increase",0
"wk flu hosp rate change","49",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","49",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","49",1,2024-11-23,"decrease",0
"wk flu hosp rate change","49",1,2024-11-23,"stable",1
"wk flu hosp rate change","49",1,2024-11-23,"increase",0
"wk flu hosp rate change","49",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","49",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","49",2,2024-11-23,"decrease",0
"wk flu hosp rate change","49",2,2024-11-23,"stable",1
"wk flu hosp rate change","49",2,2024-11-23,"increase",0
"wk flu hosp rate change","49",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","51",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","51",0,2024-11-23,"decrease",0
"wk flu hosp rate change","51",0,2024-11-23,"stable",1
"wk flu hosp rate change","51",0,2024-11-23,"increase",0
"wk flu hosp rate change","51",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","51",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","51",1,2024-11-23,"decrease",0
"wk flu hosp rate change","51",1,2024-11-23,"stable",1
"wk flu hosp rate change","51",1,2024-11-23,"increase",0
"wk flu hosp rate change","51",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","51",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","51",2,2024-11-23,"decrease",0
"wk flu hosp rate change","51",2,2024-11-23,"stable",1
"wk flu hosp rate change","51",2,2024-11-23,"increase",0
"wk flu hosp rate change","51",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","50",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","50",0,2024-11-23,"decrease",0
"wk flu hosp rate change","50",0,2024-11-23,"stable",1
"wk flu hosp rate change","50",0,2024-11-23,"increase",0
"wk flu hosp rate change","50",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","50",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","50",1,2024-11-23,"decrease",0
"wk flu hosp rate change","50",1,2024-11-23,"stable",1
"wk flu hosp rate change","50",1,2024-11-23,"increase",0
"wk flu hosp rate change","50",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","50",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","50",2,2024-11-23,"decrease",0
"wk flu hosp rate change","50",2,2024-11-23,"stable",1
"wk flu hosp rate change","50",2,2024-11-23,"increase",0
"wk flu hosp rate change","50",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","53",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","53",0,2024-11-23,"decrease",0
"wk flu hosp rate change","53",0,2024-11-23,"stable",1
"wk flu hosp rate change","53",0,2024-11-23,"increase",0
"wk flu hosp rate change","53",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","53",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","53",1,2024-11-23,"decrease",0
"wk flu hosp rate change","53",1,2024-11-23,"stable",1
"wk flu hosp rate change","53",1,2024-11-23,"increase",0
"wk flu hosp rate change","53",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","53",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","53",2,2024-11-23,"decrease",0
"wk flu hosp rate change","53",2,2024-11-23,"stable",1
"wk flu hosp rate change","53",2,2024-11-23,"increase",0
"wk flu hosp rate change","53",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","55",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","55",0,2024-11-23,"decrease",0
"wk flu hosp rate change","55",0,2024-11-23,"stable",1
"wk flu hosp rate change","55",0,2024-11-23,"increase",0
"wk flu hosp rate change","55",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","55",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","55",1,2024-11-23,"decrease",0
"wk flu hosp rate change","55",1,2024-11-23,"stable",1
"wk flu hosp rate change","55",1,2024-11-23,"increase",0
"wk flu hosp rate change","55",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","55",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","55",2,2024-11-23,"decrease",0
"wk flu hosp rate change","55",2,2024-11-23,"stable",1
"wk flu hosp rate change","55",2,2024-11-23,"increase",0
"wk flu hosp rate change","55",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","54",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","54",0,2024-11-23,"decrease",0
"wk flu hosp rate change","54",0,2024-11-23,"stable",1
"wk flu hosp rate change","54",0,2024-11-23,"increase",0
"wk flu hosp rate change","54",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","54",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","54",1,2024-11-23,"decrease",0
"wk flu hosp rate change","54",1,2024-11-23,"stable",1
"wk flu hosp rate change","54",1,2024-11-23,"increase",0
"wk flu hosp rate change","54",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","54",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","54",2,2024-11-23,"decrease",0
"wk flu hosp rate change","54",2,2024-11-23,"stable",1
"wk flu hosp rate change","54",2,2024-11-23,"increase",0
"wk flu hosp rate change","54",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","56",0,2024-11-23,"large_decrease",0
"wk flu hosp rate change","56",0,2024-11-23,"decrease",0
"wk flu hosp rate change","56",0,2024-11-23,"stable",1
"wk flu hosp rate change","56",0,2024-11-23,"increase",0
"wk flu hosp rate change","56",0,2024-11-23,"large_increase",0
"wk flu hosp rate change","56",1,2024-11-23,"large_decrease",0
"wk flu hosp rate change","56",1,2024-11-23,"decrease",0
"wk flu hosp rate change","56",1,2024-11-23,"stable",1
"wk flu hosp rate change","56",1,2024-11-23,"increase",0
"wk flu hosp rate change","56",1,2024-11-23,"large_increase",0
"wk flu hosp rate change","56",2,2024-11-23,"large_decrease",0
"wk flu hosp rate change","56",2,2024-11-23,"decrease",0
"wk flu hosp rate change","56",2,2024-11-23,"stable",1
"wk flu hosp rate change","56",2,2024-11-23,"increase",0
"wk flu hosp rate change","56",2,2024-11-23,"large_increase",0
"wk flu hosp rate change","02",0,2024-11-30,"large_decrease",0
"wk flu hosp rate change","02",0,2024-11-30,"decrease",0
"wk flu hosp rate change","02",0,2024-11-30,"stable",1
"wk flu hosp rate change","02",0,2024-11-30,"increase",0
"wk flu hosp rate change","02",0,2024-11-30,"large_increase",0
"wk flu hosp rate change","02",1,2024-11-30,"large_decrease",0
"wk flu hosp rate change","02",1,2024-11-30,"decrease",0
"wk flu hosp rate change","02",1,2024-11-30,"stable",1
"wk flu hosp rate change","02",1,2024-11-30,"increase",0
"wk flu hosp rate change","02",1,2024-11-30,"large_increase",0
"wk flu hosp rate change","02",2,2024-11-30,"large_decrease",0
"wk flu hosp rate change","02",2,2024-11-30,"decrease",0
"wk flu hosp rate change","02",2,2024-11-30,"stable",1
"wk flu hosp rate change","02",2,2024-11-30,"increase",0
"wk flu hosp rate change","02",2,2024-11-30,"large_increase",0
"wk flu hosp rate change","02",3,2024-11-30,"large_decrease",0
"wk flu hosp rate change","02",3,2024-11-30,"decrease",0
"wk flu hosp rate change","02",3,2024-11-30,"stable",1
"wk flu hosp rate change","02",3,2024-11-30,"increase",0
"wk flu hosp rate change","02",3,2024-11-30,"large_increase",0
"wk flu hosp rate change","01",0,2024-11-30,"large_decrease",0
"wk flu hosp rate change","01",0,2024-11-30,"decrease",0
"wk flu hosp rate change","01",0,2024-11-30,"stable",1
"wk flu hosp rate change","01",0,2024-11-30,"increase",0
"wk flu hosp rate change","01",0,2024-11-30,"large_increase",0
"wk flu hosp rate change","01",1,2024-11-30,"large_decrease",0
"wk flu hosp rate change","01",1,2024-11-30,"decrease",0
"wk flu hosp rate change","01",1,2024-11-30,"stable",1
"wk flu hosp rate change","01",1,2024-11-30,"increase",0
"wk flu hosp rate change","01",1,2024-11-30,"large_increase",0
"wk flu hosp rate change","01",2,2024-11-30,"large_decrease",0
"wk flu hosp rate change","01",2,2024-11-30,"decrease",0
"wk flu hosp rate change","01",2,2024-11-30,"stable",1
"wk flu hosp rate change","01",2,2024-11-30,"increase",0
"wk flu hosp rate change","01",2,2024-11-30,"large_increase",0
"wk flu hosp rate change","01",3,2024-11-30,"large_decrease",0
"wk flu hosp rate change","01",3,2024-11-30,"decrease",0
"wk flu hosp rate change","01",3,2024-11-30,"stable",0
"wk flu hosp rate change","01",3,2024-11-30,"increase",1
"wk flu hosp rate change","01",3,2024-11-30,"large_increase",0
"wk flu hosp rate change","05",0,2024-11-30,"large_decrease",0
"wk flu hosp rate change","05",0,2024-11-30,"decrease",0
"wk flu hosp rate change","05",0,2024-11-30,"stable",1
